combo,combo_ja,phases,n_segments,n_bins_total,max_n_horses,min_n_horses,all_bin_keys_le20,sample_bin_keys,bin_type_primary,current_bin_rule
pace_yoso+uma_deokure_ritsu+kijun_ninkijun_tansho,ペース予想＋馬出遅率＋基準人気順単勝,3,1,1303,112,1,(1303個),"H|0.0|1, H|0.0|10, H|0.0|11, H|0.0|12, H|0.0|13, H|0.0|14, H|0.0|15, H|0.0|16, H|0.0|17, H|0.0|18",categorical,ペース予想コード(1-5)そのままビン化
pace_yoso+uma_deokure_ritsu+ten_shisu_juni,ペース予想＋馬出遅率＋テン指数順位,3,2,1387,157,1,(1387個),"H|0.0|1.0, H|0.0|10.0, H|0.0|11.0, H|0.0|12.0, H|0.0|13.0, H|0.0|14.0, H|0.0|15.0, H|0.0|16.0, H|0.0|17.0, H|0.0|18.0",categorical,ペース予想コード(1-5)そのままビン化
pace_yoso+uma_deokure_ritsu+uma_start_shisu+omo_tekisei_code,ペース予想＋馬出遅率＋馬スタート指数＋重適性,4,1,2155,222,1,(2155個),"H|0.0|-0.1|1, H|0.0|-0.1|2, H|0.0|-0.1|3, H|0.0|-0.2|1, H|0.0|-0.2|2, H|0.0|-0.2|3, H|0.0|-0.3|1, H|0.0|-0.3|2, H|0.0|-0.3|3, H|0.0|-0.4|1",categorical,ペース予想コード(1-5)そのままビン化
pace_yoso+uma_deokure_ritsu+uma_start_shisu+tenkai_kigo_code,ペース予想＋馬出遅率＋馬スタート指数＋展開記号,4,1,2448,248,1,(2448個),"H|0.0|-0.1|0, H|0.0|-0.1|1, H|0.0|-0.1|3, H|0.0|-0.1|4, H|0.0|-0.2|0, H|0.0|-0.2|1, H|0.0|-0.2|2, H|0.0|-0.2|3, H|0.0|-0.2|4, H|0.0|-0.3|0",categorical,ペース予想コード(1-5)そのままビン化
pace_yoso+uma_start_shisu+rotation,ペース予想＋馬スタート指数＋ローテーション,3,1,948,234,1,(948個),"H|-0.1|0.0, H|-0.1|1.0, H|-0.1|10.0, H|-0.1|11.0, H|-0.1|12.0, H|-0.1|13.0, H|-0.1|14.0, H|-0.1|15.0, H|-0.1|16.0, H|-0.1|18.0",categorical,ペース予想コード(1-5)そのままビン化
pace_yoso+uma_start_shisu+ten_shisu_juni,ペース予想＋馬スタート指数＋テン指数順位,3,1,780,113,1,(780個),"H|-0.1|1.0, H|-0.1|10.0, H|-0.1|11.0, H|-0.1|12.0, H|-0.1|13.0, H|-0.1|14.0, H|-0.1|15.0, H|-0.1|16.0, H|-0.1|18.0, H|-0.1|2.0",categorical,ペース予想コード(1-5)そのままビン化
pace_yoso+uma_start_shisu+tenkai_kigo_code,ペース予想＋馬スタート指数＋展開記号,3,1,287,207,1,(287個),"H|-0.1|0, H|-0.1|1, H|-0.1|2, H|-0.1|3, H|-0.1|4, H|-0.2|0, H|-0.2|1, H|-0.2|2, H|-0.2|3, H|-0.2|4",categorical,ペース予想コード(1-5)そのままビン化
pace_yoso+uma_start_shisu+uma_deokure_ritsu+hizume_code,ペース予想＋馬スタート指数＋馬出遅率＋蹄コード,4,1,2362,178,1,(2362個),"H|-0.1|0.0|02, H|-0.1|0.0|03, H|-0.1|0.0|04, H|-0.1|0.0|06, H|-0.1|0.0|09, H|-0.1|0.0|10, H|-0.1|0.0|11, H|-0.1|0.0|12, H|-0.1|0.0|18, H|-0.1|0.0|19",categorical,ペース予想コード(1-5)そのままビン化
pace_yoso+umakigo_code+ichi_shisu_juni+pace_shisu_juni,ペース予想＋馬記号＋位置指数順位＋ペース指数順位,4,1,1075,216,1,(1075個),"H|00|1.0|1.0, H|00|1.0|10.0, H|00|1.0|11.0, H|00|1.0|12.0, H|00|1.0|13.0, H|00|1.0|14.0, H|00|1.0|15.0, H|00|1.0|16.0, H|00|1.0|2.0, H|00|1.0|3.0",categorical,ペース予想コード(1-5)そのままビン化
pace_yoso+umakigo_code+kishu_kitai_rentai_ritsu,ペース予想＋馬記号＋騎手期待連対率,3,1,1089,161,1,(1089個),"H|00|0.8, H|00|1.3, H|00|1.6, H|00|1.7, H|00|1.8, H|00|1.9, H|00|10.0, H|00|10.1, H|00|10.2, H|00|10.3",categorical,ペース予想コード(1-5)そのままビン化
rotation,ローテーション,1,1,50,1036,1,(50個),"0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0",numeric_range,ローテーション日数(整数)そのままビン化
rotation+agari_shisu_juni+tenkai_kigo_code,ローテーション＋上がり指数順位＋展開記号,3,1,740,155,1,(740個),"0.0|1.0|2, 0.0|10.0|0, 0.0|10.0|4, 0.0|11.0|0, 0.0|11.0|1, 0.0|11.0|4, 0.0|12.0|0, 0.0|12.0|1, 0.0|13.0|0, 0.0|13.0|1",numeric_range,ローテーション日数(整数)そのままビン化
rotation+gekiso_juni,ローテーション＋激走順位,2,1,478,127,1,(478個),"0.0|1.0, 0.0|10.0, 0.0|11.0, 0.0|12.0, 0.0|13.0, 0.0|14.0, 0.0|15.0, 0.0|16.0, 0.0|17.0, 0.0|18.0",numeric_range,ローテーション日数(整数)そのままビン化
rotation+hizume_code+class_code,ローテーション＋蹄コード＋クラスコード,3,1,602,182,1,(602個),"0.0|02|18, 0.0|02|37, 0.0|02|38, 0.0|03|17, 0.0|03|18, 0.0|03|38, 0.0|04|38, 0.0|06|38, 0.0|07|38, 0.0|09|18",numeric_range,ローテーション日数(整数)そのままビン化
rotation+ichi_shisu_juni,ローテーション＋位置指数順位,2,1,457,117,1,(457個),"0.0|1.0, 0.0|10.0, 0.0|11.0, 0.0|12.0, 0.0|13.0, 0.0|14.0, 0.0|15.0, 0.0|16.0, 0.0|17.0, 0.0|18.0",numeric_range,ローテーション日数(整数)そのままビン化
rotation+joken_class_code+ichi_shisu_juni,ローテーション＋条件クラス＋位置指数順位,3,1,2158,117,1,(2158個),"0.0|0|1.0, 0.0|0|10.0, 0.0|0|11.0, 0.0|0|12.0, 0.0|0|13.0, 0.0|0|14.0, 0.0|0|15.0, 0.0|0|16.0, 0.0|0|17.0, 0.0|0|18.0",numeric_range,ローテーション日数(整数)そのままビン化
rotation+joken_class_code+ichi_shisu_juni+umakigo_code,ローテーション＋条件クラス＋位置指数順位＋馬記号,4,1,2859,114,1,(2859個),"0.0|0|1.0|00, 0.0|0|10.0|00, 0.0|0|11.0|00, 0.0|0|12.0|00, 0.0|0|13.0|00, 0.0|0|14.0|00, 0.0|0|15.0|00, 0.0|0|16.0|00, 0.0|0|17.0|00, 0.0|0|18.0|00",numeric_range,ローテーション日数(整数)そのままビン化
rotation+joken_class_code+joshodo_code+ichi_shisu_juni,ローテーション＋条件クラス＋上昇度＋位置指数順位,4,1,2545,115,1,(2545個),"0.0|0|2|1.0, 0.0|0|3|1.0, 0.0|0|3|10.0, 0.0|0|3|11.0, 0.0|0|3|12.0, 0.0|0|3|13.0, 0.0|0|3|14.0, 0.0|0|3|15.0, 0.0|0|3|16.0, 0.0|0|3|17.0",numeric_range,ローテーション日数(整数)そのままビン化
rotation+kyakushitsu+pace_shisu_juni,ローテーション＋脚質＋ペース指数順位,3,1,1214,128,1,(1214個),"0.0|1|1.0, 0.0|1|2.0, 0.0|1|3.0, 0.0|1|4.0, 0.0|1|5.0, 0.0|1|6.0, 0.0|1|8.0, 0.0|2|1.0, 0.0|2|10.0, 0.0|2|12.0",numeric_range,ローテーション日数(整数)そのままビン化
rotation+kyakushitsu+ten_shisu_juni,ローテーション＋脚質＋テン指数順位,3,2,1518,126,1,(1518個),"0.0|1|1.0, 0.0|1|11.0, 0.0|1|13.0, 0.0|1|2.0, 0.0|1|3.0, 0.0|1|4.0, 0.0|1|6.0, 0.0|1|7.0, 0.0|1|8.0, 0.0|1|9.0",numeric_range,ローテーション日数(整数)そのままビン化
rotation+kyori_tekisei+ten_shisu_juni,ローテーション＋距離適性＋テン指数順位,3,1,1332,119,1,(1332個),"0.0|0|1.0, 0.0|0|10.0, 0.0|0|11.0, 0.0|0|15.0, 0.0|0|3.0, 0.0|0|4.0, 0.0|0|5.0, 0.0|0|6.0, 0.0|0|7.0, 0.0|0|8.0",numeric_range,ローテーション日数(整数)そのままビン化
rotation+ls_shisu_juni+kijun_ninkijun_tansho,ローテーション＋LS指数順位＋基準人気順単勝,3,1,1667,169,1,(1667個),"0.0|1.0|1, 0.0|1.0|2, 0.0|1.0|3, 0.0|2.0|1, 0.0|2.0|2, 0.0|2.0|3, 0.0|2.0|5, 0.0|2.0|8, 0.0|3.0|10, 0.0|3.0|11",numeric_range,ローテーション日数(整数)そのままビン化
rotation+shiba_tekisei_code+uma_start_shisu,ローテーション＋芝適性＋馬スタート指数,3,1,1105,168,1,(1105個),"0.0|1|-0.2, 0.0|1|-0.3, 0.0|1|-0.4, 0.0|1|-0.6, 0.0|1|0.0, 0.0|1|0.2, 0.0|2|-0.1, 0.0|2|-0.2, 0.0|2|-0.3, 0.0|2|-0.4",numeric_range,ローテーション日数(整数)そのままビン化
rotation+shiba_tekisei_code+uma_start_shisu+uma_deokure_ritsu,ローテーション＋芝適性＋馬スタート指数＋馬出遅率,4,1,3106,116,1,(3106個),"0.0|1|-0.2|11.0, 0.0|1|-0.2|19.0, 0.0|1|-0.2|20.0, 0.0|1|-0.3|15.0, 0.0|1|-0.4|25.0, 0.0|1|-0.6|94.0, 0.0|1|0.0|11.0, 0.0|1|0.2|0.0, 0.0|2|-0.1|12.0, 0.0|2|-0.1|40.0",numeric_range,ローテーション日数(整数)そのままビン化
shiba_tekisei_code+kyakushitsu+ten_shisu_juni,芝適性＋脚質＋テン指数順位,3,1,188,125,1,(188個),"1|1|1.0, 1|1|10.0, 1|1|11.0, 1|1|12.0, 1|1|13.0, 1|1|16.0, 1|1|2.0, 1|1|3.0, 1|1|4.0, 1|1|5.0",categorical,カテゴリ値そのままビン化
shiba_tekisei_code+ten_shisu_juni+uma_start_shisu,芝適性＋テン指数順位＋馬スタート指数,3,1,881,122,1,(881個),"1|1.0|-0.1, 1|1.0|-0.2, 1|1.0|-0.4, 1|1.0|-0.5, 1|1.0|-1.0, 1|1.0|0.0, 1|1.0|0.1, 1|1.0|0.2, 1|1.0|0.3, 1|1.0|0.4",categorical,カテゴリ値そのままビン化
shiba_tekisei_code+umakigo_code+ichi_shisu,芝適性＋馬記号＋位置指数,3,1,1467,102,1,(1467個),"1|00|-0.1, 1|00|-0.2, 1|00|-0.3, 1|00|-0.4, 1|00|-0.5, 1|00|-0.6, 1|00|-0.7, 1|00|-0.8, 1|00|-0.9, 1|00|-1.0",categorical,カテゴリ値そのままビン化
ten_shisu_juni,テン指数順位,1,1,16,107,54,"1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0","1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0",rank_bucket,数値そのままビン化
ten_shisu_juni+gekiso_juni,テン指数順位＋激走順位,2,2,256,212,3,(256個),"1.0|1.0, 1.0|10.0, 1.0|11.0, 1.0|12.0, 1.0|13.0, 1.0|14.0, 1.0|15.0, 1.0|16.0, 1.0|2.0, 1.0|3.0",rank_bucket,数値そのままビン化
ten_shisu_juni+ichi_shisu_juni,テン指数順位＋位置指数順位,2,1,185,202,1,(185個),"1.0|1.0, 1.0|10.0, 1.0|11.0, 1.0|2.0, 1.0|3.0, 1.0|4.0, 1.0|5.0, 1.0|6.0, 1.0|7.0, 1.0|8.0",rank_bucket,数値そのままビン化
ten_shisu_juni+kijun_ninkijun_tansho,テン指数順位＋基準人気順単勝,2,3,256,170,1,(256個),"1.0|1, 1.0|10, 1.0|11, 1.0|12, 1.0|13, 1.0|14, 1.0|15, 1.0|16, 1.0|2, 1.0|3",rank_bucket,数値そのままビン化
ten_shisu_juni+pace_shisu_juni+gekiso_juni,テン指数順位＋ペース指数順位＋激走順位,3,1,2719,142,1,(2719個),"1.0|1.0|1.0, 1.0|1.0|10.0, 1.0|1.0|11.0, 1.0|1.0|12.0, 1.0|1.0|13.0, 1.0|1.0|14.0, 1.0|1.0|15.0, 1.0|1.0|16.0, 1.0|1.0|17.0, 1.0|1.0|2.0",rank_bucket,数値そのままビン化
ten_shisu_juni+pace_shisu_juni+tenkai_kigo_code,テン指数順位＋ペース指数順位＋展開記号,3,1,1022,165,1,(1022個),"1.0|1.0|0, 1.0|1.0|1, 1.0|1.0|2, 1.0|1.0|3, 1.0|1.0|4, 1.0|10.0|0, 1.0|10.0|1, 1.0|10.0|3, 1.0|11.0|0, 1.0|11.0|2",rank_bucket,数値そのままビン化
tenkai_kigo_code+agari_shisu_juni+gekiso_juni,展開記号＋上がり指数順位＋激走順位,3,2,928,207,1,(928個),"0|1.0|2.0, 0|10.0|1.0, 0|10.0|10.0, 0|10.0|11.0, 0|10.0|12.0, 0|10.0|13.0, 0|10.0|14.0, 0|10.0|15.0, 0|10.0|16.0, 0|10.0|17.0",categorical,カテゴリ値そのままビン化
tenkai_kigo_code+agari_shisu_juni+hizume_code,展開記号＋上がり指数順位＋蹄コード,3,1,400,164,1,(400個),"0|10.0|02, 0|10.0|03, 0|10.0|10, 0|10.0|11, 0|10.0|17, 0|10.0|18, 0|10.0|19, 0|10.0|20, 0|10.0|21, 0|10.0|22",categorical,カテゴリ値そのままビン化
tenkai_kigo_code+agari_shisu_juni+kijun_ninkijun_tansho,展開記号＋上がり指数順位＋基準人気順単勝,3,1,729,198,1,(729個),"0|10.0|1, 0|10.0|10, 0|10.0|11, 0|10.0|12, 0|10.0|13, 0|10.0|14, 0|10.0|15, 0|10.0|16, 0|10.0|17, 0|10.0|2",categorical,カテゴリ値そのままビン化
tenkai_kigo_code+hizume_code+uma_start_shisu,展開記号＋蹄コード＋馬スタート指数,3,1,646,425,1,(646個),"0|01|-0.3, 0|01|-0.4, 0|01|-0.5, 0|01|-0.6, 0|01|-1.0, 0|01|0.0, 0|01|0.1, 0|01|0.3, 0|01|1.0, 0|02|-0.1",categorical,カテゴリ値そのままビン化
tenkai_kigo_code+kijun_ninkijun_tansho+gekiso_juni,展開記号＋基準人気順単勝＋激走順位,3,2,1153,174,1,(1153個),"0|10|1.0, 0|10|10.0, 0|10|11.0, 0|10|12.0, 0|10|13.0, 0|10|14.0, 0|10|15.0, 0|10|16.0, 0|10|2.0, 0|10|3.0",categorical,カテゴリ値そのままビン化
tenkai_kigo_code+kyakushitsu+kishu_shisu,展開記号＋脚質＋騎手指数,3,1,455,155,1,(455個),"0|2|0.1, 0|2|0.2, 0|2|0.3, 0|2|0.4, 0|2|0.5, 0|2|0.6, 0|2|0.7, 0|2|0.8, 0|2|0.9, 0|2|1.0",categorical,カテゴリ値そのままビン化
tenkai_kigo_code+pace_shisu_juni+hizume_code,展開記号＋ペース指数順位＋蹄コード,3,1,640,104,1,(640個),"0|1.0|02, 0|1.0|03, 0|1.0|06, 0|1.0|09, 0|1.0|10, 0|1.0|11, 0|1.0|12, 0|1.0|18, 0|1.0|19, 0|1.0|21",categorical,カテゴリ値そのままビン化
tenkai_kigo_code+ten_shisu_juni+uma_start_shisu,展開記号＋テン指数順位＋馬スタート指数,3,1,876,164,1,(876個),"0|1.0|-0.1, 0|1.0|-0.2, 0|1.0|-0.3, 0|1.0|-0.4, 0|1.0|-0.5, 0|1.0|-0.6, 0|1.0|-0.7, 0|1.0|-0.8, 0|1.0|-1.0, 0|1.0|-1.3",categorical,カテゴリ値そのままビン化
tenkai_kigo_code+uma_deokure_ritsu+gekiso_juni,展開記号＋馬出遅率＋激走順位,3,1,1842,106,1,(1842個),"0|0.0|1.0, 0|0.0|10.0, 0|0.0|11.0, 0|0.0|12.0, 0|0.0|13.0, 0|0.0|14.0, 0|0.0|15.0, 0|0.0|16.0, 0|0.0|17.0, 0|0.0|18.0",categorical,カテゴリ値そのままビン化
uma_deokure_ritsu,馬出遅率,1,7,89,56260,1,(89個),"0.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0",numeric_range,数値そのままビン化
uma_deokure_ritsu+hizume_code+ichi_shisu_juni,馬出遅率＋蹄コード＋位置指数順位,3,1,1030,147,1,(1030個),"0.0|01|1.0, 0.0|01|10.0, 0.0|01|2.0, 0.0|01|3.0, 0.0|01|9.0, 0.0|02|1.0, 0.0|02|10.0, 0.0|02|11.0, 0.0|02|12.0, 0.0|02|13.0",numeric_range,数値そのままビン化
uma_deokure_ritsu+ichi_shisu_juni+gekiso_juni,馬出遅率＋位置指数順位＋激走順位,3,1,5918,130,1,(5918個),"0.0|1.0|1.0, 0.0|1.0|10.0, 0.0|1.0|11.0, 0.0|1.0|12.0, 0.0|1.0|13.0, 0.0|1.0|14.0, 0.0|1.0|15.0, 0.0|1.0|16.0, 0.0|1.0|2.0, 0.0|1.0|3.0",numeric_range,数値そのままビン化
uma_deokure_ritsu+kishu_kitai_tansho_ritsu,馬出遅率＋騎手期待単勝率,2,1,3093,173,1,(3093個),"0.0|0.1, 0.0|0.4, 0.0|0.6, 0.0|0.8, 0.0|0.9, 0.0|1.0, 0.0|1.1, 0.0|1.2, 0.0|1.3, 0.0|1.4",numeric_range,数値そのままビン化
uma_deokure_ritsu+kishu_shisu+kishu_kitai_tansho_ritsu,馬出遅率＋騎手指数＋騎手期待単勝率,3,1,3625,169,1,(3625個),"0.0|0.1|0.1, 0.0|0.1|0.4, 0.0|0.1|0.6, 0.0|0.1|0.8, 0.0|0.1|0.9, 0.0|0.1|1.1, 0.0|0.2|0.6, 0.0|0.2|0.8, 0.0|0.2|0.9, 0.0|0.2|1.0",numeric_range,数値そのままビン化
uma_deokure_ritsu+kyakushitsu+ichi_shisu_juni+hizume_code,馬出遅率＋脚質＋位置指数順位＋蹄コード,4,1,2868,197,1,(2868個),"0.0|0|5.0|10, 0.0|1|1.0|01, 0.0|1|1.0|02, 0.0|1|1.0|03, 0.0|1|1.0|04, 0.0|1|1.0|06, 0.0|1|1.0|09, 0.0|1|1.0|10, 0.0|1|1.0|11, 0.0|1|1.0|12",numeric_range,数値そのままビン化
uma_deokure_ritsu+kyakushitsu+ichi_shisu_juni+ls_shisu_juni,馬出遅率＋脚質＋位置指数順位＋LS指数順位,4,1,2695,107,1,(2695個),"0.0|1|1.0|1.0, 0.0|1|1.0|2.0, 0.0|1|1.0|3.0, 0.0|1|1.0|4.0, 0.0|1|1.0|5.0, 0.0|1|1.0|6.0, 0.0|1|1.0|7.0, 0.0|1|1.0|8.0, 0.0|1|1.0|9.0, 0.0|1|10.0|6.0",numeric_range,数値そのままビン化
uma_deokure_ritsu+kyori_tekisei,馬出遅率＋距離適性,2,1,353,348,1,(353個),"0.0|0, 0.0|1, 0.0|2, 0.0|3, 0.0|5, 0.0|6, 2.0|1, 3.0|1, 3.0|2, 3.0|5",numeric_range,数値そのままビン化
uma_deokure_ritsu+manken_shirushi+gekiso_juni,馬出遅率＋万券印＋激走順位,3,1,1258,218,1,(1258個),"0.0|1|1.0, 0.0|1|10.0, 0.0|1|11.0, 0.0|1|2.0, 0.0|1|3.0, 0.0|1|4.0, 0.0|1|5.0, 0.0|1|6.0, 0.0|1|7.0, 0.0|1|8.0",numeric_range,数値そのままビン化
uma_deokure_ritsu+omo_tekisei_code+agari_shisu_juni,馬出遅率＋重適性＋上がり指数順位,3,1,534,111,1,(534個),"0.0|0|3.0, 0.0|0|4.0, 0.0|0|5.0, 0.0|0|9.0, 0.0|1|5.0, 0.0|1|8.0, 0.0|2|1.0, 0.0|2|10.0, 0.0|2|11.0, 0.0|2|12.0",numeric_range,数値そのままビン化
uma_deokure_ritsu+omo_tekisei_code+ichi_shisu_juni,馬出遅率＋重適性＋位置指数順位,3,1,1465,172,1,(1465個),"0.0|0|1.0, 0.0|0|2.0, 0.0|0|4.0, 0.0|1|1.0, 0.0|1|10.0, 0.0|1|11.0, 0.0|1|12.0, 0.0|1|14.0, 0.0|1|15.0, 0.0|1|2.0",numeric_range,数値そのままビン化
uma_deokure_ritsu+omo_tekisei_code+kishu_shisu+hizume_code,馬出遅率＋重適性＋騎手指数＋蹄コード,4,1,3158,176,1,(3158個),"0.0|1|0.2|02, 0.0|1|0.2|22, 0.0|1|0.2|23, 0.0|1|0.3|02, 0.0|1|0.3|22, 0.0|1|0.4|04, 0.0|1|0.4|23, 0.0|1|0.5|22, 0.0|1|0.6|22, 0.0|1|0.6|23",numeric_range,数値そのままビン化
uma_deokure_ritsu+omo_tekisei_code+manken_shirushi+hizume_code,馬出遅率＋重適性＋万券印＋蹄コード,4,1,1647,165,1,(1647個),"0.0|1|1|02, 0.0|1|1|03, 0.0|1|1|21, 0.0|1|1|22, 0.0|1|1|23, 0.0|1|2|02, 0.0|1|2|03, 0.0|1|2|22, 0.0|1|2|23, 0.0|1|3|02",numeric_range,数値そのままビン化
uma_deokure_ritsu+omo_tekisei_code+ten_shisu_juni,馬出遅率＋重適性＋テン指数順位,3,1,1460,145,1,(1460個),"0.0|0|16.0, 0.0|0|2.0, 0.0|0|3.0, 0.0|0|4.0, 0.0|0|7.0, 0.0|1|1.0, 0.0|1|10.0, 0.0|1|11.0, 0.0|1|12.0, 0.0|1|13.0",numeric_range,数値そのままビン化
uma_deokure_ritsu+omo_tekisei_code+tenkai_kigo_code+agari_shisu_juni,馬出遅率＋重適性＋展開記号＋上がり指数順位,4,1,736,109,1,(736個),"0.0|0|0|4.0, 0.0|0|0|5.0, 0.0|0|0|9.0, 0.0|0|3|3.0, 0.0|1|0|8.0, 0.0|1|4|5.0, 0.0|2|0|10.0, 0.0|2|0|11.0, 0.0|2|0|12.0, 0.0|2|0|13.0",numeric_range,数値そのままビン化
uma_deokure_ritsu+pace_shisu_juni+tenkai_kigo_code,馬出遅率＋ペース指数順位＋展開記号,3,1,1478,123,1,(1478個),"0.0|1.0|0, 0.0|1.0|1, 0.0|1.0|2, 0.0|1.0|3, 0.0|1.0|4, 0.0|10.0|0, 0.0|10.0|1, 0.0|10.0|2, 0.0|10.0|3, 0.0|10.0|4",numeric_range,数値そのままビン化
uma_deokure_ritsu+rotation+nyukyu_nannichimae,馬出遅率＋ローテーション＋入厩何日前,3,1,4942,127,1,(4942個),"0.0|1.0|10.0, 0.0|1.0|11.0, 0.0|10.0|10.0, 0.0|10.0|11.0, 0.0|10.0|12.0, 0.0|10.0|13.0, 0.0|10.0|14.0, 0.0|10.0|15.0, 0.0|10.0|16.0, 0.0|10.0|17.0",numeric_range,数値そのままビン化
uma_deokure_ritsu+rotation+ten_shisu_juni,馬出遅率＋ローテーション＋テン指数順位,3,1,2398,139,1,(2398個),"0.0|0.0|1.0, 0.0|0.0|10.0, 0.0|0.0|11.0, 0.0|0.0|12.0, 0.0|0.0|13.0, 0.0|0.0|14.0, 0.0|0.0|2.0, 0.0|0.0|3.0, 0.0|0.0|4.0, 0.0|0.0|5.0",numeric_range,数値そのままビン化
uma_deokure_ritsu+ten_shisu_juni+ichi_shisu_juni,馬出遅率＋テン指数順位＋位置指数順位,3,1,6385,241,1,(6385個),"0.0|1.0|1.0, 0.0|1.0|10.0, 0.0|1.0|12.0, 0.0|1.0|13.0, 0.0|1.0|14.0, 0.0|1.0|15.0, 0.0|1.0|2.0, 0.0|1.0|3.0, 0.0|1.0|4.0, 0.0|1.0|5.0",numeric_range,数値そのままビン化
uma_deokure_ritsu+tenkai_kigo_code+agari_shisu_juni,馬出遅率＋展開記号＋上がり指数順位,3,1,1176,152,1,(1176個),"0.0|0|10.0, 0.0|0|11.0, 0.0|0|12.0, 0.0|0|13.0, 0.0|0|14.0, 0.0|0|15.0, 0.0|0|16.0, 0.0|0|3.0, 0.0|0|4.0, 0.0|0|5.0",numeric_range,数値そのままビン化
uma_deokure_ritsu+uma_start_shisu+gekiso_juni,馬出遅率＋馬スタート指数＋激走順位,3,1,3427,130,1,(3427個),"0.0|-0.1|1.0, 0.0|-0.1|11.0, 0.0|-0.1|12.0, 0.0|-0.1|13.0, 0.0|-0.1|14.0, 0.0|-0.1|15.0, 0.0|-0.1|2.0, 0.0|-0.1|3.0, 0.0|-0.1|4.0, 0.0|-0.1|5.0",numeric_range,数値そのままビン化
uma_deokure_ritsu+uma_start_shisu+ls_shisu_juni,馬出遅率＋馬スタート指数＋LS指数順位,3,1,1949,645,1,(1949個),"0.0|-0.1|1.0, 0.0|-0.1|2.0, 0.0|-0.1|3.0, 0.0|-0.1|4.0, 0.0|-0.1|5.0, 0.0|-0.1|6.0, 0.0|-0.1|8.0, 0.0|-0.2|1.0, 0.0|-0.2|10.0, 0.0|-0.2|2.0",numeric_range,数値そのままビン化
uma_deokure_ritsu+uma_start_shisu+pace_yoso+kishu_shisu,馬出遅率＋馬スタート指数＋ペース予想＋騎手指数,4,1,2846,154,1,(2846個),"0.0|-0.1|H|0.1, 0.0|-0.1|H|0.2, 0.0|-0.1|H|0.3, 0.0|-0.1|H|0.4, 0.0|-0.1|H|0.5, 0.0|-0.1|H|0.6, 0.0|-0.1|H|0.8, 0.0|-0.1|H|0.9, 0.0|-0.1|H|1.0, 0.0|-0.1|H|1.1",numeric_range,数値そのままビン化
uma_start_shisu,馬スタート指数,1,2,44,3583,1,(44個),"-3.0, -2.8, -2.7, -2.3, -2.1, -2.0, -1.9, -1.8, -1.7, -1.6",numeric_range,数値そのままビン化
uma_start_shisu+kishu_minarai_code,馬スタート指数＋騎手見習,2,1,156,2594,1,(156個),"-3.0|0, -2.0|0, -2.0|1, -2.0|2, -2.0|3, -2.0|4, -2.0|9, -1.8|0, -1.8|3, -1.8|9",numeric_range,数値そのままビン化
uma_start_shisu+kyakushitsu+ichi_shisu_juni+hizume_code,馬スタート指数＋脚質＋位置指数順位＋蹄コード,4,1,3385,136,1,(3385個),"-3.0|4|14.0|10, -3.0|4|16.0|23, -3.0|4|5.0|21, -2.3|4|13.0|22, -2.1|2|2.0|10, -2.0|1|1.0|22, -2.0|1|2.0|10, -2.0|2|1.0|18, -2.0|2|11.0|22, -2.0|2|2.0|02",numeric_range,数値そのままビン化
uma_start_shisu+kyori_tekisei,馬スタート指数＋距離適性,2,1,110,207,1,(110個),"-2.0|5, -1.9|2, -1.6|5, -1.5|1, -1.5|2, -1.5|5, -1.4|2, -1.3|2, -1.3|5, -1.2|1",numeric_range,数値そのままビン化
uma_start_shisu+kyori_tekisei_2,馬スタート指数＋距離適性2,2,1,90,230,1,(90個),"-2.5|5, -2.0|5, -1.9|1, -1.7|2, -1.7|3, -1.7|5, -1.6|5, -1.5|3, -1.5|5, -1.4|2",numeric_range,数値そのままビン化
uma_start_shisu+omo_tekisei_code+kijun_ninkijun_tansho,馬スタート指数＋重適性＋基準人気順単勝,3,1,622,120,1,(622個),"-3.0|2|9, -3.0|3|5, -2.2|2|2, -2.0|2|1, -2.0|2|10, -2.0|2|11, -2.0|2|12, -2.0|2|15, -2.0|2|16, -2.0|2|2",numeric_range,数値そのままビン化
uma_start_shisu+omo_tekisei_code+kyuyo_riyu_bunrui_code,馬スタート指数＋重適性＋休養理由,3,1,201,142,1,(201個),"-3.0|2|01, -2.0|1|01, -1.8|1|01, -1.6|3|01, -1.5|1|01, -1.5|2|01, -1.5|2|03, -1.5|3|01, -1.4|1|03, -1.4|3|01",numeric_range,数値そのままビン化
uma_start_shisu+omo_tekisei_code+uma_deokure_ritsu+hizume_code,馬スタート指数＋重適性＋馬出遅率＋蹄コード,4,1,2389,204,1,(2389個),"-3.0|2|99.9|22, -2.3|3|67.0|23, -2.0|1|0.0|23, -2.0|2|0.0|02, -2.0|2|0.0|10, -2.0|2|0.0|11, -2.0|2|50.0|24, -2.0|2|99.9|02, -2.0|2|99.9|03, -2.0|2|99.9|10",numeric_range,数値そのままビン化
