combo,combo_ja,phases,n_segments,n_bins_total,max_n_horses,min_n_horses,all_bin_keys_le20,sample_bin_keys,bin_type_primary,current_bin_rule
kyori_kubun+uma_start_shisu+ichi_shisu_juni,距離区分＋馬スタート指数＋位置指数順位,3,1,883,131,1,(883個),"マイル|-0.1|1.0, マイル|-0.1|10.0, マイル|-0.1|11.0, マイル|-0.1|12.0, マイル|-0.1|14.0, マイル|-0.1|16.0, マイル|-0.1|17.0, マイル|-0.1|2.0, マイル|-0.1|3.0, マイル|-0.1|4.0",categorical,カテゴリ値そのままビン化
kyori_tekisei+agari_shisu_juni,距離適性＋上がり指数順位,2,1,91,125,1,(91個),"0|10.0, 0|11.0, 0|12.0, 0|13.0, 0|16.0, 0|2.0, 0|4.0, 0|6.0, 0|7.0, 0|8.0",categorical,距離適性コード(A-E)そのままビン化
kyori_tekisei+agari_shisu_juni+shiba_tekisei_code,距離適性＋上がり指数順位＋芝適性,3,1,185,112,1,(185個),"0|1.0|2, 0|1.0|3, 0|10.0|3, 0|11.0|3, 0|12.0|3, 0|13.0|3, 0|14.0|3, 0|2.0|2, 0|2.0|3, 0|3.0|2",categorical,距離適性コード(A-E)そのままビン化
kyori_tekisei+chokyo_shisu,距離適性＋調教指数,2,1,1449,122,1,(1449個),"0|-0.1, 0|-0.2, 0|-0.3, 0|-0.6, 0|-1.3, 0|-1.4, 0|-1.7, 0|-10.0, 0|-10.1, 0|-10.2",categorical,距離適性コード(A-E)そのままビン化
kyori_tekisei+ichi_shisu_juni+agari_shisu_juni+kakutoku_shokin_ruikei,距離適性＋位置指数順位＋上がり指数順位＋獲得賞金累計,4,1,2729,113,1,(2729個),"0|1.0|1.0|0, 0|1.0|1.0|180, 0|1.0|10.0|0, 0|1.0|10.0|125, 0|1.0|10.0|180, 0|1.0|10.0|200, 0|1.0|10.0|360, 0|1.0|10.0|51, 0|1.0|10.0|70, 0|1.0|11.0|0",categorical,距離適性コード(A-E)そのままビン化
kyori_tekisei+kijun_ninkijun_tansho+gekiso_juni,距離適性＋基準人気順単勝＋激走順位,3,1,941,226,1,(941個),"0|10|1.0, 0|10|10.0, 0|10|11.0, 0|10|12.0, 0|10|13.0, 0|10|14.0, 0|10|15.0, 0|10|16.0, 0|10|2.0, 0|10|3.0",categorical,距離適性コード(A-E)そのままビン化
kyori_tekisei+kijun_ninkijun_tansho+uma_start_shisu,距離適性＋基準人気順単勝＋馬スタート指数,3,1,837,119,1,(837個),"0|10|-0.2, 0|10|-0.5, 0|10|-0.7, 0|10|-1.0, 0|10|-1.1, 0|10|-2.0, 0|10|0.0, 0|10|0.1, 0|10|0.2, 0|10|0.3",categorical,距離適性コード(A-E)そのままビン化
kyori_tekisei+kyakushitsu+agari_shisu_juni,距離適性＋脚質＋上がり指数順位,3,1,279,113,1,(279個),"0|0|1.0, 0|0|10.0, 0|0|11.0, 0|0|12.0, 0|0|13.0, 0|0|14.0, 0|0|15.0, 0|0|16.0, 0|0|2.0, 0|0|3.0",categorical,距離適性コード(A-E)そのままビン化
kyori_tekisei+kyakushitsu+agari_shisu_juni+kakutoku_shokin_ruikei,距離適性＋脚質＋上がり指数順位＋獲得賞金累計,4,1,2347,113,1,(2347個),"0|0|1.0|0, 0|0|10.0|0, 0|0|11.0|0, 0|0|12.0|0, 0|0|13.0|0, 0|0|14.0|0, 0|0|15.0|0, 0|0|16.0|0, 0|0|2.0|0, 0|0|3.0|0",categorical,距離適性コード(A-E)そのままビン化
kyori_tekisei+kyakushitsu+ichi_shisu_juni+agari_shisu_juni,距離適性＋脚質＋位置指数順位＋上がり指数順位,4,1,1649,113,1,(1649個),"0|0|1.0|1.0, 0|0|1.0|10.0, 0|0|1.0|11.0, 0|0|1.0|12.0, 0|0|1.0|13.0, 0|0|1.0|14.0, 0|0|1.0|15.0, 0|0|1.0|16.0, 0|0|1.0|2.0, 0|0|1.0|3.0",categorical,距離適性コード(A-E)そのままビン化
kyori_tekisei+kyori_kubun+kyori_tekisei_2+shiba_tekisei_code,距離適性＋距離区分＋距離適性2＋芝適性,4,1,33,129,1,(33個),"1|マイル|2|2, 1|マイル|5|1, 1|マイル|5|2, 1|マイル|5|3, 1|中距離|2|1, 1|中距離|2|2, 1|中距離|5|1, 1|中距離|5|2, 1|短距離|2|1, 1|短距離|2|2",categorical,距離適性コード(A-E)そのままビン化
kyori_tekisei+omo_tekisei_code+tenkai_kigo_code+kyakushitsu,距離適性＋重適性＋展開記号＋脚質,4,1,173,141,1,(173個),"0|1|0|2, 0|1|0|3, 0|1|0|4, 0|2|0|2, 0|2|0|3, 0|2|0|4, 0|2|1|1, 0|2|2|4, 0|2|3|3, 0|2|3|4",categorical,距離適性コード(A-E)そのままビン化
kyori_tekisei+pace_shisu_juni+ichi_shisu_juni+agari_shisu_juni,距離適性＋ペース指数順位＋位置指数順位＋上がり指数順位,4,1,3695,178,1,(3695個),"0|1.0|1.0|1.0, 0|1.0|1.0|10.0, 0|1.0|1.0|11.0, 0|1.0|1.0|12.0, 0|1.0|1.0|15.0, 0|1.0|1.0|16.0, 0|1.0|1.0|18.0, 0|1.0|1.0|2.0, 0|1.0|1.0|3.0, 0|1.0|1.0|4.0",categorical,距離適性コード(A-E)そのままビン化
kyori_tekisei+pace_shisu_juni+kakutoku_shokin_ruikei+agari_shisu_juni,距離適性＋ペース指数順位＋獲得賞金累計＋上がり指数順位,4,1,3928,178,1,(3928個),"0|1.0|0|1.0, 0|1.0|0|10.0, 0|1.0|0|11.0, 0|1.0|0|12.0, 0|1.0|0|14.0, 0|1.0|0|16.0, 0|1.0|0|17.0, 0|1.0|0|18.0, 0|1.0|0|2.0, 0|1.0|0|3.0",categorical,距離適性コード(A-E)そのままビン化
kyori_tekisei+pace_shisu_juni+ten_shisu_juni,距離適性＋ペース指数順位＋テン指数順位,3,1,1330,271,1,(1330個),"0|1.0|1.0, 0|1.0|10.0, 0|1.0|11.0, 0|1.0|14.0, 0|1.0|15.0, 0|1.0|2.0, 0|1.0|3.0, 0|1.0|4.0, 0|1.0|5.0, 0|1.0|6.0",categorical,距離適性コード(A-E)そのままビン化
kyori_tekisei+rotation+tenkai_kigo_code+agari_shisu_juni,距離適性＋ローテーション＋展開記号＋上がり指数順位,4,1,1578,157,1,(1578個),"0|0.0|0|10.0, 0|0.0|0|11.0, 0|0.0|0|12.0, 0|0.0|0|13.0, 0|0.0|0|14.0, 0|0.0|0|15.0, 0|0.0|0|16.0, 0|0.0|0|4.0, 0|0.0|0|5.0, 0|0.0|0|6.0",categorical,距離適性コード(A-E)そのままビン化
kyori_tekisei+tenkai_kigo_code+agari_shisu_juni,距離適性＋展開記号＋上がり指数順位,3,1,190,125,1,(190個),"0|0|10.0, 0|0|11.0, 0|0|12.0, 0|0|13.0, 0|0|4.0, 0|0|6.0, 0|0|8.0, 0|1|13.0, 0|1|16.0, 0|1|8.0",categorical,距離適性コード(A-E)そのままビン化
kyori_tekisei+uma_deokure_ritsu+uma_start_shisu+tenkai_kigo_code,距離適性＋馬出遅率＋馬スタート指数＋展開記号,4,1,2534,248,1,(2534個),"0|0.0|-0.1|0, 0|0.0|-0.1|3, 0|0.0|-0.1|4, 0|0.0|-0.2|0, 0|0.0|-0.2|1, 0|0.0|-0.2|2, 0|0.0|-0.2|3, 0|0.0|-0.2|4, 0|0.0|-0.3|0, 0|0.0|-0.3|1",categorical,距離適性コード(A-E)そのままビン化
kyori_tekisei+uma_start_shisu+gekiso_juni,距離適性＋馬スタート指数＋激走順位,3,1,1063,145,1,(1063個),"0|-0.1|10.0, 0|-0.1|11.0, 0|-0.1|12.0, 0|-0.1|13.0, 0|-0.1|14.0, 0|-0.1|15.0, 0|-0.1|16.0, 0|-0.1|3.0, 0|-0.1|4.0, 0|-0.1|5.0",categorical,距離適性コード(A-E)そのままビン化
kyori_tekisei+uma_start_shisu+kyori_tekisei_2,距離適性＋馬スタート指数＋距離適性2,3,1,125,214,1,(125個),"1|-0.1|2, 1|-0.1|5, 1|-0.2|2, 1|-0.2|5, 1|-0.3|2, 1|-0.3|5, 1|-0.4|2, 1|-0.4|5, 1|-0.5|2, 1|-0.5|5",categorical,距離適性コード(A-E)そのままビン化
kyori_tekisei_2,距離適性2,1,6,4,2770,2,"1.0, 2.0, 3.0, 5.0","1.0, 2.0, 3.0, 5.0",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+class_code,距離適性2＋クラスコード,2,1,26,308,1,(26個),"1|17, 1|18, 2|05, 2|12, 2|14, 2|15, 2|17, 2|18, 2|35, 2|38",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+da_tekisei_code,距離適性2＋ダ適性,2,1,8,505,24,"1|2, 1|3, 2|2, 2|3, 3|2, 3|3, 5|2, 5|3","1|2, 1|3, 2|2, 2|3, 3|2, 3|3, 5|2, 5|3",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+da_tekisei_code+kyakushitsu,距離適性2＋ダ適性＋脚質,3,1,32,227,1,(32個),"1|2|1, 1|2|2, 1|2|3, 1|2|4, 1|3|1, 1|3|2, 1|3|3, 1|3|4, 2|2|1, 2|2|2",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+da_tekisei_code+omo_tekisei_code,距離適性2＋ダ適性＋重適性,3,1,23,234,1,(23個),"1|2|1, 1|2|2, 1|2|3, 1|3|1, 1|3|2, 1|3|3, 2|2|1, 2|2|2, 2|2|3, 2|3|1",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+gekiso_juni,距離適性2＋激走順位,2,1,63,408,1,(63個),"1|1.0, 1|10.0, 1|11.0, 1|12.0, 1|13.0, 1|14.0, 1|16.0, 1|2.0, 1|3.0, 1|4.0",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+hizume_code,距離適性2＋蹄コード,2,1,58,280,1,(58個),"1|01, 1|02, 1|03, 1|10, 1|11, 1|18, 1|21, 1|22, 1|23, 1|24",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+hizume_code+da_tekisei_code,距離適性2＋蹄コード＋ダ適性,3,1,92,131,1,(92個),"1|01|2, 1|02|2, 1|03|2, 1|03|3, 1|10|2, 1|10|3, 1|11|2, 1|11|3, 1|18|2, 1|18|3",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+ichi_shisu_juni,距離適性2＋位置指数順位,2,1,66,174,1,(66個),"1|1.0, 1|10.0, 1|11.0, 1|12.0, 1|13.0, 1|14.0, 1|17.0, 1|2.0, 1|3.0, 1|4.0",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+joken_class_code+hizume_code,距離適性2＋条件クラス＋蹄コード,3,1,209,131,1,(209個),"1|0|01, 1|0|02, 1|0|10, 1|0|11, 1|0|18, 1|0|22, 1|1|02, 1|1|03, 1|1|09, 1|1|10",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+joken_class_code+uma_deokure_ritsu+shiba_tekisei_code,距離適性2＋条件クラス＋馬出遅率＋芝適性,4,1,906,148,1,(906個),"1|0|20.0|2, 1|0|99.9|2, 1|1|0.0|2, 1|1|99.9|1, 1|2|17.0|2, 1|2|22.0|2, 1|2|4.0|2, 1|2|86.0|1, 2|0|0.0|2, 2|0|14.0|2",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+joshodo_code,距離適性2＋上昇度,2,2,12,1113,1,"1|3, 1|5, 2|2, 2|3, 2|5, 3|2, 3|3, 3|5, 5|0, 5|2, 5|3, 5|5","1|3, 1|5, 2|2, 2|3, 2|5, 3|2, 3|3, 3|5, 5|0, 5|2",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+joshodo_code+omo_tekisei_code,距離適性2＋上昇度＋重適性,3,1,17,356,1,"1|3|2, 1|3|3, 1|5|2, 2|2|2, 2|3|2, 2|3|3, 2|5|2, 2|5|3, 3|2|2, 3|2|3, 3|3|2, 3|3|3, 3|5|3, 5|3|2, 5|3|3, 5|5|2, 5|5|3","1|3|2, 1|3|3, 1|5|2, 2|2|2, 2|3|2, 2|3|3, 2|5|2, 2|5|3, 3|2|2, 3|2|3",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+keibajo_code,距離適性2＋競馬場,2,1,40,167,2,(40個),"1|01, 1|02, 1|03, 1|04, 1|05, 1|06, 1|07, 1|08, 1|09, 1|10",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+keibajo_code+kyori_tekisei,距離適性2＋競馬場＋距離適性,3,1,78,151,1,(78個),"1|01|3, 1|01|5, 1|02|5, 1|03|5, 1|04|5, 1|05|5, 1|06|3, 1|06|5, 1|07|5, 1|08|5",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+kijun_ninkijun_tansho,距離適性2＋基準人気順単勝,2,1,56,383,1,(56個),"1|1, 1|11, 1|13, 1|2, 1|3, 1|4, 1|5, 1|6, 1|7, 1|8",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+kishu_kitai_tansho_ritsu,距離適性2＋騎手期待単勝率,2,1,838,168,1,(838個),"1|1.4, 1|10.1, 1|10.5, 1|11.0, 1|11.5, 1|12.0, 1|12.7, 1|13.0, 1|13.3, 1|14.5",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+kyakushitsu,距離適性2＋脚質,2,1,17,444,1,"1|1, 1|2, 1|3, 1|4, 2|1, 2|2, 2|3, 2|4, 3|1, 3|2, 3|3, 3|4, 5|0, 5|1, 5|2, 5|3, 5|4","1|1, 1|2, 1|3, 1|4, 2|1, 2|2, 2|3, 2|4, 3|1, 3|2",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+kyakushitsu+omo_tekisei_code,距離適性2＋脚質＋重適性,3,2,48,247,1,(48個),"1|1|1, 1|1|2, 1|1|3, 1|2|1, 1|2|2, 1|2|3, 1|3|1, 1|3|2, 1|3|3, 1|4|2",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+kyori_kubun,距離適性2＋距離区分,2,2,15,701,1,"1|マイル, 1|中距離, 1|短距離, 2|マイル, 2|中距離, 2|短距離, 2|長距離, 3|マイル, 3|中距離, 3|短距離, 3|長距離, 5|マイル, 5|中距離, 5|短距離, 5|長距離","1|マイル, 1|中距離, 1|短距離, 2|マイル, 2|中距離, 2|短距離, 2|長距離, 3|マイル, 3|中距離, 3|短距離",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+kyori_kubun+da_tekisei_code,距離適性2＋距離区分＋ダ適性,3,1,28,324,1,(28個),"1|マイル|2, 1|マイル|3, 1|中距離|2, 1|中距離|3, 1|短距離|2, 1|短距離|3, 2|マイル|2, 2|マイル|3, 2|中距離|2, 2|中距離|3",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+kyori_kubun+joshodo_code,距離適性2＋距離区分＋上昇度,3,1,25,354,1,(25個),"1|マイル|3, 1|マイル|5, 1|中距離|3, 1|短距離|3, 1|短距離|5, 2|マイル|2, 2|マイル|3, 2|マイル|5, 2|中距離|3, 2|中距離|5",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+kyori_kubun+kyakushitsu+joshodo_code,距離適性2＋距離区分＋脚質＋上昇度,4,1,67,153,1,(67個),"1|マイル|1|3, 1|マイル|2|3, 1|マイル|3|3, 1|マイル|3|5, 1|マイル|4|3, 1|中距離|2|3, 1|中距離|3|3, 1|中距離|4|3, 1|短距離|1|3, 1|短距離|2|3",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+kyori_kubun+kyori_tekisei,距離適性2＋距離区分＋距離適性,3,2,33,651,1,(33個),"1|マイル|3, 1|マイル|5, 1|中距離|3, 1|中距離|5, 1|短距離|3, 1|短距離|5, 2|マイル|1, 2|マイル|3, 2|マイル|5, 2|中距離|1",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+kyori_kubun+kyori_tekisei+joshodo_code,距離適性2＋距離区分＋距離適性＋上昇度,4,1,43,337,1,(43個),"1|マイル|3|3, 1|マイル|5|3, 1|マイル|5|5, 1|中距離|5|3, 1|短距離|3|3, 1|短距離|5|3, 1|短距離|5|5, 2|マイル|1|3, 2|マイル|3|3, 2|マイル|5|2",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+kyori_kubun+kyori_tekisei+kyakushitsu,距離適性2＋距離区分＋距離適性＋脚質,4,1,86,150,1,(86個),"1|マイル|3|2, 1|マイル|3|3, 1|マイル|5|1, 1|マイル|5|2, 1|マイル|5|3, 1|マイル|5|4, 1|中距離|5|2, 1|中距離|5|3, 1|中距離|5|4, 1|短距離|3|2",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+kyori_kubun+kyori_tekisei+uma_deokure_ritsu,距離適性2＋距離区分＋距離適性＋馬出遅率,4,1,473,354,1,(473個),"1|マイル|3|0.0, 1|マイル|3|17.0, 1|マイル|5|20.0, 1|マイル|5|22.0, 1|マイル|5|4.0, 1|マイル|5|86.0, 1|マイル|5|99.9, 2|マイル|1|0.0, 2|マイル|1|10.0, 2|マイル|1|11.0",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+kyori_kubun+omo_tekisei_code,距離適性2＋距離区分＋重適性,3,2,40,354,1,(40個),"1|マイル|1, 1|マイル|2, 1|マイル|3, 1|中距離|1, 1|中距離|2, 1|中距離|3, 1|短距離|1, 1|短距離|2, 1|短距離|3, 2|マイル|1",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+kyori_kubun+uma_deokure_ritsu,距離適性2＋距離区分＋馬出遅率,3,1,418,356,1,(418個),"1|マイル|0.0, 1|マイル|17.0, 1|マイル|20.0, 1|マイル|22.0, 1|マイル|4.0, 1|マイル|86.0, 1|マイル|99.9, 2|マイル|0.0, 2|マイル|10.0, 2|マイル|11.0",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+kyori_kubun+uma_deokure_ritsu+kyakushitsu,距離適性2＋距離区分＋馬出遅率＋脚質,4,1,946,182,1,(946個),"1|マイル|0.0|1, 1|マイル|17.0|2, 1|マイル|20.0|2, 1|マイル|22.0|3, 1|マイル|4.0|4, 1|マイル|86.0|3, 1|マイル|99.9|4, 2|マイル|0.0|1, 2|マイル|0.0|2, 2|マイル|0.0|3",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+kyori_kubun+uma_start_shisu,距離適性2＋距離区分＋馬スタート指数,3,1,250,211,1,(250個),"1|マイル|-0.1, 1|マイル|-0.2, 1|マイル|-0.3, 1|マイル|-0.4, 1|マイル|-0.5, 1|マイル|-0.6, 1|マイル|-0.9, 1|マイル|-1.0, 1|マイル|-1.2, 1|マイル|0.0",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+kyori_kubun+umakigo_code,距離適性2＋距離区分＋馬記号,3,1,27,686,1,(27個),"1|マイル|00, 1|マイル|06, 1|中距離|00, 1|短距離|00, 1|短距離|06, 2|マイル|00, 2|マイル|06, 2|中距離|00, 2|中距離|06, 2|短距離|00",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+kyori_kubun+umakigo_code+hizume_code,距離適性2＋距離区分＋馬記号＋蹄コード,4,1,183,139,1,(183個),"1|マイル|00|03, 1|マイル|00|10, 1|マイル|00|18, 1|マイル|00|21, 1|マイル|00|22, 1|マイル|00|23, 1|マイル|06|02, 1|マイル|06|03, 1|中距離|00|02, 1|中距離|00|03",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+kyori_kubun+umakigo_code+keibajo_code,距離適性2＋距離区分＋馬記号＋競馬場,4,1,157,113,1,(157個),"1|マイル|00|01, 1|マイル|00|04, 1|マイル|00|05, 1|マイル|00|06, 1|マイル|00|07, 1|マイル|00|08, 1|マイル|00|09, 1|マイル|06|07, 1|マイル|06|09, 1|中距離|00|01",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+kyori_kubun+umakigo_code+kyori_tekisei,距離適性2＋距離区分＋馬記号＋距離適性,4,1,48,636,1,(48個),"1|マイル|00|3, 1|マイル|00|5, 1|マイル|06|5, 1|中距離|00|3, 1|中距離|00|5, 1|短距離|00|3, 1|短距離|00|5, 1|短距離|06|5, 2|マイル|00|1, 2|マイル|00|3",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+kyori_kubun+umakigo_code+uma_start_shisu,距離適性2＋距離区分＋馬記号＋馬スタート指数,4,1,297,206,1,(297個),"1|マイル|00|-0.1, 1|マイル|00|-0.2, 1|マイル|00|-0.3, 1|マイル|00|-0.4, 1|マイル|00|-0.5, 1|マイル|00|-0.6, 1|マイル|00|-0.9, 1|マイル|00|-1.0, 1|マイル|00|-1.2, 1|マイル|00|0.0",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+kyori_tekisei,距離適性2＋距離適性,2,2,10,1051,5,"1|3, 1|5, 2|1, 2|3, 2|5, 3|2, 3|5, 5|1, 5|2, 5|3","1|3, 1|5, 2|1, 2|3, 2|5, 3|2, 3|5, 5|1, 5|2, 5|3",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+kyori_tekisei+hizume_code,距離適性2＋距離適性＋蹄コード,3,1,109,233,1,(109個),"1|3|10, 1|3|11, 1|3|18, 1|3|22, 1|3|23, 1|3|24, 1|5|01, 1|5|02, 1|5|03, 1|5|10",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+kyori_tekisei+joshodo_code,距離適性2＋距離適性＋上昇度,3,1,18,608,1,"1|3|3, 1|5|3, 1|5|5, 2|1|3, 2|3|3, 2|5|2, 2|5|3, 2|5|5, 3|2|2, 3|2|3, 3|2|5, 3|5|3, 5|1|0, 5|1|3, 5|1|5, 5|2|3, 5|2|5, 5|3|3","1|3|3, 1|5|3, 1|5|5, 2|1|3, 2|3|3, 2|5|2, 2|5|3, 2|5|5, 3|2|2, 3|2|3",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+kyori_tekisei+kyakushitsu,距離適性2＋距離適性＋脚質,3,2,40,419,1,(40個),"1|3|1, 1|3|2, 1|3|3, 1|3|4, 1|5|1, 1|5|2, 1|5|3, 1|5|4, 2|1|1, 2|1|2",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+kyori_tekisei+kyakushitsu+joshodo_code,距離適性2＋距離適性＋脚質＋上昇度,4,1,50,235,1,(50個),"1|3|2|3, 1|3|3|3, 1|5|1|3, 1|5|2|3, 1|5|2|5, 1|5|3|3, 1|5|3|5, 1|5|4|3, 2|1|2|3, 2|1|3|3",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+kyori_tekisei+omo_tekisei_code,距離適性2＋距離適性＋重適性,3,2,27,538,1,(27個),"1|3|2, 1|3|3, 1|5|1, 1|5|2, 1|5|3, 2|1|1, 2|1|2, 2|1|3, 2|3|1, 2|3|2",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+kyori_tekisei+uma_deokure_ritsu+kyakushitsu,距離適性2＋距離適性＋馬出遅率＋脚質,4,1,623,314,1,(623個),"1|3|0.0|1, 1|3|17.0|2, 1|5|20.0|2, 1|5|22.0|3, 1|5|4.0|4, 1|5|86.0|3, 1|5|99.9|4, 2|1|0.0|1, 2|1|0.0|2, 2|1|0.0|4",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+manken_shirushi,距離適性2＋万券印,2,1,32,208,7,(32個),"1|1, 1|2, 1|3, 1|4, 1|5, 1|6, 1|7, 1|8, 2|1, 2|2",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+manken_shirushi+kyori_tekisei,距離適性2＋万券印＋距離適性,3,1,75,199,1,(75個),"1|1|3, 1|1|5, 1|2|3, 1|2|5, 1|3|3, 1|3|5, 1|4|3, 1|4|5, 1|5|3, 1|5|5",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+manken_shirushi+umakigo_code,距離適性2＋万券印＋馬記号,3,1,54,204,1,(54個),"1|1|00, 1|2|00, 1|2|06, 1|3|00, 1|3|06, 1|4|00, 1|4|06, 1|5|00, 1|6|00, 1|7|00",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+manken_shirushi+umakigo_code+kyori_tekisei,距離適性2＋万券印＋馬記号＋距離適性,4,1,101,195,1,(101個),"1|1|00|3, 1|1|00|5, 1|2|00|3, 1|2|00|5, 1|2|06|5, 1|3|00|3, 1|3|00|5, 1|3|06|5, 1|4|00|3, 1|4|00|5",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+omo_tekisei_code,距離適性2＋重適性,2,2,12,584,20,"1|1, 1|2, 1|3, 2|1, 2|2, 2|3, 3|1, 3|2, 3|3, 5|1, 5|2, 5|3","1|1, 1|2, 1|3, 2|1, 2|2, 2|3, 3|1, 3|2, 3|3, 5|1",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+omo_tekisei_code+kyori_tekisei+uma_deokure_ritsu,距離適性2＋重適性＋距離適性＋馬出遅率,4,1,549,387,1,(549個),"1|2|5|20.0, 1|2|5|22.0, 1|2|5|86.0, 1|3|3|0.0, 1|3|3|17.0, 1|3|5|4.0, 1|3|5|99.9, 2|1|3|10.0, 2|1|3|26.0, 2|1|5|0.0",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+omo_tekisei_code+uma_deokure_ritsu,距離適性2＋重適性＋馬出遅率,3,2,489,393,1,(489個),"1|2|20.0, 1|2|22.0, 1|2|86.0, 1|3|0.0, 1|3|17.0, 1|3|4.0, 1|3|99.9, 2|1|0.0, 2|1|10.0, 2|1|11.0",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+omo_tekisei_code+uma_deokure_ritsu+kyori_tekisei,距離適性2＋重適性＋馬出遅率＋距離適性,4,1,471,383,1,(471個),"1|2|20.0|5, 1|2|22.0|5, 1|2|86.0|5, 1|3|0.0|3, 1|3|17.0|3, 1|3|4.0|5, 1|3|99.9|5, 2|1|0.0|5, 2|1|10.0|5, 2|1|11.0|5",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+omo_tekisei_code+uma_deokure_ritsu+shiba_tekisei_code,距離適性2＋重適性＋馬出遅率＋芝適性,4,2,794,257,1,(794個),"1|2|20.0|2, 1|2|22.0|2, 1|2|86.0|1, 1|3|0.0|2, 1|3|17.0|2, 1|3|4.0|2, 1|3|99.9|1, 1|3|99.9|2, 2|1|0.0|1, 2|1|0.0|2",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+omo_tekisei_code+uma_start_shisu+kyakushitsu,距離適性2＋重適性＋馬スタート指数＋脚質,4,1,457,180,1,(457個),"1|2|-0.1|2, 1|2|-0.3|3, 1|2|-1.0|3, 1|3|-0.2|2, 1|3|-0.3|4, 1|3|-1.0|4, 1|3|0.0|1, 2|1|-0.1|1, 2|1|-0.1|2, 2|1|-0.1|3",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+pace_shisu_juni,距離適性2＋ペース指数順位,2,1,67,174,1,(67個),"1|1.0, 1|10.0, 1|11.0, 1|12.0, 1|13.0, 1|14.0, 1|15.0, 1|2.0, 1|3.0, 1|4.0",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+pace_yoso,距離適性2＋ペース予想,2,1,12,568,14,"1|H, 1|M, 1|S, 2|H, 2|M, 2|S, 3|H, 3|M, 3|S, 5|H, 5|M, 5|S","1|H, 1|M, 1|S, 2|H, 2|M, 2|S, 3|H, 3|M, 3|S, 5|H",categorical,距離適性2コード(A-E)そのままビン化
