table_name,column_name,description,used_in_code,files
jrd_kyi_fixed,kako3_kyoso_seiseki_key,,no,factor_screening.py / factor_investment_screening.py
jrd_kyi_fixed,kako4_kyoso_seiseki_key,,no,factor_screening.py / factor_investment_screening.py
jrd_kyi_fixed,kako5_kyoso_seiseki_key,,no,factor_screening.py / factor_investment_screening.py
jrd_kyi_fixed,kako1_race_key,,no,factor_screening.py / factor_investment_screening.py
jrd_kyi_fixed,kako2_race_key,,no,factor_screening.py / factor_investment_screening.py
jrd_kyi_fixed,kako3_race_key,,no,factor_screening.py / factor_investment_screening.py
jrd_kyi_fixed,kako4_race_key,,no,factor_screening.py / factor_investment_screening.py
jrd_kyi_fixed,kako5_race_key,,no,factor_screening.py / factor_investment_screening.py
jrd_kyi_fixed,wakuban,"枠番(JRDB,jvd_seと重複)",yes,factor_screening.py / factor_investment_screening.py
jrd_kyi_fixed,yobi_3,,no,factor_screening.py / factor_investment_screening.py
jrd_kyi_fixed,shirushi_code_1,,yes,factor_screening.py / factor_investment_screening.py
jrd_kyi_fixed,shirushi_code_2,,yes,factor_screening.py / factor_investment_screening.py
jrd_kyi_fixed,shirushi_code_3,,yes,factor_screening.py / factor_investment_screening.py
jrd_kyi_fixed,shirushi_code_4,,yes,factor_screening.py / factor_investment_screening.py
jrd_kyi_fixed,shirushi_code_5,,yes,factor_screening.py / factor_investment_screening.py
jrd_kyi_fixed,shirushi_code_6,,yes,factor_screening.py / factor_investment_screening.py
jrd_kyi_fixed,shirushi_code_7,,yes,factor_screening.py / factor_investment_screening.py
jrd_kyi_fixed,yobi_4,,no,factor_screening.py / factor_investment_screening.py
jrd_kyi_fixed,kakutoku_shokin_ruikei,獲得賞金累計(JRDB),yes,factor_screening.py / factor_investment_screening.py
jrd_kyi_fixed,shutoku_shokin_ruikei,,yes,factor_screening.py / factor_investment_screening.py
jrd_kyi_fixed,joken_class_code,"条件クラス(0=新馬,1=1勝,2=2勝,3=3勝,9=OP)",yes,factor_screening.py / factor_investment_screening.py
jrd_kyi_fixed,pace_yoso,ペース予想(JRDB),yes,factor_screening.py / factor_investment_screening.py
jrd_kyi_fixed,dochu_juni,,yes,factor_screening.py / factor_investment_screening.py
jrd_kyi_fixed,dochu_sa,,yes,factor_screening.py / factor_investment_screening.py
jrd_kyi_fixed,dochu_uchisoto,,no,factor_screening.py / factor_investment_screening.py
jrd_kyi_fixed,kohan_3f_juni,,yes,factor_screening.py / factor_investment_screening.py
jrd_kyi_fixed,kohan_3f_sa,,yes,factor_screening.py / factor_investment_screening.py
jrd_kyi_fixed,kohan_3f_uchisoto,,no,factor_screening.py / factor_investment_screening.py
jrd_kyi_fixed,goal_juni,,yes,factor_screening.py / factor_investment_screening.py
jrd_kyi_fixed,goal_sa,,yes,factor_screening.py / factor_investment_screening.py
jrd_kyi_fixed,goal_uchisoto,,no,factor_screening.py / factor_investment_screening.py
jrd_kyi_fixed,tenkai_kigo_code,展開記号(JRDB),yes,factor_screening.py / factor_investment_screening.py
jrd_kyi_fixed,bataiju,"馬体重(JRDB版,jvd_seのbataijuと要注意)",yes,factor_screening.py / factor_investment_screening.py
jrd_kyi_fixed,bataiju_zogen,"体重増減(JRDB版,jvd_seと要注意)",yes,factor_screening.py / factor_investment_screening.py
jrd_kyi_fixed,torikeshi_flag,,no,factor_screening.py / factor_investment_screening.py
jrd_kyi_fixed,banushimei,,no,factor_screening.py / factor_investment_screening.py
jrd_kyi_fixed,banushikai_code,,no,factor_screening.py / factor_investment_screening.py
jrd_kyi_fixed,umakigo_code,"馬記号(JRDB,jvd_seと重複)",yes,factor_screening.py / factor_investment_screening.py
jrd_kyi_fixed,gekiso_juni,"激走順位(JRDB,SHS)",yes,factor_screening.py / factor_investment_screening.py
jrd_kyi_fixed,ls_shisu_juni,"LS指数順位(JRDB,SHS)",yes,factor_screening.py / factor_investment_screening.py
jrd_kyi_fixed,ten_shisu_juni,"テン指数順位(JRDB,SHS)",yes,factor_screening.py / factor_investment_screening.py
jrd_kyi_fixed,pace_shisu_juni,"ペース指数順位(JRDB,SHS)",yes,factor_screening.py / factor_investment_screening.py
jrd_kyi_fixed,agari_shisu_juni,"上がり指数順位(JRDB,SHS)",yes,factor_screening.py / factor_investment_screening.py
jrd_kyi_fixed,ichi_shisu_juni,"位置指数順位(JRDB,SHS)",yes,factor_screening.py / factor_investment_screening.py
jrd_kyi_fixed,kishu_kitai_tansho_ritsu,騎手期待単勝率(JRDB),yes,factor_screening.py / factor_investment_screening.py
jrd_kyi_fixed,kishu_kitai_sanchakunai_ritsu,,yes,factor_screening.py / factor_investment_screening.py
jrd_kyi_fixed,yuso_kubun,,yes,factor_screening.py / factor_investment_screening.py
jrd_kyi_fixed,taikei,,yes,factor_screening.py / factor_investment_screening.py
jrd_kyi_fixed,taikei_sogo_1,,yes,factor_screening.py / factor_investment_screening.py
jrd_kyi_fixed,taikei_sogo_2,,yes,factor_screening.py / factor_investment_screening.py
jrd_kyi_fixed,taikei_sogo_3,,yes,factor_screening.py / factor_investment_screening.py
jrd_kyi_fixed,uma_tokki_1,,yes,factor_screening.py / factor_investment_screening.py
jrd_kyi_fixed,uma_tokki_2,,yes,factor_screening.py / factor_investment_screening.py
jrd_kyi_fixed,uma_tokki_3,,yes,factor_screening.py / factor_investment_screening.py
jrd_kyi_fixed,uma_start_shisu,馬スタート指数(JRDB),yes,factor_screening.py / factor_investment_screening.py
jrd_kyi_fixed,uma_deokure_ritsu,馬出遅れ率(JRDB),yes,factor_screening.py / factor_investment_screening.py
jrd_kyi_fixed,sanko_zenso,,no,factor_screening.py / factor_investment_screening.py
jrd_kyi_fixed,sanko_zenso_kishu_code,,no,factor_screening.py / factor_investment_screening.py
jrd_kyi_fixed,manken_shisu,万券指数(JRDB),yes,factor_screening.py / factor_investment_screening.py
jrd_kyi_fixed,manken_shirushi,万券印(JRDB),yes,factor_screening.py / factor_investment_screening.py
jrd_kyi_fixed,kokyu_flag,呼吸フラグ(JRDB),yes,factor_screening.py / factor_investment_screening.py
jrd_kyi_fixed,gekiso_type,,no,factor_screening.py / factor_investment_screening.py
jrd_kyi_fixed,kyuyo_riyu_bunrui_code,休養理由分類(JRDB),yes,factor_screening.py / factor_investment_screening.py
jrd_kyi_fixed,flag,,no,factor_screening.py / factor_investment_screening.py
jrd_kyi_fixed,nyukyu_nansome,,no,factor_screening.py / factor_investment_screening.py
jrd_kyi_fixed,nyukyu_nengappi,,no,factor_screening.py / factor_investment_screening.py
jrd_kyi_fixed,nyukyu_nannichimae,入厩何日前(JRDB),yes,factor_screening.py / factor_investment_screening.py
jrd_kyi_fixed,hobokusaki,,no,factor_screening.py / factor_investment_screening.py
jrd_kyi_fixed,hobokusaki_rank,放牧先ランク(JRDB),yes,factor_screening.py / factor_investment_screening.py
jrd_kyi_fixed,yobi_5,,no,factor_screening.py / factor_investment_screening.py
jrd_joa_fixed,ls_shisu,LS指数(jrd_joa),yes,factor_screening.py
jrd_joa_fixed,ls_hyoka,LS評価(jrd_joa),yes,factor_screening.py
jrd_joa_fixed,odds_shisu,オッズ指数(jrd_joa),yes,factor_screening.py
jrd_bac_fixed,shiba_da_shogai_code,芝ダ障コード,yes,factor_screening.py
jrd_bac_fixed,migi_hidari,右左回り,yes,factor_screening.py
jrd_bac_fixed,uchi_soto,内外,yes,factor_screening.py
jrd_bac_fixed,shubetsu,競走種別,yes,factor_screening.py
jrd_bac_fixed,jouken,条件コード,yes,factor_screening.py
jrd_bac_fixed,juryo_shubetsu_code,重量種別,yes,factor_screening.py
jrd_bac_fixed,grade,グレード(JRDB),yes,factor_screening.py
jrd_bac_fixed,tosu,頭数,yes,factor_screening.py
jrd_bac_fixed,kyori,距離,yes,factor_screening.py
jrd_bac_fixed,course,コース,yes,factor_screening.py
jrd_bac_fixed,kaisai_kubun,開催区分,yes,factor_screening.py
