table_name,column_name,ordinal_position,data_type,character_maximum_length,is_nullable,column_comment
jrd_joa_fixed,race_bango,7,character varying,255,YES,
jrd_joa_fixed,umaban,8,character varying,255,NO,
jrd_joa_fixed,basho_code,9,character varying,255,YES,
jrd_joa_fixed,year,10,character varying,255,YES,
jrd_joa_fixed,kai,11,character varying,255,YES,
jrd_joa_fixed,nichi,12,character varying,255,YES,
jrd_joa_fixed,race_num,13,character varying,255,YES,
jrd_joa_fixed,ls_shisu,14,character varying,255,YES,
jrd_joa_fixed,ls_hyoka,15,character varying,255,YES,
jrd_joa_fixed,odds_shisu,16,character varying,255,YES,
jrd_kab,keibajo_code,1,character varying,2,NO,競馬場コード
jrd_kab,race_shikonen,2,character varying,6,NO,レース施行年
jrd_kab,kaisai_kai,3,character varying,1,NO,開催回[第N回]
jrd_kab,kaisai_nichime,4,character varying,1,NO,開催日目[N日目]
jrd_kab,kaisai_nen,5,character varying,4,YES,開催年
jrd_kab,kaisai_tsukihi,6,character varying,4,YES,開催月日
jrd_kab,kaisai_kubun,7,character varying,1,YES,開催区分
jrd_kab,yobi_1,8,character varying,2,YES,曜日
jrd_kab,keibajomei,9,character varying,4,YES,競馬場名
jrd_kab,tenko_code,10,character varying,1,YES,天候コード
jrd_kab,babajotai_code_shiba,11,character varying,2,YES,芝馬場状態コード
jrd_kab,babajotai_shiba_uchi,12,character varying,1,YES,芝馬場状態(内)
jrd_kab,babajotai_shiba_naka,13,character varying,1,YES,芝馬場状態(中)
jrd_kab,babajotai_shiba_soto,14,character varying,1,YES,芝馬場状態(外)
jrd_kab,babasa_shiba,15,character varying,3,YES,馬場差(芝)
jrd_kab,babasa_chokusen_saiuchi,16,character varying,2,YES,馬場差(直線･最内)
jrd_kab,babasa_chokusen_uchi,17,character varying,2,YES,馬場差(直線･内)
jrd_kab,babasa_chokusen_naka,18,character varying,2,YES,馬場差(直線･中)
jrd_kab,babasa_chokusen_soto,19,character varying,2,YES,馬場差(直線･外)
jrd_kab,babasa_chokusen_osoto,20,character varying,2,YES,馬場差(直線･大外)
jrd_kab,babajotai_code_dirt,21,character varying,2,YES,ダート馬場状態コード
jrd_kab,babajotai_dirt_uchi,22,character varying,1,YES,ダート馬場状態(内)
jrd_kab,babajotai_dirt_naka,23,character varying,1,YES,ダート馬場状態(中)
jrd_kab,babajotai_dirt_soto,24,character varying,1,YES,ダート馬場状態(外)
jrd_kab,babasa_dirt,25,character varying,3,YES,馬場差(ダート)
jrd_kab,data_kubun,26,character varying,1,YES,データ区分
jrd_kab,renzoku_nannichime,27,character varying,2,YES,連続何日目
jrd_kab,shiba_shurui,28,character varying,1,YES,芝種類
jrd_kab,sojo,29,character varying,4,YES,草丈
jrd_kab,tenatsu,30,character varying,1,YES,転圧
jrd_kab,toketsu_boshizai,31,character varying,1,YES,凍結防止剤
jrd_kab,chukan_kosuiryo,32,character varying,5,YES,中間降水量
jrd_kab,yobi_2,33,character varying,7,YES,予備
jrd_kka,keibajo_code,1,character varying,2,NO,競馬場コード
jrd_kka,race_shikonen,2,character varying,6,NO,レース施行年
jrd_kka,kaisai_kai,3,character varying,1,NO,開催回[第N回]
jrd_kka,kaisai_nichime,4,character varying,1,NO,開催日目[N日目]
jrd_kka,race_bango,5,character varying,2,NO,レース番号
jrd_kka,umaban,6,character varying,2,NO,馬番
jrd_kka,jra,7,character varying,12,YES,JRA･着回数
jrd_kka,koryu,8,character varying,12,YES,交流･着回数
jrd_kka,hoka,9,character varying,12,YES,他･着回数
jrd_kka,shiba_dirt,10,character varying,12,YES,芝ダ障害別･着回数
jrd_kka,shiba_dirt_kyori,11,character varying,12,YES,芝ダ障害別距離･着回数
jrd_kka,torakku_kyori,12,character varying,12,YES,トラック距離･着回数
jrd_kka,rotation,13,character varying,12,YES,ローテ･着回数
jrd_kka,mawari,14,character varying,12,YES,回り･着回数
jrd_kka,kishu,15,character varying,12,YES,騎手･着回数
jrd_kka,ryo,16,character varying,12,YES,良･着回数
jrd_kka,yayaomo,17,character varying,12,YES,稍･着回数
jrd_kka,omo,18,character varying,12,YES,重･着回数
jrd_kka,pace_s,19,character varying,12,YES,Sペース･着回数
jrd_kka,pace_m,20,character varying,12,YES,Mペース･着回数
jrd_kka,pace_h,21,character varying,12,YES,Hペース･着回数
jrd_kka,kisetsu,22,character varying,12,YES,季節･着回数
jrd_kka,waku,23,character varying,12,YES,枠･着回数
jrd_kka,kishu_kyori,24,character varying,12,YES,騎手距離･着回数
jrd_kka,kishu_track,25,character varying,12,YES,騎手トラック距離･着回数
jrd_kka,kishu_chokyoshi,26,character varying,12,YES,騎手調教師別･着回数
jrd_kka,kishu_banushi,27,character varying,12,YES,騎手馬主別･着回数
jrd_kka,kishu_blinker,28,character varying,12,YES,騎手ブリンカー･着回数
jrd_kka,chokyoshi_banushi,29,character varying,12,YES,調教師馬主別･着回数
jrd_kka,seiseki_chichi_1,30,character varying,3,YES,父馬産駒芝･連対率
jrd_kka,seiseki_chichi_2,31,character varying,3,YES,父馬産駒ダ･連対率
jrd_kka,seiseki_chichi_3,32,character varying,4,YES,父馬産駒･連対平均距離
jrd_kka,seiseki_hahachichi_1,33,character varying,3,YES,母父馬産駒芝･連対率
jrd_kka,seiseki_hahachichi_2,34,character varying,3,YES,母父馬産駒ダ･連対率
jrd_kka,seiseki_hahachichi_3,35,character varying,4,YES,母父馬産駒･連対平均距離
jrd_kka,yobi_1,36,character varying,16,YES,予備
jrd_kyi,keibajo_code,1,character varying,2,NO,競馬場コード
jrd_kyi,race_shikonen,2,character varying,10,NO,レース施行年
jrd_kyi,kaisai_kai,3,character varying,1,NO,開催回[第N回]
jrd_kyi,kaisai_nichime,4,character varying,1,NO,開催日目[N日目]
jrd_kyi,race_bango,5,character varying,2,NO,レース番号
jrd_kyi,umaban,6,character varying,2,NO,馬番
jrd_kyi,ketto_toroku_bango,7,character varying,8,YES,血統登録番号
jrd_kyi,bamei,8,character varying,36,YES,馬名
jrd_kyi,idm,9,character varying,5,YES,IDM
jrd_kyi,kishu_shisu,10,character varying,5,YES,騎手指数
jrd_kyi,joho_shisu,11,character varying,5,YES,情報指数
jrd_kyi,yobi_1,12,character varying,15,YES,予備
jrd_kyi,sogo_shisu,13,character varying,5,YES,総合指数
jrd_kyi,kyakushitsu_code,14,character varying,1,YES,脚質コード
jrd_kyi,kyori_tekisei_code,15,character varying,1,YES,距離適性コード
jrd_kyi,joshodo_code,16,character varying,1,YES,上昇度コード
jrd_kyi,rotation,17,character varying,3,YES,ローテーション
jrd_kyi,kijun_odds_tansho,18,character varying,5,YES,基準オッズ単勝
jrd_kyi,kijun_ninkijun_tansho,19,character varying,2,YES,基準人気順位単勝
jrd_kyi,kijun_odds_fukusho,20,character varying,5,YES,基準オッズ複勝
jrd_kyi,kijun_ninkijun_fukusho,21,character varying,2,YES,基準人気順位複勝
jrd_kyi,tokutei_joho_1,22,character varying,3,YES,特定情報◎
jrd_kyi,tokutei_joho_2,23,character varying,3,YES,特定情報○
jrd_kyi,tokutei_joho_3,24,character varying,3,YES,特定情報▲
jrd_kyi,tokutei_joho_4,25,character varying,3,YES,特定情報△
jrd_kyi,tokutei_joho_5,26,character varying,3,YES,特定情報×
jrd_kyi,sogo_joho_1,27,character varying,3,YES,総合情報◎
jrd_kyi,sogo_joho_2,28,character varying,3,YES,総合情報○
jrd_kyi,sogo_joho_3,29,character varying,3,YES,総合情報▲
jrd_kyi,sogo_joho_4,30,character varying,3,YES,総合情報△
jrd_kyi,sogo_joho_5,31,character varying,3,YES,総合情報×
jrd_kyi,ninki_shisu,32,character varying,5,YES,人気指数
jrd_kyi,chokyo_shisu,33,character varying,5,YES,調教指数
jrd_kyi,kyusha_shisu,34,character varying,5,YES,厩舎指数
jrd_kyi,chokyo_yajirushi_code,35,character varying,1,YES,調教矢印コード
jrd_kyi,kyusha_hyoka_code,36,character varying,1,YES,厩舎評価コード
jrd_kyi,kishu_kitai_rentai_ritsu,37,character varying,4,YES,騎手期待連対率
jrd_kyi,gekiso_shisu,38,character varying,3,YES,激走指数
jrd_kyi,hizume_code,39,character varying,2,YES,蹄コード
jrd_kyi,tekisei_code_omo,40,character varying,1,YES,適性コード(重)
jrd_kyi,class_code,41,character varying,2,YES,クラスコード
jrd_kyi,yobi_2,42,character varying,2,YES,予備
jrd_kyi,blinker_shiyo_kubun,43,character varying,1,YES,ブリンカー使用区分
jrd_kyi,kishumei,44,character varying,12,YES,騎手名
jrd_kyi,futan_juryo,45,character varying,3,YES,負担重量
jrd_kyi,kishu_minarai_code,46,character varying,1,YES,騎手見習コード
jrd_kyi,chokyoshimei,47,character varying,12,YES,調教師名
jrd_kyi,chokyoshi_shozoku,48,character varying,4,YES,調教師所属
jrd_kyi,kako1_kyoso_seiseki_key,49,character varying,16,YES,過去1 競走成績キー
jrd_kyi,kako2_kyoso_seiseki_key,50,character varying,16,YES,過去2 競走成績キー
jrd_kyi,kako3_kyoso_seiseki_key,51,character varying,16,YES,過去3 競走成績キー
jrd_kyi,kako4_kyoso_seiseki_key,52,character varying,16,YES,過去4 競走成績キー
jrd_kyi,kako5_kyoso_seiseki_key,53,character varying,16,YES,過去5 競走成績キー
jrd_kyi,kako1_race_key,54,character varying,8,YES,過去1 レースキー
jrd_kyi,kako2_race_key,55,character varying,8,YES,過去2 レースキー
jrd_kyi,kako3_race_key,56,character varying,8,YES,過去3 レースキー
jrd_kyi,kako4_race_key,57,character varying,8,YES,過去4 レースキー
jrd_kyi,kako5_race_key,58,character varying,8,YES,過去5 レースキー
jrd_kyi,wakuban,59,character varying,1,YES,枠番
jrd_kyi,yobi_3,60,character varying,2,YES,予備
jrd_kyi,shirushi_code_1,61,character varying,1,YES,総合印
jrd_kyi,shirushi_code_2,62,character varying,1,YES,IDM印
jrd_kyi,shirushi_code_3,63,character varying,1,YES,情報印
jrd_kyi,shirushi_code_4,64,character varying,1,YES,騎手印
jrd_kyi,shirushi_code_5,65,character varying,1,YES,厩舎印
jrd_kyi,shirushi_code_6,66,character varying,1,YES,調教印
jrd_kyi,shirushi_code_7,67,character varying,1,YES,激走印
jrd_kyi,tekisei_code_shiba,68,character varying,1,YES,適性コード(芝)
jrd_kyi,tekisei_code_dirt,69,character varying,1,YES,適性コード(ダ)
jrd_kyi,kishu_code,70,character varying,5,YES,騎手コード
jrd_kyi,chokyoshi_code,71,character varying,5,YES,調教師コード
jrd_kyi,yobi_4,72,character varying,1,YES,予備
jrd_kyi,kakutoku_shokin_ruikei,73,character varying,6,YES,獲得賞金累計
jrd_kyi,shutoku_shokin_ruikei,74,character varying,5,YES,収得賞金累計
jrd_kyi,joken_class_code,75,character varying,1,YES,条件クラスコード
jrd_kyi,ten_shisu,76,character varying,5,YES,テン指数
jrd_kyi,pace_shisu,77,character varying,5,YES,ペース指数
jrd_kyi,agari_shisu,78,character varying,5,YES,上がり指数
jrd_kyi,ichi_shisu,79,character varying,5,YES,位置指数
jrd_kyi,pace_yoso,80,character varying,1,YES,ペース予想
jrd_kyi,dochu_juni,81,character varying,2,YES,道中順位
jrd_kyi,dochu_sa,82,character varying,2,YES,道中差
jrd_kyi,dochu_uchisoto,83,character varying,1,YES,道中内外
jrd_kyi,kohan_3f_juni,84,character varying,2,YES,後3ハロン順位
jrd_kyi,kohan_3f_sa,85,character varying,2,YES,後3ハロン差
jrd_kyi,kohan_3f_uchisoto,86,character varying,1,YES,後3ハロン内外
jrd_kyi,goal_juni,87,character varying,2,YES,ゴール順位
jrd_kyi,goal_sa,88,character varying,2,YES,ゴール差
jrd_kyi,goal_uchisoto,89,character varying,1,YES,ゴール内外
jrd_kyi,tenkai_kigo_code,90,character varying,1,YES,展開記号コード
jrd_kyi,kyori_tekisei_code_2,91,character varying,1,YES,距離適性コード2
jrd_kyi,bataiju,92,character varying,3,YES,(枠確定)馬体重
jrd_kyi,bataiju_zogen,93,character varying,3,YES,(枠確定)馬体重増減
jrd_kyi,torikeshi_flag,94,character varying,1,YES,取消フラグ
jrd_kyi,seibetsu_code,95,character varying,1,YES,性別コード
jrd_kyi,banushimei,96,character varying,40,YES,馬主名
jrd_kyi,banushikai_code,97,character varying,2,YES,馬主会コード
jrd_kyi,umakigo_code,98,character varying,2,YES,馬記号コード
jrd_kyi,gekiso_juni,99,character varying,2,YES,激走順位
jrd_kyi,ls_shisu_juni,100,character varying,2,YES,LS指数順位
jrd_kyi,ten_shisu_juni,101,character varying,2,YES,テン指数順位
jrd_kyi,pace_shisu_juni,102,character varying,2,YES,ペース指数順位
jrd_kyi,agari_shisu_juni,103,character varying,2,YES,上がり指数順位
jrd_kyi,ichi_shisu_juni,104,character varying,2,YES,位置指数順位
jrd_kyi,kishu_kitai_tansho_ritsu,105,character varying,4,YES,騎手期待単勝率
jrd_kyi,kishu_kitai_sanchakunai_ritsu,106,character varying,4,YES,騎手期待3着内率
jrd_kyi,yuso_kubun,107,character varying,1,YES,輸送区分
jrd_kyi,soho,108,character varying,8,YES,走法
jrd_kyi,taikei,109,character varying,24,YES,体型
jrd_kyi,taikei_sogo_1,110,character varying,3,YES,体型総合1
jrd_kyi,taikei_sogo_2,111,character varying,3,YES,体型総合2
jrd_kyi,taikei_sogo_3,112,character varying,3,YES,体型総合3
jrd_kyi,uma_tokki_1,113,character varying,3,YES,馬特記1
jrd_kyi,uma_tokki_2,114,character varying,3,YES,馬特記2
jrd_kyi,uma_tokki_3,115,character varying,3,YES,馬特記3
jrd_kyi,uma_start_shisu,116,character varying,4,YES,馬スタート指数
jrd_kyi,uma_deokure_ritsu,117,character varying,4,YES,馬出遅れ率
jrd_kyi,sanko_zenso,118,character varying,2,YES,参考前走
jrd_kyi,sanko_zenso_kishu_code,119,character varying,5,YES,参考前走騎手コード
jrd_kyi,manken_shisu,120,character varying,3,YES,万券指数
jrd_kyi,manken_shirushi,121,character varying,1,YES,万券印
jrd_kyi,kokyu_flag,122,character varying,1,YES,降級フラグ
jrd_kyi,gekiso_type,123,character varying,2,YES,激走タイプ
jrd_kyi,kyuyo_riyu_bunrui_code,124,character varying,2,YES,休養理由分類コード
jrd_kyi,flag,125,character varying,16,YES,フラグ
jrd_kyi,nyukyu_nansome,126,character varying,2,YES,入厩何走目
jrd_kyi,nyukyu_nengappi,127,character varying,8,YES,入厩年月日
jrd_kyi,nyukyu_nannichimae,128,character varying,3,YES,入厩何日前
jrd_kyi,hobokusaki,129,character varying,50,YES,放牧先
jrd_kyi,hobokusaki_rank,130,character varying,1,YES,放牧先ランク
jrd_kyi,kyusha_rank,131,character varying,1,YES,厩舎ランク
jrd_kyi,yobi_5,132,character varying,398,YES,予備
jrd_kyi_fixed,jrdb_race_key8,1,character varying,255,NO,
jrd_kyi_fixed,race_shikonen,2,character varying,255,YES,
jrd_kyi_fixed,keibajo_code,3,character varying,255,YES,
jrd_kyi_fixed,kaisai_kai,4,character varying,255,YES,
jrd_kyi_fixed,kaisai_nichime,5,character varying,255,YES,
jrd_kyi_fixed,kaisai_nen_2,6,character varying,255,YES,
jrd_kyi_fixed,race_bango,7,character varying,255,YES,
jrd_kyi_fixed,umaban,8,character varying,255,NO,
jrd_kyi_fixed,basho_code,9,character varying,255,YES,
jrd_kyi_fixed,year,10,character varying,255,YES,
jrd_kyi_fixed,kai,11,character varying,255,YES,
jrd_kyi_fixed,nichi,12,character varying,255,YES,
jrd_kyi_fixed,race_num,13,character varying,255,YES,
jrd_kyi_fixed,kettou_toroku_bango,14,character varying,255,YES,
jrd_kyi_fixed,bamei,15,character varying,255,YES,
jrd_kyi_fixed,idm,16,character varying,255,YES,
jrd_kyi_fixed,kishu_shisu,17,character varying,255,YES,
jrd_kyi_fixed,sogo_shisu,18,character varying,255,YES,
jrd_kyi_fixed,kyakushitsu,19,character varying,255,YES,
jrd_kyi_fixed,kyori_tekisei,20,character varying,255,YES,
jrd_kyi_fixed,chokyo_shisu,21,character varying,255,YES,
jrd_kyi_fixed,kyusha_shisu,22,character varying,255,YES,
jrd_kyi_fixed,chokyo_yajirushi_code,23,character varying,255,YES,
jrd_kyi_fixed,omo_tekisei_code,24,character varying,255,YES,
jrd_kyi_fixed,shiba_tekisei_code,25,character varying,255,YES,
jrd_kyi_fixed,da_tekisei_code,26,character varying,255,YES,
jrd_kyi_fixed,soho,27,character varying,255,YES,
jrd_kyi_fixed,blinker,28,character varying,255,YES,
jrd_kyi_fixed,futan_juryo,29,character varying,255,YES,
jrd_kyi_fixed,ten_shisu,30,character varying,255,YES,
jrd_kyi_fixed,pace_shisu,31,character varying,255,YES,
jrd_kyi_fixed,agari_shisu,32,character varying,255,YES,
jrd_kyi_fixed,ichi_shisu,33,character varying,255,YES,
jrd_kyi_fixed,kyori_tekisei_2,34,character varying,255,YES,
jrd_kyi_fixed,seibetsu_code,35,character varying,255,YES,
