phase,segment,combo,bin_key,n_horses,tansho_n,tansho_hit_rate,tansho_roi_raw,tansho_roi_corr,fukusho_n,fukusho_hit_rate,fukusho_roi_raw,fukusho_roi_corr,combo_clb,combo_mean_roi
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,5|5|11.0,51,51,9.8,92.75,97.29,51,29.41,73.33,86.2,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,5|2|3.0,107,107,11.21,49.63,63.39,107,38.32,81.96,86.12,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,2|5|1.0,81,81,24.69,79.51,88.83,81,44.44,77.16,85.74,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,6|5|6.0,51,51,7.84,87.25,63.14,51,33.33,75.69,85.37,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,2|5|8.0,51,51,11.76,82.35,106.1,51,31.37,79.61,85.03,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,2|2|12.0,73,73,5.48,19.32,57.41,73,28.77,72.05,84.87,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,2|2|1.0,101,101,21.78,98.32,103.96,101,39.6,95.54,84.85,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,3|5|4.0,65,65,15.38,52.62,80.25,65,40.0,88.15,84.85,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,5|2|9.0,70,70,10.0,72.71,73.79,70,34.29,73.71,84.67,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,5|5|5.0,57,57,14.04,83.51,88.66,57,35.09,81.05,84.65,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,4|5|9.0,60,60,11.67,56.83,78.34,60,35.0,90.5,84.47,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,5|5|1.0,75,75,20.0,76.93,85.38,75,42.67,82.53,84.3,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,3|2|7.0,89,89,11.24,79.55,81.98,89,33.71,73.03,84.17,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,3|5|8.0,63,63,9.52,81.9,66.9,63,34.92,105.87,84.09,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,3|5|10.0,63,63,14.29,148.73,108.44,63,31.75,86.19,84.04,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,1|5|2.0,85,85,14.12,83.65,90.08,85,32.94,82.59,83.94,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,3|5|2.0,81,81,14.81,79.51,67.41,81,41.98,91.11,83.82,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,8|5|1.0,50,50,28.0,101.6,131.7,50,42.0,71.4,83.75,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,3|2|1.0,119,119,17.65,66.22,93.16,119,38.66,90.34,83.69,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,4|5|4.0,69,69,10.14,39.57,60.61,69,36.23,82.46,83.57,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,6|5|1.0,70,70,25.71,90.0,121.01,70,41.43,67.86,83.21,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,7|2|6.0,58,58,15.52,202.59,107.56,58,36.21,98.28,82.93,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,4|2|2.0,111,111,12.61,105.68,72.15,111,37.84,85.23,82.75,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,5|2|8.0,57,57,12.28,97.02,88.35,57,33.33,80.0,82.69,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,3|2|6.0,118,118,7.63,33.98,51.46,118,33.05,74.15,82.4,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,1|2|1.0,124,124,20.97,140.73,114.55,124,33.87,78.71,82.23,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,1|5|12.0,66,66,9.09,92.12,89.37,66,27.27,84.55,82.23,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,3|2|12.0,56,56,5.36,16.61,52.81,56,28.57,79.29,82.16,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,8|5|2.0,56,56,12.5,58.04,59.91,56,42.86,86.79,82.0,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,4|2|10.0,71,71,15.49,105.07,132.2,71,30.99,87.04,81.97,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,3|2|2.0,117,117,20.51,82.05,105.01,117,37.61,83.85,81.93,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,4|2|3.0,89,89,11.24,36.07,69.14,89,33.71,88.31,81.87,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,2|5|10.0,74,74,5.41,76.22,53.32,74,28.38,97.7,81.73,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,4|2|11.0,73,73,12.33,235.48,147.57,73,26.03,101.64,80.6,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,8|2|5.0,73,73,5.48,29.18,30.27,73,36.99,78.08,80.51,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,6|5|4.0,82,82,14.63,143.9,78.76,82,36.59,90.24,80.41,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,5|2|4.0,70,70,12.86,94.0,72.22,70,37.14,69.43,80.3,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,2|2|2.0,104,104,17.31,69.62,108.55,104,32.69,70.1,79.62,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,2|5|4.0,87,87,14.94,66.09,84.09,87,36.78,78.97,79.43,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,2|2|7.0,91,91,9.89,44.18,68.98,91,30.77,86.26,79.35,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,8|2|1.0,79,79,8.86,37.72,52.25,79,34.18,77.59,78.73,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,2|5|7.0,64,64,7.81,51.88,61.3,64,31.25,79.22,78.08,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,1|5|5.0,76,76,6.58,43.16,52.37,76,28.95,80.92,78.06,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,5|5|9.0,60,60,11.67,183.67,76.2,60,33.33,104.17,77.93,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,2|2|11.0,80,80,8.75,57.25,75.24,80,27.5,68.5,77.78,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,5|2|13.0,51,51,5.88,83.14,65.19,51,23.53,59.41,77.65,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,5|2|2.0,102,102,11.76,86.08,67.43,102,36.27,77.75,77.41,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,4|5|2.0,61,61,22.95,72.46,107.09,61,37.7,68.03,77.32,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,4|5|11.0,52,52,1.92,7.31,18.55,52,26.92,85.19,77.12,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,5|2|5.0,84,84,9.52,35.0,59.63,84,33.33,72.62,76.86,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,7|2|10.0,61,61,6.56,49.02,66.85,61,26.23,73.93,76.75,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,6|2|6.0,63,63,9.52,75.24,67.4,63,33.33,72.38,76.73,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,4|5|3.0,65,65,10.77,112.77,62.29,65,35.38,85.08,76.62,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,2|5|6.0,74,74,14.86,107.7,82.27,74,35.14,61.35,76.26,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,2|5|3.0,82,82,18.29,90.24,94.19,82,35.37,72.56,76.15,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,7|2|1.0,103,103,14.56,51.94,72.59,103,37.86,70.29,75.84,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,3|5|7.0,78,78,6.41,68.72,51.28,78,30.77,98.21,75.76,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,6|5|2.0,60,60,20.0,113.67,113.13,60,35.0,88.33,75.57,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,3|2|4.0,82,82,20.73,85.12,109.15,82,34.15,56.34,75.56,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,6|2|12.0,53,53,7.55,63.96,79.68,53,22.64,73.02,75.52,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,3|2|5.0,80,80,13.75,70.0,86.53,80,33.75,61.38,75.16,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,6|5|5.0,50,50,12.0,50.8,83.47,50,32.0,71.0,74.95,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,6|5|3.0,66,66,21.21,66.36,96.5,66,40.91,64.24,74.92,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,1|5|1.0,61,61,13.11,41.97,70.33,61,31.15,76.72,74.79,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,2|5|11.0,66,66,7.58,49.39,68.55,66,27.27,72.58,74.76,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,4|2|6.0,89,89,12.36,81.8,74.17,89,34.83,71.8,74.66,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,7|5|5.0,58,58,10.34,70.0,68.87,58,32.76,58.28,74.44,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,1|5|7.0,86,86,9.3,66.4,91.47,86,24.42,69.07,74.24,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,4|5|5.0,77,77,11.69,95.45,87.35,77,28.57,80.91,74.0,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,3|2|3.0,82,82,19.51,207.93,101.3,82,34.15,92.44,73.88,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,5|2|6.0,73,73,12.33,186.71,88.3,73,30.14,79.73,73.82,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,6|2|8.0,72,72,11.11,79.03,96.68,72,27.78,65.14,73.5,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,6|2|11.0,57,57,10.53,59.65,90.48,57,28.07,60.35,73.31,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,2|2|10.0,96,96,6.25,36.25,63.69,96,25.0,60.21,73.21,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,1|5|9.0,74,74,2.7,26.49,25.23,74,25.68,94.59,72.97,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,2|5|5.0,77,77,3.9,61.3,25.19,77,28.57,73.38,72.9,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,2|2|4.0,88,88,12.5,74.2,81.87,88,29.55,69.32,72.76,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,1|5|3.0,85,85,14.12,74.47,87.11,85,30.59,83.76,72.47,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,3|2|8.0,86,86,10.47,40.93,76.7,86,29.07,80.81,72.19,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,6|5|9.0,51,51,15.69,160.0,108.44,51,31.37,95.1,72.1,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,6|2|9.0,72,72,5.56,12.5,42.22,72,27.78,83.19,71.77,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,3|2|10.0,91,91,10.99,142.2,118.18,91,25.27,73.3,71.61,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,4|5|12.0,52,52,7.69,57.12,73.12,52,25.0,64.42,71.01,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,7|5|7.0,50,50,14.0,116.6,105.51,50,28.0,75.4,70.83,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,5|2|7.0,90,90,12.22,143.78,81.64,90,31.11,81.0,70.74,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,6|2|2.0,85,85,14.12,102.0,81.75,85,30.59,62.59,70.16,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,5|5|7.0,63,63,9.52,71.75,64.86,63,28.57,58.41,69.84,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,7|2|3.0,54,54,16.67,63.15,87.36,54,33.33,50.74,69.62,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,6|2|7.0,68,68,11.76,66.18,77.3,68,29.41,66.18,69.57,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,1|5|4.0,91,91,7.69,42.31,72.99,91,24.18,64.51,69.48,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,1|2|7.0,92,92,7.61,69.78,74.57,92,25.0,77.93,69.24,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,4|5|6.0,74,74,5.41,24.73,38.82,74,28.38,56.22,68.14,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,3|2|9.0,74,74,10.81,111.49,87.6,74,25.68,61.22,67.98,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,5|2|10.0,72,72,2.78,11.11,25.12,72,23.61,62.92,67.68,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,3|5|9.0,51,51,7.84,90.2,75.45,51,23.53,98.82,67.53,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,4|2|8.0,79,79,8.86,52.78,56.15,79,29.11,61.77,67.35,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,1|2|15.0,50,50,10.0,93.2,134.76,50,20.0,71.2,66.75,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,5|5|8.0,61,61,4.92,18.85,35.77,61,26.23,56.89,66.33,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,8|2|2.0,64,64,9.38,135.62,51.63,64,32.81,97.34,66.05,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,3|5|5.0,74,74,12.16,58.51,90.75,74,25.68,63.51,65.77,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,2|2|9.0,111,111,9.01,71.89,69.93,111,25.23,55.68,65.4,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,7|2|2.0,79,79,11.39,38.1,59.87,79,31.65,65.57,65.26,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,4|2|12.0,67,67,7.46,74.03,92.12,67,19.4,90.9,65.22,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,7|2|7.0,66,66,7.58,56.06,77.47,66,24.24,57.12,64.82,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,3|2|11.0,64,64,7.81,45.78,78.73,64,23.44,56.56,64.78,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,4|2|7.0,75,75,9.33,52.67,72.29,75,26.67,50.8,64.52,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,6|2|5.0,62,62,11.29,107.9,70.51,62,29.03,65.97,64.48,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,3|5|6.0,79,79,11.39,63.16,81.39,79,25.32,61.52,63.73,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,1|5|6.0,85,85,8.24,48.0,68.33,85,22.35,67.06,62.7,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,5|2|11.0,55,55,3.64,42.18,32.03,55,21.82,64.0,62.23,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,4|2|1.0,111,111,6.31,14.23,33.7,111,28.83,51.08,61.29,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,2|5|14.0,68,68,2.94,12.79,35.69,68,19.12,74.26,60.81,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,6|2|10.0,55,55,5.45,136.55,54.79,55,20.0,99.27,60.69,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,3|5|14.0,54,54,5.56,55.0,52.59,54,20.37,57.41,60.45,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,1|2|10.0,79,79,6.33,57.22,73.13,79,20.25,61.14,60.43,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,6|5|7.0,58,58,8.62,33.62,57.81,58,25.86,67.07,60.19,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,1|2|12.0,88,88,3.41,15.8,42.39,88,19.32,65.11,59.5,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,1|5|14.0,65,65,4.62,32.31,52.55,65,18.46,60.15,58.7,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,2|2|5.0,90,90,6.67,24.67,46.81,90,23.33,48.33,58.06,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,7|5|3.0,57,57,10.53,39.3,58.59,57,26.32,72.28,57.89,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,2|2|14.0,58,58,3.45,27.76,37.22,58,18.97,62.93,57.45,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,7|2|5.0,65,65,10.77,70.31,73.3,65,24.62,48.0,56.76,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,8|5|5.0,54,54,9.26,39.81,61.51,54,24.07,47.59,56.63,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,2|2|6.0,86,86,9.3,61.16,71.3,86,22.09,63.95,55.87,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,2|5|13.0,62,62,3.23,11.94,31.54,62,17.74,44.35,54.47,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,8|2|10.0,59,59,6.78,59.66,66.66,59,18.64,36.78,53.77,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,5|5|6.0,55,55,9.09,44.73,62.17,55,21.82,63.64,51.29,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,8|2|3.0,60,60,6.67,35.83,34.27,60,25.0,45.67,50.3,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,1|5|13.0,81,81,3.7,9.88,43.63,81,13.58,37.16,42.75,80.21,86.58
3,SURFACE_2_ダ,manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,1|2|13.0,53,53,3.77,29.43,48.47,53,11.32,23.21,37.34,80.21,86.58
3,SURFACE_2_ダ_1勝クラス,kyakushitsu+gekiso_juni+uma_deokure_ritsu,2|1.0|0.0,130,130,23.85,95.54,98.92,130,48.46,99.46,88.06,82.16,87.43
3,SURFACE_2_ダ_1勝クラス,kyakushitsu+gekiso_juni+uma_deokure_ritsu,2|3.0|0.0,104,104,11.54,66.63,72.06,104,37.5,92.88,87.25,82.16,87.43
3,SURFACE_2_ダ_1勝クラス,kyakushitsu+gekiso_juni+uma_deokure_ritsu,2|10.0|0.0,52,52,13.46,222.12,132.43,52,28.85,115.19,84.75,82.16,87.43
3,SURFACE_2_ダ_1勝クラス,kyakushitsu+gekiso_juni+uma_deokure_ritsu,2|2.0|0.0,124,124,12.1,119.68,70.35,124,37.1,104.35,82.23,82.16,87.43
3,SURFACE_2_ダ_1勝クラス,kyakushitsu+gekiso_juni+uma_deokure_ritsu,2|7.0|0.0,63,63,11.11,68.25,116.59,63,25.4,71.59,76.11,82.16,87.43
3,SURFACE_2_ダ_1勝クラス,kyakushitsu+gekiso_juni+uma_deokure_ritsu,2|6.0|0.0,74,74,13.51,111.22,110.29,74,25.68,64.59,75.52,82.16,87.43
3,SURFACE_2_ダ_1勝クラス,kyakushitsu+gekiso_juni+uma_deokure_ritsu,2|4.0|0.0,74,74,10.81,50.95,89.41,74,27.03,59.19,71.8,82.16,87.43
3,SURFACE_2_ダ_1勝クラス,kyakushitsu+gekiso_juni+uma_deokure_ritsu,2|5.0|0.0,85,85,10.59,64.12,72.49,85,29.41,82.59,71.7,82.16,87.43
3,SURFACE_2_ダ_1勝クラス,kyakushitsu+gekiso_juni+uma_deokure_ritsu,1|1.0|0.0,57,57,24.56,107.02,99.36,57,36.84,72.63,68.7,82.16,87.43
3,SURFACE_2_ダ_1勝クラス,kyakushitsu+gekiso_juni+uma_deokure_ritsu,1|2.0|0.0,54,54,20.37,97.04,90.29,54,33.33,63.15,67.38,82.16,87.43
3,SURFACE_2_ダ_1勝クラス,kyakushitsu+gekiso_juni+uma_deokure_ritsu,2|8.0|0.0,53,53,3.77,15.47,37.8,53,20.75,82.45,66.5,82.16,87.43
3,SURFACE_2_ダ_1勝クラス,kyakushitsu+gekiso_juni+uma_deokure_ritsu,2|9.0|0.0,61,61,4.92,25.9,54.8,61,11.48,27.05,36.25,82.16,87.43
3,SURFACE_2_ダ_OP重賞,kyori_kubun+kyakushitsu+pace_shisu_juni,マイル|3|12.0,51,51,5.88,36.08,57.83,51,33.33,106.08,98.89,81.86,88.73
3,SURFACE_2_ダ_OP重賞,kyori_kubun+kyakushitsu+pace_shisu_juni,中距離|1|1.0,88,88,18.18,93.18,108.01,88,39.77,92.05,95.31,81.86,88.73
3,SURFACE_2_ダ_OP重賞,kyori_kubun+kyakushitsu+pace_shisu_juni,中距離|2|3.0,109,109,12.84,168.35,100.18,109,34.86,111.93,92.17,81.86,88.73
3,SURFACE_2_ダ_OP重賞,kyori_kubun+kyakushitsu+pace_shisu_juni,中距離|2|6.0,88,88,13.64,76.7,100.91,88,34.09,83.98,90.81,81.86,88.73
3,SURFACE_2_ダ_OP重賞,kyori_kubun+kyakushitsu+pace_shisu_juni,中距離|4|11.0,66,66,1.52,13.79,26.86,66,22.73,108.33,90.77,81.86,88.73
3,SURFACE_2_ダ_OP重賞,kyori_kubun+kyakushitsu+pace_shisu_juni,短距離|2|3.0,53,53,11.32,73.58,110.75,53,30.19,89.25,89.91,81.86,88.73
3,SURFACE_2_ダ_OP重賞,kyori_kubun+kyakushitsu+pace_shisu_juni,マイル|3|11.0,79,79,7.59,51.14,82.16,79,27.85,85.82,88.97,81.86,88.73
3,SURFACE_2_ダ_OP重賞,kyori_kubun+kyakushitsu+pace_shisu_juni,短距離|2|2.0,58,58,10.34,107.76,89.96,58,31.03,102.41,87.93,81.86,88.73
3,SURFACE_2_ダ_OP重賞,kyori_kubun+kyakushitsu+pace_shisu_juni,マイル|3|7.0,63,63,3.17,14.92,34.94,63,28.57,101.11,87.6,81.86,88.73
3,SURFACE_2_ダ_OP重賞,kyori_kubun+kyakushitsu+pace_shisu_juni,短距離|1|1.0,59,59,18.64,127.29,125.82,59,33.9,85.76,86.32,81.86,88.73
