phase,segment,combo,bin_key,n_horses,tansho_n,tansho_hit_rate,tansho_roi_raw,tansho_roi_corr,fukusho_n,fukusho_hit_rate,fukusho_roi_raw,fukusho_roi_corr,combo_clb,combo_mean_roi
4,COURSE_27_04_芝_中距離,pace_yoso+uma_start_shisu+tenkai_kigo_code+kyakushitsu,H|0.0|0|2,208,208,9.62,118.99,94.48,208,26.44,83.32,79.15,80.45,86.37
4,COURSE_27_07_芝_中距離,uma_deokure_ritsu+pace_yoso+kyori_tekisei+omo_tekisei_code,0.0|H|2|3,137,137,10.22,65.77,81.47,137,29.93,74.53,79.07,80.33,84.05
4,KEIBAJO_SURFACE_05_芝,kyori_tekisei_2+kyori_kubun+kyori_tekisei+uma_deokure_ritsu,5|マイル|1|0.0,189,189,9.52,89.89,79.61,189,28.04,77.14,79.04,81.92,86.53
4,GLOBAL_条件戦,kyori_tekisei_2+pace_yoso+kyori_kubun+kyori_tekisei,2|H|マイル|5,166,166,21.69,59.52,70.91,166,48.8,66.63,79.04,81.49,89.35
4,COURSE_27_06_ダ_短距離,pace_yoso+da_tekisei_code+uma_start_shisu+gekiso_juni,H|2|0.0|1.0,193,193,22.8,74.4,93.85,193,41.45,72.49,79.01,80.97,84.71
4,KEIBAJO_SURFACE_09_ダ_条件戦,uma_deokure_ritsu+kyakushitsu+ichi_shisu_juni+hizume_code,0.0|1|1.0|10,197,197,15.23,56.35,69.78,197,42.13,80.1,78.98,80.86,84.27
4,COURSE_27_08_芝_中距離,kyori_tekisei+hizume_code+omo_tekisei_code+uma_start_shisu,2|22|3|0.0,213,213,12.21,102.25,79.64,213,35.68,88.87,78.8,85.42,86.14
4,COURSE_27_04_芝_中距離,pace_yoso+uma_start_shisu+tenkai_kigo_code+kyakushitsu,H|0.0|0|3,243,243,9.88,97.86,100.04,243,26.34,84.86,78.74,80.45,86.37
4,KEIBAJO_SURFACE_09_ダ_条件戦,uma_start_shisu+kyakushitsu+ichi_shisu_juni+hizume_code,0.0|1|1.0|10,136,136,17.65,48.97,81.67,136,41.18,81.1,78.72,81.84,85.64
4,COURSE_27_04_芝_短距離,pace_yoso+tenkai_kigo_code+kishu_shisu+kyakushitsu,H|0|0.2|2,153,153,1.96,60.65,63.26,153,9.8,70.92,78.71,84.55,96.93
4,COURSE_27_08_芝_マイル,pace_yoso+joken_class_code+hizume_code+uma_start_shisu,M|0|10|0.0,157,157,10.83,77.07,84.52,157,30.57,78.6,78.45,81.71,85.59
4,KEIBAJO_SURFACE_04_ダ_条件戦,pace_yoso+uma_start_shisu+uma_deokure_ritsu+hizume_code,H|0.0|0.0|10,178,178,9.55,50.56,81.19,178,29.78,72.58,78.35,80.41,84.83
4,KEIBAJO_SURFACE_05_芝,hizume_code+rotation+uma_deokure_ritsu+kyakushitsu,23|2.0|0.0|3,133,133,11.28,63.61,77.02,133,33.08,79.4,78.32,80.19,84.18
4,KEIBAJO_SURFACE_05_芝,kyori_tekisei_2+joken_class_code+uma_deokure_ritsu+shiba_tekisei_code,2|9|0.0|1,146,146,9.59,48.01,76.27,146,29.45,65.75,78.19,80.34,93.42
4,KEIBAJO_SURFACE_09_ダ_新馬,kyuyo_riyu_bunrui_code+kyori_kubun+pace_yoso+omo_tekisei_code,01|マイル|H|1,161,161,9.32,87.33,86.67,161,26.71,81.68,78.18,80.57,86.33
4,SURFACE_2_ダ_条件戦,pace_yoso+manken_shirushi+keibajo_code+hizume_code,M|3|09|10,170,170,12.35,78.06,81.85,170,35.88,79.29,77.51,80.41,83.35
4,KEIBAJO_SURFACE_06_ダ_条件戦,kyori_tekisei+rotation+tenkai_kigo_code+agari_shisu_juni,0|2.0|3|2.0,157,157,9.55,65.48,75.75,157,33.12,84.71,77.42,80.55,86.62
4,SURFACE_2_ダ_条件戦,pace_yoso+manken_shirushi+keibajo_code+hizume_code,H|3|06|23,143,143,11.19,32.94,67.86,143,34.27,89.44,77.27,80.41,83.35
4,COURSE_27_07_芝_長距離,joken_class_code+kyori_tekisei+kyakushitsu+omo_tekisei_code,1|2|3|3,133,133,11.28,60.68,92.86,133,29.32,85.26,77.23,80.3,93.55
4,KEIBAJO_SURFACE_09_ダ_条件戦,uma_deokure_ritsu+omo_tekisei_code+manken_shirushi+hizume_code,0.0|2|3|10,132,132,12.88,48.11,69.56,132,39.39,76.21,77.17,81.22,86.45
4,KEIBAJO_SURFACE_08_ダ_条件戦,uma_deokure_ritsu+uma_start_shisu+pace_yoso+kishu_shisu,0.0|0.0|M|0.4,146,146,4.11,119.32,128.97,146,17.12,98.63,76.99,84.43,88.57
4,COURSE_27_04_芝_中距離,pace_yoso+uma_start_shisu+tenkai_kigo_code+kyakushitsu,M|0.0|0|3,152,152,8.55,164.08,87.38,152,26.32,92.04,76.81,80.45,86.37
4,KEIBAJO_SURFACE_06_芝_1勝クラス,kyori_tekisei+omo_tekisei_code+tenkai_kigo_code+kyakushitsu,2|2|0|3,141,141,9.93,145.39,111.18,141,24.82,69.36,76.64,80.34,86.82
4,COURSE_27_09_ダ_短距離,joken_class_code+uma_start_shisu+hizume_code+da_tekisei_code,0|0.0|10|3,173,173,5.2,82.2,81.66,173,23.12,86.82,76.41,80.64,85.76
4,KEIBAJO_SURFACE_07_ダ,manken_shirushi+da_tekisei_code+uma_deokure_ritsu+kyori_tekisei,4|2|0.0|2,138,138,18.84,123.26,95.03,138,38.41,93.48,76.34,80.03,83.6
4,GLOBAL_条件戦,kyori_tekisei_2+manken_shirushi+umakigo_code+kyori_tekisei,5|1|00|1,139,139,21.58,57.55,79.76,139,42.45,62.59,76.31,87.83,92.13
4,COURSE_27_02_芝_短距離,kyori_tekisei+umakigo_code+uma_start_shisu+ls_shisu_juni,1|00|0.0|4.0,283,283,6.36,82.65,82.49,283,22.61,87.53,76.05,82.68,85.99
4,GLOBAL_条件戦,kyori_tekisei_2+kyori_kubun+umakigo_code+kyori_tekisei,5|中距離|00|2,228,228,13.6,49.91,71.8,228,37.28,70.26,75.53,83.16,88.05
4,KEIBAJO_SURFACE_07_芝,pace_yoso+agari_shisu_juni+pace_shisu_juni+umakigo_code,M|7.0|7.0|00,132,132,3.79,101.36,81.05,132,18.94,117.2,75.26,81.9,83.26
4,COURSE_27_08_芝_長距離,pace_yoso+hizume_code+shiba_tekisei_code+kyori_tekisei,H|22|2|2,179,179,8.38,44.75,71.33,179,29.05,71.62,75.26,81.66,86.44
4,COURSE_27_08_ダ_短距離,uma_start_shisu+kyakushitsu+da_tekisei_code+uma_deokure_ritsu,0.0|2|2|0.0,263,263,12.17,57.53,77.33,263,31.94,69.58,75.09,80.48,83.58
4,KEIBAJO_SURFACE_08_ダ_条件戦,uma_deokure_ritsu+uma_start_shisu+pace_yoso+kishu_shisu,0.0|0.0|M|0.2,154,154,3.25,178.25,168.21,154,11.04,154.16,74.05,84.43,88.57
4,COURSE_27_05_ダ_マイル,da_tekisei_code+joshodo_code+ten_shisu_juni+pace_shisu_juni,2|3|3.0|2.0,151,151,14.57,47.22,81.41,151,34.44,70.99,74.02,80.29,84.66
4,GLOBAL_条件戦,kyori_tekisei_2+umakigo_code+keibajo_code+kyori_tekisei,2|00|04|5,140,140,17.14,59.14,69.67,140,41.43,64.64,73.52,82.15,92.58
4,SURFACE_2_ダ_条件戦,pace_yoso+manken_shirushi+keibajo_code+hizume_code,H|1|06|23,151,151,15.23,108.08,86.29,151,31.79,76.03,72.63,80.41,83.35
4,KEIBAJO_SURFACE_05_芝,kyori_tekisei_2+pace_yoso+kyori_kubun+uma_deokure_ritsu,5|H|マイル|0.0,141,141,9.93,61.13,86.71,141,25.53,69.29,72.42,80.26,83.22
4,SURFACE_2_ダ_条件戦,pace_yoso+manken_shirushi+keibajo_code+hizume_code,M|6|09|10,169,169,10.65,102.25,78.37,169,31.95,70.89,72.36,80.41,83.35
4,KEIBAJO_SURFACE_09_ダ_新馬,kyuyo_riyu_bunrui_code+kyori_kubun+pace_yoso+omo_tekisei_code,01|中距離|H|1,205,205,7.8,93.95,67.93,205,25.85,82.63,71.06,80.57,86.33
4,SURFACE_2_ダ_条件戦,pace_yoso+manken_shirushi+keibajo_code+hizume_code,M|7|09|10,141,141,7.8,63.97,75.5,141,26.24,70.43,69.59,80.41,83.35
4,COURSE_27_08_ダ_短距離,uma_start_shisu+kyakushitsu+da_tekisei_code+uma_deokure_ritsu,0.0|2|3|0.0,176,176,6.82,98.92,95.22,176,21.59,78.47,69.17,80.48,83.58
4,COURSE_27_10_芝_中距離,pace_yoso+hizume_code+joken_class_code+kyakushitsu,H|23|1|3,135,135,8.89,105.63,96.74,135,19.26,71.41,59.97,81.78,86.68
