phase,segment,combo,bin_key,n_horses,sample_bucket,is_existing_bin,is_possible_bin_if_determinable,should_count_for_adoption_judgement,note
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1049.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,11627.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1587.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,902.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,2174.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,3857.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,699.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,759.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,4551.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1525.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,11921.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,2691.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,4480.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,5975.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,5073.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,7868.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,7504.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,2224.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,13636.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,2480.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1425.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,6373.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,7218.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1344.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,2660.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,722.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1556.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,6349.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,3345.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,2005.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1850.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,91.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,5707.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,11822.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,3250.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1854.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,2129.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,4451.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,2448.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,4410.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,5927.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,4508.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,69.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1598.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1790.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1565.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,2502.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1418.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,2846.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,7551.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,6157.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1692.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1410.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1400.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,4735.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,12975.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,13362.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,712.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1019.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,6947.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,5615.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1390.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,377.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,9197.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,5322.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,797.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,891.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,3101.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,2200.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1477.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,6537.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,3242.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,941.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,6381.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1202.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,7146.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,14301.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1316.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,3335.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,6149.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,497.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,577.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,903.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,644.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,3852.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1880.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,3217.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,4498.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,11365.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1462.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,5499.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1341.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,4122.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,7280.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1017.0,5,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,744.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,842.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1175.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,679.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,559.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,649.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,901.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,217.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1112.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,779.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,801.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,399.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,988.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,963.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,764.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,773.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,476.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1197.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,389.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1047.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,914.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,802.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,183.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1002.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,897.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,692.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1043.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,777.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,823.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1125.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,829.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1096.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,896.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,828.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,806.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1379.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,2550.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,4421.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,6169.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,2097.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,643.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1615.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,2262.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,4920.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1557.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1830.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,3732.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1305.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,4432.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1391.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,5064.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1930.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,8362.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,5380.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,831.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,3723.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,2241.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1460.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1071.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,4320.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,5894.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,2595.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1084.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,184.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,794.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,2964.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,846.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,351.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,3444.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1937.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,2470.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,4772.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,671.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1300.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,5403.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,204.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,934.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,3065.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1244.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,2048.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1064.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,616.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,873.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,3408.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,2739.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1253.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,2327.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,30.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1575.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1236.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,4121.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,5206.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,519.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,6118.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,8932.0,6,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1290.0,7,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,864.0,7,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1220.0,7,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,115.0,7,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1250.0,7,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1495.0,7,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,2037.0,7,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,393.0,7,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1012.0,7,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,329.0,7,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,726.0,7,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1098.0,7,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,344.0,7,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,811.0,7,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1058.0,7,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1628.0,7,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,592.0,7,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,279.0,7,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1033.0,7,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1185.0,7,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,747.0,7,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1093.0,7,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1355.0,7,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,729.0,7,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,2164.0,7,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,921.0,7,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,817.0,7,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,796.0,7,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,92.0,7,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,6638.0,7,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1235.0,7,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,4832.0,7,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1223.0,7,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,3819.0,7,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,4679.0,7,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,3975.0,7,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,4680.0,7,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,6920.0,7,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,16201.0,7,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,7662.0,7,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,4216.0,7,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1925.0,7,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,969.0,7,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1325.0,7,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1755.0,7,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,3830.0,7,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,8047.0,7,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1068.0,7,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,15371.0,7,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,406.0,7,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,589.0,7,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,3740.0,7,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,843.0,7,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,6130.0,7,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,203.0,7,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1913.0,7,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1180.0,7,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1149.0,7,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,4740.0,7,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,723.0,7,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,3503.0,7,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,4075.0,7,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,9571.0,7,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,10155.0,7,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,5656.0,7,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,10922.0,7,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,7008.0,7,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,2931.0,7,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1037.0,7,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,10335.0,7,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,426.0,7,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,4212.0,7,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,627.0,8,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,978.0,8,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,882.0,8,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1345.0,8,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1295.0,8,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,871.0,8,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,924.0,8,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1165.0,8,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,614.0,8,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,987.0,8,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1234.0,8,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,721.0,8,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,819.0,8,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,789.0,8,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,868.0,8,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,409.0,8,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,768.0,8,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,494.0,8,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,563.0,8,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1008.0,8,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,734.0,8,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,758.0,8,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1018.0,8,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,748.0,8,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1105.0,8,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,514.0,8,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1554.0,8,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1011.0,8,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,289.0,8,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1997.0,8,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,886.0,8,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1815.0,8,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,236.0,8,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,46.0,8,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1560.0,8,1_9,True,True,True,
1,GLOBAL_条件戦,kakutoku_shokin_ruikei,1150.0,8,1_9,True,True,True,
