segment,factors,type,grade,n_factors,is_cross,has_shirushi,orig_avg_place_roi,orig_total_samples,orig_pass_rate,n_valid_bets,mean_place_roi,std_individual,conservative_roi_lb,filter1_pass,oot_n_bets,oot_mean_roi,oot_conservative_roi,oot_roi_2023,oot_roi_2024,oot_roi_2025,oot_min_yearly_roi,filter2_pass,oot_skip_reason,cross_gain,filter3_pass,shirushi_filter_applied,best_shirushi_clb,optimal_odds_threshold,optimal_rank_threshold,shirushi_market_gap_roi,filter4_pass,all_pass,scaling_raw_score
KEIBAJO_SURFACE_07_芝,kijun_odds_tansho,numeric,C,1,False,False,75.6,17129,0.6154,2992,84.01,88.64,80.84,True,1236,80.34,75.3,78.5,84.7,79.5,78.5,True,,,True,False,,,,,True,True,-14.16
KEIBAJO_SURFACE_07_芝,joa_odds_shisu,numeric,C,1,False,False,75.6,17129,0.6154,2992,84.01,88.64,80.84,True,1236,80.34,75.3,78.5,84.7,79.5,78.5,True,,,True,False,,,,,True,True,-14.16
SURFACE_2_ダ,bac_tosu+shirushi_code_2,combo,C,2,True,True,81.4,93283,0.6111,92914,80.92,143.22,80.0,True,27731,80.99,79.36,81.6,80.8,80.6,80.6,True,,0.01,True,True,78.77,10.0,3.0,80.04,True,True,-15.0
GLOBAL,rotation+shirushi_code_2,combo,B,2,True,True,79.8,174713,0.6048,169823,80.48,141.89,79.81,True,50427,80.62,79.42,80.6,80.7,80.7,80.6,True,,0.01,True,True,78.42,10.0,3.0,79.35,True,True,-15.19
SURFACE_2_ダ,rotation+shirushi_code_2,combo,A,2,True,True,79.9,87387,0.602,83548,81.28,144.86,80.3,True,24720,81.36,79.61,82.0,80.6,81.2,80.6,True,,0.31,True,True,79.08,10.0,3.0,80.43,True,True,-14.7
SURFACE_2_ダ,shirushi_code_2+taikei_dou,combo,A,2,True,True,81.2,85704,0.6,83750,81.11,144.11,80.13,True,25044,81.25,79.52,81.6,80.7,81.3,80.7,True,,0.25,True,True,78.93,5.0,3.0,80.19,True,True,-14.87
SURFACE_2_ダ,sanchimei+shirushi_code_2,combo,B,2,True,True,78.3,93283,0.6,90809,80.99,143.31,80.05,True,27043,81.04,79.39,81.7,80.5,80.8,80.5,True,,-0.0,True,True,78.72,5.0,3.0,79.92,True,True,-14.95
SURFACE_2_ダ,prev1_corner4+shirushi_code_2,combo,C,2,True,True,80.5,87384,0.5978,86885,81.09,144.17,80.13,True,25677,81.33,79.62,81.6,81.2,81.0,81.0,True,,0.22,True,True,78.93,10.0,3.0,80.25,True,True,-14.87
GLOBAL,kishu_shisu+manken_shirushi,combo,C,2,True,False,82.1,227411,0.5962,225608,79.83,177.4,79.09,True,67278,79.55,78.24,79.2,80.3,79.1,79.1,True,,0.01,True,False,,,,,True,True,-15.91
SURFACE_2_ダ,chokyo_yajirushi_code+manken_shirushi,combo,C,2,True,False,80.8,111609,0.5938,111597,80.12,178.44,79.07,True,33075,79.9,78.02,78.1,80.6,80.8,78.1,True,,0.0,True,False,,,,,True,True,-15.93
GLOBAL,chokyo_yajirushi_code+manken_shirushi,combo,C,2,True,False,80.3,227411,0.5938,227393,79.87,176.86,79.15,True,68008,79.55,78.25,79.2,80.3,79.2,79.2,True,,0.0,True,False,,,,,True,True,-15.85
GLOBAL,kyusha_hyoka_code+manken_shirushi,combo,C,2,True,False,79.4,227411,0.5938,227411,79.87,176.86,79.15,True,68010,79.55,78.25,79.2,80.3,79.2,79.2,True,,0.0,True,False,,,,,True,True,-15.85
SURFACE_2_ダ,shirushi_code_2+taikei_tomo,combo,A,2,True,True,80.6,82876,0.5923,81456,80.95,144.11,79.97,True,24720,81.18,79.43,81.6,81.2,80.9,80.9,True,,0.05,True,True,78.63,5.0,3.0,79.91,True,True,-15.03
KEIBAJO_SURFACE_05_芝,kijun_odds_tansho,numeric,C,1,False,False,73.2,24227,0.5915,10262,83.9,105.1,81.86,True,3040,84.76,80.75,88.4,84.9,86.7,84.9,True,,,True,False,,,,,True,True,-13.14
KEIBAJO_SURFACE_05_芝,joa_odds_shisu,numeric,C,1,False,False,73.2,24227,0.5915,10262,83.9,105.1,81.86,True,3040,84.76,80.75,88.4,84.9,86.7,84.9,True,,,True,False,,,,,True,True,-13.14
SURFACE_2_ダ,manken_shirushi+shirushi_code_1,combo,C,2,True,True,80.1,78079,0.5893,78079,80.66,146.06,79.64,True,23463,80.62,78.76,80.6,80.8,80.4,80.4,True,,0.55,True,True,78.19,5.0,3.0,79.47,True,True,-15.36
SURFACE_2_ダ,bataiju_change_bin+shirushi_code_2,combo,B,2,True,True,81.5,87353,0.5833,86817,81.02,144.18,80.06,True,25742,81.14,79.44,81.6,80.9,80.9,80.9,True,,0.16,True,True,78.86,10.0,3.0,80.18,True,True,-14.94
GLOBAL,prev1_keibajo+shirushi_code_2,combo,B,2,True,True,81.2,174709,0.5833,173475,80.43,141.52,79.77,True,51541,80.49,79.31,80.4,80.4,80.6,80.4,True,,-0.0,True,True,78.42,10.0,3.0,79.35,True,True,-15.23
SURFACE_2_ダ,shirushi_code_2+yy_int,combo,C,2,True,True,80.9,93283,0.5833,93283,80.9,143.25,79.98,True,27755,80.99,79.36,81.6,80.8,80.6,80.6,True,,0.0,True,True,78.75,10.0,3.0,80.02,True,True,-15.02
SURFACE_2_ダ,manken_shirushi+shirushi_code_2,combo,C,2,True,True,80.4,67981,0.5833,67981,81.41,143.07,80.33,True,20440,80.62,78.72,80.7,81.0,80.2,80.2,True,,0.51,True,True,78.87,5.0,3.0,80.27,True,True,-14.67
SURFACE_2_ダ,prev1_kyakushitsu+shirushi_code_2,combo,C,2,True,True,80.4,87384,0.5833,87350,81.08,144.33,80.13,True,25887,81.17,79.47,81.6,81.0,81.0,81.0,True,,0.18,True,True,78.88,10.0,3.0,80.21,True,True,-14.87
GLOBAL,shirushi_code_2+yy_int,combo,C,2,True,True,80.4,192442,0.5833,192442,80.45,141.0,79.82,True,57438,80.52,79.4,80.7,80.5,80.3,80.3,True,,0.0,True,True,78.47,10.0,3.0,79.35,True,True,-15.18
SURFACE_2_ダ,shirushi_code_2+wakuban,combo,C,2,True,True,80.3,93283,0.5833,93283,80.9,143.25,79.98,True,27755,80.99,79.36,81.6,80.8,80.6,80.6,True,,0.0,True,True,78.75,10.0,3.0,80.02,True,True,-15.02
GLOBAL,prev1_kyakushitsu+shirushi_code_2,combo,C,2,True,True,80.1,174709,0.5833,174509,80.45,141.84,79.78,True,51860,80.49,79.3,80.5,80.5,80.5,80.5,True,,0.01,True,True,78.44,10.0,3.0,79.36,True,True,-15.22
SURFACE_2_ダ,hobokusaki_rank+manken_shirushi,combo,C,2,True,False,80.2,106426,0.575,106426,80.27,178.12,79.2,True,31998,80.1,78.19,78.4,80.9,81.0,78.4,True,,0.16,True,False,,,,,True,True,-15.8
SURFACE_2_ダ,kyakushitsu+manken_shirushi,combo,C,2,True,False,79.6,111605,0.575,111605,80.12,178.44,79.07,True,33194,79.96,78.08,78.2,80.8,80.9,78.2,True,,0.0,True,False,,,,,True,True,-15.93
SURFACE_2_ダ,shirushi_code_1+uma_deokure_ritsu,combo,A,2,True,True,78.6,101510,0.5749,91764,80.62,145.74,79.68,True,26927,81.05,79.33,80.9,80.4,81.2,80.4,True,,0.27,True,True,78.17,8.0,3.0,79.39,True,True,-15.32
GLOBAL,prev2_chakujun+shirushi_code_5,combo,B,2,True,True,80.6,158068,0.5729,157550,80.0,135.7,79.33,True,46682,79.46,78.27,79.7,80.2,78.3,78.3,True,,0.08,True,True,78.03,10.0,3.0,78.97,True,True,-15.67
SURFACE_2_ダ,kyori+shirushi_code_1,combo,C,2,True,True,80.8,108475,0.5714,108206,80.08,145.68,79.21,True,32150,80.72,79.12,81.4,80.1,80.5,80.1,True,,0.02,True,True,78.02,10.0,3.0,79.18,True,True,-15.79
SURFACE_2_ダ,kyi_kyusha_rank+shirushi_code_2,combo,C,2,True,True,80.2,93244,0.5714,93130,80.91,143.28,79.99,True,27714,80.96,79.32,81.7,80.7,80.5,80.5,True,,0.0,True,True,78.76,10.0,3.0,80.04,True,True,-15.01
SURFACE_2_ダ,prev2_chakujun+shirushi_code_1,combo,C,2,True,True,80.3,94669,0.5701,94096,80.41,145.93,79.47,True,27593,80.85,79.15,82.2,80.0,80.3,80.0,True,,0.33,True,True,78.27,10.0,3.0,79.52,True,True,-15.53
SURFACE_2_ダ,prev1_chakujun+shirushi_code_2,combo,B,2,True,True,81.5,87384,0.5696,86353,81.03,144.13,80.06,True,25543,81.21,79.51,81.6,81.0,81.0,81.0,True,,0.19,True,True,78.84,10.0,3.0,80.17,True,True,-14.94
SURFACE_2_芝,nyukyu_nannichimae+shirushi_code_5,combo,A,2,True,True,79.6,52304,0.5669,45670,81.63,136.19,80.38,True,15367,80.76,78.7,82.0,81.8,78.0,78.0,True,,1.43,True,True,78.43,15.0,3.0,80.16,True,True,-14.62
GLOBAL,joken_class_code+shirushi_code_2,combo,C,2,True,True,79.4,192442,0.5667,192442,80.45,141.0,79.82,True,57438,80.52,79.4,80.7,80.5,80.3,80.3,True,,0.0,True,True,78.47,10.0,3.0,79.35,True,True,-15.18
SURFACE_2_ダ,shirushi_code_2+yoso_juni,combo,B,2,True,True,80.5,93283,0.5663,92544,80.91,142.84,79.99,True,27524,80.95,79.32,81.8,80.6,80.4,80.4,True,,0.0,True,True,78.72,10.0,3.0,80.0,True,True,-15.01
SURFACE_2_ダ,prev3_chakujun+shirushi_code_2,combo,C,2,True,True,80.9,75002,0.5638,74639,81.18,144.31,80.15,True,21757,81.18,79.33,81.7,81.4,80.5,80.5,True,,0.29,True,True,78.94,10.0,3.0,80.37,True,True,-14.85
SURFACE_2_芝,nyukyu_nannichimae+shirushi_code_2,combo,A,2,True,True,80.9,47647,0.5629,41041,82.18,135.67,80.87,True,13989,81.81,79.66,82.6,80.9,81.7,80.9,True,,2.0,True,True,78.85,5.0,3.0,80.55,True,True,-14.13
GLOBAL,shirushi_code_2+taikei_tomo,combo,B,2,True,True,80.8,165480,0.5625,164508,80.47,142.08,79.78,True,50764,80.39,79.2,80.4,80.6,80.3,80.3,True,,0.02,True,True,78.37,10.0,3.0,79.32,True,True,-15.22
SURFACE_2_ダ,shirushi_code_2+umaban_clean,combo,C,2,True,True,80.5,93283,0.5625,93283,80.9,143.25,79.98,True,27755,80.99,79.36,81.6,80.8,80.6,80.6,True,,0.0,True,True,78.75,10.0,3.0,80.02,True,True,-15.02
GLOBAL,shirushi_code_2+wakuban,combo,C,2,True,True,80.2,192442,0.5625,192442,80.45,141.0,79.82,True,57438,80.52,79.4,80.7,80.5,80.3,80.3,True,,0.0,True,True,78.47,10.0,3.0,79.35,True,True,-15.18
SURFACE_2_ダ,prev3_chakujun+shirushi_code_1,combo,B,2,True,True,80.4,86237,0.5596,85778,80.36,145.7,79.38,True,24970,80.38,78.61,81.3,80.2,79.6,79.6,True,,0.31,True,True,78.18,10.0,3.0,79.48,True,True,-15.62
SURFACE_2_ダ,prev2_chakujun+shirushi_code_2,combo,B,2,True,True,81.1,82048,0.5591,81673,81.23,144.55,80.24,True,23920,81.47,79.7,82.4,81.2,80.8,80.8,True,,0.35,True,True,79.07,10.0,3.0,80.44,True,True,-14.76
SURFACE_2_ダ,rotation+shirushi_code_1,combo,B,2,True,True,78.8,101539,0.5556,96711,80.48,146.59,79.55,True,28576,80.95,79.26,81.6,80.0,80.9,80.0,True,,0.29,True,True,78.31,10.0,3.0,79.53,True,True,-15.45
SURFACE_2_芝,nyukyu_nannichimae+shirushi_code_6,combo,A,2,True,True,80.5,52718,0.5513,45927,81.06,127.38,79.9,True,15501,80.22,78.31,81.4,79.8,78.9,78.9,True,,1.31,True,True,78.04,15.0,3.0,79.64,True,True,-15.1
SURFACE_2_ダ,shirushi_code_1+taikei_dou,combo,A,2,True,True,80.3,99507,0.5484,97207,80.3,145.75,79.39,True,29050,80.78,79.11,81.3,80.2,81.0,80.2,True,,0.26,True,True,78.15,5.0,3.0,79.3,True,True,-15.61
SURFACE_2_ダ,manken_shirushi+sanchimei,combo,A,2,True,False,78.1,111609,0.5465,108501,80.32,178.78,79.26,True,32262,80.09,78.18,78.0,80.6,81.3,78.0,True,,0.02,True,False,,,,,True,True,-15.74
GLOBAL,nyukyu_nannichimae+shirushi_code_5,combo,A,2,True,True,78.6,98814,0.5464,92006,81.06,140.39,80.15,True,30723,80.2,78.7,80.2,81.4,78.9,78.9,True,,0.88,True,True,78.53,15.0,3.0,79.78,True,True,-14.85
SURFACE_2_ダ,bac_tosu+manken_shirushi,combo,B,2,True,False,81.1,111609,0.5455,111320,80.13,178.43,79.09,True,33089,79.93,78.05,78.2,80.7,80.9,78.2,True,,0.01,True,False,,,,,True,True,-15.91
SURFACE_2_ダ,sanchimei+shirushi_code_1,combo,B,2,True,True,78.0,108475,0.5455,105668,80.19,145.74,79.31,True,31427,80.85,79.24,81.6,80.2,80.7,80.2,True,,0.04,True,True,78.02,10.0,3.0,79.19,True,True,-15.69
KEIBAJO_SURFACE_08_芝,kijun_odds_tansho,numeric,C,1,False,False,79.2,17759,0.5429,4293,82.42,84.8,79.89,True,2507,79.36,75.34,81.2,78.6,79.2,78.6,True,,,True,False,,,,,True,True,-15.11
KEIBAJO_SURFACE_08_芝,joa_odds_shisu,numeric,C,1,False,False,79.2,17759,0.5429,4293,82.42,84.8,79.89,True,2507,79.36,75.34,81.2,78.6,79.2,78.6,True,,,True,False,,,,,True,True,-15.11
GLOBAL,manken_shirushi+shirushi_code_2,combo,C,2,True,True,80.3,138047,0.5417,138047,80.97,141.0,80.22,True,41462,80.36,79.04,80.3,80.9,79.8,79.8,True,,0.52,True,True,78.7,10.0,3.0,79.71,True,True,-14.78
GLOBAL,prev3_chakujun+shirushi_code_2,combo,C,2,True,True,79.5,147020,0.5417,146529,80.85,143.27,80.11,True,42973,80.84,79.52,80.9,81.2,80.4,80.4,True,,0.38,True,True,78.97,15.0,3.0,79.98,True,True,-14.89
GLOBAL,bac_jouken+manken_shirushi,combo,C,2,True,False,79.2,227411,0.5417,227411,79.87,176.86,79.15,True,68010,79.55,78.25,79.2,80.3,79.2,79.2,True,,0.0,True,False,,,,,True,True,-15.85
SURFACE_2_ダ,kyori_tekisei+manken_shirushi,combo,B,2,True,False,77.4,109921,0.5405,109396,80.19,178.18,79.14,True,31389,80.13,78.22,78.3,80.9,81.5,78.3,True,,0.04,True,False,,,,,True,True,-15.86
SURFACE_2_芝,nyukyu_nannichimae+shirushi_code_3,combo,A,2,True,True,79.8,52523,0.5385,45742,81.26,127.98,80.08,True,15279,80.29,78.35,82.0,79.9,79.3,79.3,True,,1.3,True,True,78.04,5.0,3.0,79.54,True,True,-14.92
GLOBAL,nyukyu_nannichimae+shirushi_code_2,combo,B,2,True,True,79.0,89313,0.5385,82037,81.41,137.91,80.46,True,28028,80.61,79.06,79.9,80.6,81.4,79.9,True,,0.8,True,True,78.73,5.0,3.0,79.94,True,True,-14.54
SURFACE_2_ダ,prev1_chakujun+shirushi_code_1,combo,C,2,True,True,79.8,101534,0.5376,100426,80.19,145.95,79.28,True,29597,80.68,79.03,81.2,80.3,80.6,80.3,True,,0.14,True,True,78.03,10.0,3.0,79.24,True,True,-15.72
GLOBAL,shirushi_code_2+umaban_clean,combo,C,2,True,True,79.6,192442,0.537,192442,80.45,141.0,79.82,True,57411,80.52,79.4,80.8,80.6,80.3,80.3,True,,0.0,True,True,78.47,10.0,3.0,79.35,True,True,-15.18
SURFACE_2_ダ,joho_shisu+shirushi_code_2,combo,B,2,True,True,80.2,93283,0.5362,89485,80.85,144.79,79.91,True,26569,81.14,79.45,81.5,80.7,80.6,80.6,True,,-0.0,True,True,78.72,10.0,3.0,80.01,True,True,-15.09
SURFACE_2_ダ,prev1_kyakushitsu+shirushi_code_1,combo,C,2,True,True,79.7,101534,0.5357,101492,80.2,145.81,79.3,True,30006,80.63,79.0,81.2,80.1,80.6,80.1,True,,0.13,True,True,78.05,10.0,3.0,79.25,True,True,-15.7
SURFACE_2_ダ,hizume_code+shirushi_code_2,combo,B,2,True,True,79.8,86912,0.5341,85476,81.14,144.5,80.17,True,25415,81.14,79.42,81.5,81.0,80.7,80.7,True,,0.2,True,True,78.94,10.0,3.0,80.28,True,True,-14.83
SURFACE_2_ダ,prev1_keibajo+shirushi_code_2,combo,B,2,True,True,83.5,87384,0.5333,86479,81.08,143.86,80.12,True,25619,81.22,79.52,81.7,80.8,81.2,80.8,True,,0.23,True,True,78.92,10.0,3.0,80.25,True,True,-14.88
SURFACE_2_ダ,shirushi_code_2+uma_deokure_ritsu,combo,A,2,True,True,79.6,87365,0.5333,79007,81.47,144.17,80.46,True,23394,81.4,79.63,81.3,81.1,81.4,81.1,True,,0.32,True,True,79.13,10.0,3.0,80.49,True,True,-14.54
SURFACE_2_ダ,bac_tosu+shirushi_code_1,combo,C,2,True,True,80.9,108475,0.5323,108106,80.07,145.61,79.21,True,32189,80.7,79.11,81.3,80.2,80.5,80.2,True,,0.0,True,True,78.0,10.0,3.0,79.16,True,True,-15.79
GLOBAL,shirushi_code_2+uma_deokure_ritsu,combo,A,2,True,True,78.3,174633,0.5316,166362,80.67,141.43,79.99,True,49548,80.57,79.36,80.5,80.9,80.3,80.3,True,,0.03,True,True,78.45,10.0,3.0,79.38,True,True,-15.01
SURFACE_2_芝,nyukyu_nannichimae+shirushi_code_4,combo,B,2,True,True,79.3,53258,0.5287,46600,81.1,123.28,79.98,True,15568,80.98,79.06,81.5,80.6,80.0,80.0,True,,1.25,True,True,78.04,5.0,3.0,79.46,True,True,-15.02
SURFACE_2_ダ,prev1_keibajo+shirushi_code_1,combo,B,2,True,True,80.3,101534,0.5286,100338,80.17,145.39,79.27,True,29651,80.62,78.98,81.2,79.9,80.8,79.9,True,,0.12,True,True,78.03,8.0,3.0,79.23,True,True,-15.73
GLOBAL,prev3_chakujun+shirushi_code_1,combo,A,2,True,True,79.5,169018,0.5268,168417,80.03,143.21,79.35,True,49395,79.99,78.76,80.7,79.4,79.9,79.4,True,,0.32,True,True,78.19,15.0,3.0,79.1,True,True,-15.65
SURFACE_2_ダ,kyusha_hyoka_code+shirushi_code_2,combo,S,2,True,True,78.9,93283,0.5263,93070,80.94,143.31,80.02,True,27670,81.0,79.36,81.6,80.7,80.6,80.6,True,,0.01,True,True,78.76,10.0,3.0,80.03,True,True,-14.98
GLOBAL,kyakushitsu+manken_shirushi,combo,C,2,True,False,79.3,227402,0.525,227402,79.87,176.86,79.15,True,68001,79.56,78.26,79.2,80.3,79.2,79.2,True,,0.0,True,False,,,,,True,True,-15.85
SURFACE_2_ダ,joken_class_code+manken_shirushi,combo,C,2,True,False,78.9,111609,0.525,111609,80.12,178.44,79.07,True,33198,79.95,78.07,78.2,80.8,80.8,78.2,True,,0.0,True,False,,,,,True,True,-15.93
GLOBAL,nyukyu_nannichimae+shirushi_code_3,combo,B,2,True,True,78.5,99172,0.5233,92225,80.89,132.46,80.03,True,30864,79.75,78.33,79.6,79.4,80.4,79.4,True,,0.98,True,True,78.37,15.0,3.0,79.54,True,True,-14.97
SURFACE_2_ダ,manken_shirushi+moshoku_code,combo,A,2,True,False,79.0,111609,0.5208,111259,80.13,178.54,79.08,True,33010,79.98,78.1,78.4,80.7,80.9,78.4,True,,-0.0,True,False,,,,,True,True,-15.92
SURFACE_2_ダ,bac_jouken+manken_shirushi,combo,C,2,True,False,78.9,111609,0.5208,111609,80.12,178.44,79.07,True,33198,79.95,78.07,78.2,80.8,80.8,78.2,True,,0.0,True,False,,,,,True,True,-15.93
GLOBAL,kijun_ninkijun_tansho+manken_shirushi,combo,A,2,True,False,81.4,227411,0.5207,226735,79.9,176.47,79.17,True,67798,79.56,78.26,79.3,80.2,79.1,79.1,True,,0.01,True,False,,,,,True,True,-15.83
GLOBAL,manken_shirushi+shirushi_code_1,combo,C,2,True,True,79.7,158897,0.5179,158897,80.23,143.35,79.53,True,47728,79.98,78.71,80.6,80.2,79.1,79.1,True,,0.36,True,True,78.05,8.0,3.0,78.97,True,True,-15.47
GLOBAL,shirushi_code_2+yoso_juni,combo,B,2,True,True,79.6,192442,0.5161,191965,80.45,140.87,79.82,True,57258,80.59,79.47,80.7,80.6,80.4,80.4,True,,0.01,True,True,78.49,10.0,3.0,79.36,True,True,-15.18
SURFACE_2_ダ,manken_shirushi+prev2_chakujun,combo,B,2,True,False,80.5,97000,0.5156,96755,80.37,177.98,79.24,True,28407,80.34,78.33,79.2,80.8,81.2,79.2,True,,0.25,True,False,,,,,True,True,-15.76
SURFACE_2_ダ,hobokusaki_rank+shirushi_code_1,combo,C,2,True,True,79.5,103226,0.5143,103226,80.24,145.1,79.35,True,30993,80.72,79.11,81.4,80.2,80.6,80.2,True,,0.17,True,True,78.15,10.0,3.0,79.34,True,True,-15.65
GLOBAL,manken_shirushi+yy_int,combo,C,2,True,False,79.8,227411,0.5125,227411,79.87,176.86,79.15,True,68010,79.55,78.25,79.2,80.3,79.2,79.2,True,,0.0,True,False,,,,,True,True,-15.85
SURFACE_2_ダ,manken_shirushi+prev3_chakujun,combo,B,2,True,False,80.8,87705,0.5118,87379,80.3,177.31,79.13,True,25542,80.09,77.96,79.1,81.4,79.6,79.1,True,,0.17,True,False,,,,,True,True,-15.87
GLOBAL,bac_tosu+manken_shirushi,combo,C,2,True,False,78.6,227411,0.5111,227196,79.88,176.9,79.15,True,68010,79.55,78.25,79.2,80.3,79.2,79.2,True,,0.0,True,False,,,,,True,True,-15.85
GLOBAL,prev3_chakujun+shirushi_code_5,combo,B,2,True,True,80.1,142623,0.5104,142128,80.14,135.66,79.44,True,41920,79.56,78.31,80.4,80.3,77.9,77.9,True,,0.22,True,True,78.18,10.0,3.0,79.16,True,True,-15.56
GLOBAL,manken_shirushi+prev3_chakujun,combo,B,2,True,False,80.5,171309,0.5078,170563,80.28,177.6,79.43,True,50420,79.9,78.38,80.2,80.6,78.9,78.9,True,,0.4,True,False,,,,,True,True,-15.57
SURFACE_2_ダ,manken_shirushi+umaban_clean,combo,C,2,True,False,80.2,111609,0.5078,111609,80.12,178.44,79.07,True,33198,79.95,78.07,78.2,80.8,80.8,78.2,True,,0.0,True,False,,,,,True,True,-15.93
GLOBAL,sanchimei+shirushi_code_2,combo,B,2,True,True,79.5,192442,0.5057,189722,80.46,141.0,79.83,True,56757,80.53,79.41,80.7,80.5,80.5,80.5,True,,0.01,True,True,78.48,10.0,3.0,79.36,True,True,-15.17
GLOBAL,kijun_ninkijun_fukusho+manken_shirushi,combo,A,2,True,False,81.4,227411,0.5041,226734,79.9,176.47,79.17,True,67798,79.56,78.26,79.3,80.2,79.1,79.1,True,,0.01,True,False,,,,,True,True,-15.83
SURFACE_2_ダ,manken_shirushi+tenko_code,combo,C,2,True,False,80.3,111609,0.5,111442,80.11,178.44,79.06,True,33172,79.92,78.04,78.1,80.8,80.9,78.1,True,,-0.0,True,False,,,,,True,True,-15.94
