segment,factors,base_3combo,n_valid_bins,n_valid_bets,mean_corrected_roi,std_bin_roi,clb,pass,skip
KEIBAJO_SURFACE_06_芝,kijun_ninkijun_fukusho+prev1_keibajo+shirushi_code_4+yoso_juni,kijun_ninkijun_fukusho+prev1_keibajo+yoso_juni,5,707,85.39,4.09,81.8,True,False
KEIBAJO_SURFACE_10_芝,agari_shisu_juni+goal_juni+goal_sa+tenko_code,agari_shisu_juni+goal_sa+tenko_code,3,519,85.98,3.71,81.78,True,False
KEIBAJO_SURFACE_08_ダ,agari_shisu_juni+goal_juni+prev1_kyakushitsu+tenkai_kigo_code,agari_shisu_juni+goal_juni+prev1_kyakushitsu,7,991,87.53,7.87,81.7,True,False
KEIBAJO_SURFACE_07_ダ,kijun_ninkijun_fukusho+kijun_odds_fukusho+shirushi_code_2+shirushi_code_4,kijun_odds_fukusho+shirushi_code_2+shirushi_code_4,5,913,85.31,4.16,81.67,True,False
KEIBAJO_SURFACE_10_芝,goal_sa+joken_class_code+shutoku_shokin_ruikei+yoso_juni,goal_sa+shutoku_shokin_ruikei+yoso_juni,4,616,84.25,2.66,81.65,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+prev1_kyakushitsu+shirushi_code_3,goal_juni+goal_sa+prev1_kyakushitsu,6,1165,86.22,5.73,81.64,True,False
KEIBAJO_SURFACE_07_ダ,kijun_ninkijun_tansho+kijun_odds_fukusho+prev1_bataiju_bin+shirushi_code_4,kijun_ninkijun_tansho+kijun_odds_fukusho+prev1_bataiju_bin,3,362,87.62,5.29,81.64,True,False
KEIBAJO_SURFACE_10_芝,bac_shubetsu+barei+rotation+yoso_juni,bac_shubetsu+rotation+yoso_juni,3,332,91.94,9.14,81.6,True,False
KEIBAJO_SURFACE_07_ダ,bac_shubetsu+kijun_ninkijun_fukusho+kijun_ninkijun_tansho+kijun_odds_fukusho,bac_shubetsu+kijun_ninkijun_fukusho+kijun_odds_fukusho,14,1734,84.41,5.37,81.59,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+moshoku_code+prev1_keibajo,goal_juni+goal_sa+prev1_keibajo,7,1149,85.3,5.0,81.59,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+kyori_tekisei+prev1_bataiju_bin,goal_juni+goal_sa+prev1_bataiju_bin,6,985,86.74,6.51,81.54,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+prev1_corner4_bin+prev1_keibajo,goal_juni+goal_sa+prev1_keibajo,5,1134,87.83,7.18,81.54,True,False
KEIBAJO_SURFACE_07_ダ,kijun_ninkijun_tansho+kijun_odds_fukusho+shirushi_code_4+yoso_juni,kijun_ninkijun_tansho+kijun_odds_fukusho+yoso_juni,5,854,86.96,6.24,81.48,True,False
KEIBAJO_SURFACE_08_芝,goal_juni+goal_sa+shirushi_code_1+wakuban,goal_juni+goal_sa+wakuban,4,442,87.65,6.29,81.48,True,False
KEIBAJO_SURFACE_08_芝,bac_jouken+goal_juni+goal_sa+shirushi_code_4,bac_jouken+goal_juni+goal_sa,4,603,86.36,5.02,81.44,True,False
KEIBAJO_SURFACE_08_芝,gekiso_juni+goal_sa+hobokusaki_rank+omo_tekisei_code,gekiso_juni+goal_sa+hobokusaki_rank,3,418,87.26,5.16,81.42,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_ninkijun_fukusho+kijun_ninkijun_tansho+kyori_tekisei,goal_juni+kijun_ninkijun_fukusho+kyori_tekisei,15,2420,86.23,9.56,81.39,True,False
KEIBAJO_SURFACE_02_芝,bac_juryo_shubetsu_code+dochu_juni+ichi_shisu_juni+kohan_3f_juni,dochu_juni+ichi_shisu_juni+kohan_3f_juni,3,404,85.3,3.46,81.38,True,False
KEIBAJO_SURFACE_03_芝,bac_juryo_shubetsu_code+goal_sa+joken_class_code+sanchimei,goal_sa+joken_class_code+sanchimei,4,437,85.69,4.44,81.34,True,False
KEIBAJO_SURFACE_08_芝,dochu_sa+hizume_code+hobokusaki_rank+ten_shisu_juni,dochu_sa+hizume_code+ten_shisu_juni,3,362,87.99,5.88,81.33,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+omo_tekisei_code+prev1_keibajo,goal_juni+goal_sa+prev1_keibajo,5,1117,89.05,8.81,81.33,True,False
KEIBAJO_SURFACE_03_芝,bac_juryo_shubetsu_code+barei+goal_juni+goal_sa,barei+goal_juni+goal_sa,4,956,86.15,4.91,81.33,True,False
KEIBAJO_SURFACE_03_芝,bac_shubetsu+barei+goal_juni+goal_sa,barei+goal_juni+goal_sa,4,927,89.86,8.72,81.32,True,False
KEIBAJO_SURFACE_08_芝,chokyoshi_rank+goal_juni+goal_sa+yoso_juni,chokyoshi_rank+goal_sa+yoso_juni,4,759,89.55,8.4,81.32,True,False
KEIBAJO_SURFACE_08_芝,chokyoshi_rank+goal_juni+goal_sa+prev1_chakujun,goal_juni+goal_sa+prev1_chakujun,3,544,86.72,4.79,81.31,True,False
KEIBAJO_SURFACE_08_芝,bac_jouken+goal_juni+goal_sa+shirushi_code_1,bac_jouken+goal_juni+goal_sa,6,864,86.61,6.63,81.31,True,False
KEIBAJO_SURFACE_03_芝,bac_juryo_shubetsu_code+futan_juryo+goal_juni+goal_sa,futan_juryo+goal_juni+goal_sa,4,596,85.5,4.31,81.28,True,False
KEIBAJO_SURFACE_08_ダ,chokyo_yajirushi_code+goal_juni+goal_sa+prev1_keibajo,goal_juni+goal_sa+prev1_keibajo,5,1208,85.3,4.61,81.26,True,False
KEIBAJO_SURFACE_08_芝,bac_jouken+bac_shubetsu+goal_juni+goal_sa,bac_jouken+goal_juni+goal_sa,6,1065,89.4,10.18,81.25,True,False
KEIBAJO_SURFACE_07_ダ,bac_shubetsu+kijun_ninkijun_tansho+kijun_odds_fukusho+shirushi_code_3,bac_shubetsu+kijun_ninkijun_tansho+kijun_odds_fukusho,3,377,83.58,2.09,81.22,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+pace_yoso+taikei_tomo,goal_juni+goal_sa+taikei_tomo,6,804,90.23,11.25,81.22,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_ninkijun_fukusho+kyi_kyusha_rank+shirushi_code_3,goal_juni+kijun_ninkijun_fukusho+kyi_kyusha_rank,4,530,87.65,6.56,81.22,True,False
KEIBAJO_SURFACE_07_ダ,bac_shubetsu+kijun_ninkijun_fukusho+kijun_odds_fukusho+shirushi_code_4,bac_shubetsu+kijun_ninkijun_fukusho+kijun_odds_fukusho,9,1120,83.71,3.84,81.2,True,False
KEIBAJO_SURFACE_07_ダ,bac_shubetsu+kijun_ninkijun_tansho+kijun_odds_fukusho+shirushi_code_4,bac_shubetsu+kijun_ninkijun_tansho+kijun_odds_fukusho,9,1151,83.72,3.85,81.2,True,False
KEIBAJO_SURFACE_07_ダ,kijun_ninkijun_fukusho+kijun_ninkijun_tansho+kohan_3f_juni+yoso_juni,kijun_ninkijun_fukusho+kohan_3f_juni+yoso_juni,3,428,86.48,4.68,81.19,True,False
KEIBAJO_SURFACE_08_芝,bac_jouken+goal_juni+goal_sa+moshoku_code,bac_jouken+goal_juni+goal_sa,6,889,85.62,5.56,81.17,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_ninkijun_tansho+kyi_kyusha_rank+shirushi_code_3,goal_juni+kijun_ninkijun_tansho+kyi_kyusha_rank,4,536,87.74,6.73,81.15,True,False
KEIBAJO_SURFACE_10_芝,goal_juni+joken_class_code+shutoku_shokin_ruikei+yoso_juni,goal_juni+joken_class_code+yoso_juni,7,943,84.11,4.01,81.14,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+omo_tekisei_code+prev1_bataiju_bin,goal_juni+goal_sa+prev1_bataiju_bin,7,1150,85.24,5.54,81.14,True,False
KEIBAJO_SURFACE_07_ダ,kijun_ninkijun_tansho+kijun_odds_fukusho+shirushi_code_2+shirushi_code_4,kijun_odds_fukusho+shirushi_code_2+shirushi_code_4,5,937,84.78,4.18,81.12,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+prev1_corner4_bin+yy_int,goal_juni+goal_sa+prev1_corner4_bin,7,950,85.18,5.51,81.1,True,False
KEIBAJO_SURFACE_10_芝,bac_jouken+goal_sa+shutoku_shokin_ruikei+yoso_juni,goal_sa+shutoku_shokin_ruikei+yoso_juni,3,420,86.86,5.11,81.08,True,False
KEIBAJO_SURFACE_08_芝,goal_juni+goal_sa+kyi_kyusha_rank+shirushi_code_5,goal_juni+goal_sa+kyi_kyusha_rank,4,541,89.54,8.63,81.08,True,False
KEIBAJO_SURFACE_07_ダ,kijun_ninkijun_tansho+kijun_odds_fukusho+ls_shisu_juni+prev1_corner4_bin,kijun_odds_fukusho+ls_shisu_juni+prev1_corner4_bin,3,401,85.94,4.3,81.08,True,False
KEIBAJO_SURFACE_07_ダ,dochu_juni+dochu_sa+goal_juni+moshoku_code,dochu_sa+goal_juni+moshoku_code,3,418,87.06,5.3,81.06,True,False
KEIBAJO_SURFACE_08_ダ,agari_shisu_juni+goal_sa+prev1_keibajo+tenkai_kigo_code,agari_shisu_juni+goal_sa+prev1_keibajo,4,621,86.88,5.98,81.02,True,False
KEIBAJO_SURFACE_10_芝,joken_class_code+prev1_chakujun+shutoku_shokin_ruikei+yoso_juni,prev1_chakujun+shutoku_shokin_ruikei+yoso_juni,3,427,82.26,1.13,80.99,True,False
KEIBAJO_SURFACE_01_ダ,bac_jouken+sanchimei+shutoku_shokin_ruikei+wakuban,bac_jouken+sanchimei+wakuban,6,678,88.05,8.84,80.97,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+moshoku_code+prev1_corner4_bin,goal_juni+goal_sa+prev1_corner4_bin,5,1208,88.38,8.45,80.97,True,False
KEIBAJO_SURFACE_01_ダ,bac_jouken+joken_class_code+sanchimei+wakuban,bac_jouken+sanchimei+wakuban,6,678,88.05,8.84,80.97,True,False
KEIBAJO_SURFACE_08_芝,chokyoshi_rank+gekiso_juni+goal_juni+goal_sa,gekiso_juni+goal_juni+goal_sa,4,742,89.01,8.2,80.97,True,False
KEIBAJO_SURFACE_01_ダ,barei+prev1_chakujun+prev1_keibajo+taikei_dou,prev1_chakujun+prev1_keibajo+taikei_dou,3,347,89.53,7.58,80.96,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+kyori_tekisei+omo_tekisei_code,goal_juni+goal_sa+kyori_tekisei,7,1577,86.37,7.31,80.96,True,False
KEIBAJO_SURFACE_08_芝,bac_jouken+goal_juni+goal_sa+kyori_tekisei,bac_jouken+goal_juni+goal_sa,8,1272,86.62,8.17,80.96,True,False
KEIBAJO_SURFACE_07_ダ,kijun_ninkijun_fukusho+kijun_ninkijun_tansho+prev1_bataiju_bin+yoso_juni,kijun_ninkijun_tansho+prev1_bataiju_bin+yoso_juni,8,1151,86.21,7.58,80.96,True,False
KEIBAJO_SURFACE_08_芝,goal_juni+goal_sa+omo_tekisei_code+wakuban,goal_juni+goal_sa+wakuban,4,450,87.98,7.2,80.93,True,False
KEIBAJO_SURFACE_08_芝,goal_juni+goal_sa+hobokusaki_rank+wakuban,goal_juni+goal_sa+wakuban,8,1118,85.42,6.49,80.92,True,False
KEIBAJO_SURFACE_08_芝,goal_juni+goal_sa+moshoku_code+prev1_chakujun,goal_sa+moshoku_code+prev1_chakujun,4,560,86.64,5.84,80.91,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+prev1_kyakushitsu+yy_int,goal_juni+goal_sa+prev1_kyakushitsu,6,738,86.12,6.54,80.89,True,False
KEIBAJO_SURFACE_10_芝,bac_jouken+goal_juni+joken_class_code+yoso_juni,goal_juni+joken_class_code+yoso_juni,4,501,84.77,3.99,80.85,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+prev1_bataiju_bin+shirushi_code_4,goal_juni+goal_sa+prev1_bataiju_bin,6,946,85.81,6.28,80.78,True,False
KEIBAJO_SURFACE_03_ダ,joken_class_code+shirushi_code_1+shirushi_code_5+shutoku_shokin_ruikei,shirushi_code_1+shirushi_code_5+shutoku_shokin_ruikei,4,516,84.08,3.43,80.71,True,False
KEIBAJO_SURFACE_08_ダ,goal_sa+kyori_tekisei+prev1_keibajo+shirushi_code_3,goal_sa+kyori_tekisei+shirushi_code_3,3,375,84.16,3.07,80.69,True,False
KEIBAJO_SURFACE_07_ダ,dochu_juni+kijun_ninkijun_fukusho+kijun_ninkijun_tansho+yoso_juni,dochu_juni+kijun_ninkijun_fukusho+yoso_juni,3,380,86.99,5.61,80.64,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+manken_shirushi+shirushi_code_4,goal_juni+goal_sa+manken_shirushi,4,601,89.79,9.36,80.61,True,False
KEIBAJO_SURFACE_03_芝,barei+goal_juni+goal_sa+shirushi_code_3,barei+goal_juni+goal_sa,3,404,85.79,4.58,80.61,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+kyori_tekisei+prev1_kyakushitsu,goal_juni+goal_sa+prev1_kyakushitsu,6,1351,88.73,10.16,80.6,True,False
KEIBAJO_SURFACE_08_芝,goal_juni+goal_sa+omo_tekisei_code+prev1_chakujun,goal_juni+goal_sa+prev1_chakujun,6,887,85.61,6.28,80.59,True,False
KEIBAJO_SURFACE_08_芝,dochu_sa+futan_juryo+kyori_tekisei+ten_shisu_juni,dochu_sa+futan_juryo+ten_shisu_juni,6,721,86.23,7.06,80.58,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+kyori_tekisei+tenkai_kigo_code,goal_juni+goal_sa+kyori_tekisei,9,1449,87.15,10.07,80.57,True,False
KEIBAJO_SURFACE_07_ダ,kijun_odds_fukusho+ls_shisu_juni+prev1_corner4_bin+shirushi_code_4,kijun_odds_fukusho+ls_shisu_juni+prev1_corner4_bin,3,387,86.39,5.16,80.56,True,False
KEIBAJO_SURFACE_08_芝,chokyoshi_rank+dochu_sa+futan_juryo+ten_shisu_juni,dochu_sa+futan_juryo+ten_shisu_juni,5,725,85.87,6.08,80.54,True,False
KEIBAJO_SURFACE_08_ダ,agari_shisu_juni+goal_juni+goal_sa+prev1_keibajo,goal_juni+goal_sa+prev1_keibajo,4,562,87.94,7.55,80.54,True,False
KEIBAJO_SURFACE_08_芝,bac_jouken+goal_juni+goal_sa+shirushi_code_3,bac_jouken+goal_juni+goal_sa,4,593,88.54,8.2,80.5,True,False
KEIBAJO_SURFACE_07_ダ,kijun_odds_fukusho+pace_yoso+shirushi_code_2+shirushi_code_4,kijun_odds_fukusho+shirushi_code_2+shirushi_code_4,4,552,86.29,5.92,80.48,True,False
KEIBAJO_SURFACE_08_芝,goal_juni+goal_sa+hobokusaki_rank+kyi_kyusha_rank,goal_juni+goal_sa+kyi_kyusha_rank,5,1131,86.05,6.35,80.48,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+prev1_corner4_bin+tenkai_kigo_code,goal_juni+goal_sa+prev1_corner4_bin,7,1429,88.08,10.32,80.43,True,False
KEIBAJO_SURFACE_03_芝,goal_juni+goal_sa+kyori+shirushi_code_1,goal_juni+goal_sa+shirushi_code_1,3,459,85.36,4.36,80.42,True,False
KEIBAJO_SURFACE_07_ダ,kijun_odds_fukusho+shirushi_code_1+shirushi_code_2+shirushi_code_4,kijun_odds_fukusho+shirushi_code_2+shirushi_code_4,4,840,84.7,4.38,80.41,True,False
KEIBAJO_SURFACE_03_芝,goal_juni+joken_class_code+shutoku_shokin_ruikei+taikei_dou,goal_juni+shutoku_shokin_ruikei+taikei_dou,6,628,85.54,6.45,80.38,True,False
KEIBAJO_SURFACE_10_ダ,dochu_sa+kohan_3f_juni+kohan_3f_sa+prev1_bataiju_bin,kohan_3f_juni+kohan_3f_sa+prev1_bataiju_bin,4,563,84.96,4.68,80.38,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+kyori_tekisei+prev1_corner4_bin,goal_juni+goal_sa+prev1_corner4_bin,5,1317,88.73,9.54,80.37,True,False
KEIBAJO_SURFACE_10_芝,goal_juni+goal_sa+joken_class_code+yoso_juni,goal_sa+joken_class_code+yoso_juni,4,578,84.73,4.49,80.34,True,False
KEIBAJO_SURFACE_08_ダ,chokyo_yajirushi_code+goal_juni+goal_sa+sanchimei,goal_juni+goal_sa+sanchimei,7,1111,84.75,5.96,80.33,True,False
KEIBAJO_SURFACE_08_ダ,goal_sa+kyori_tekisei+shirushi_code_3+shirushi_code_5,goal_sa+kyori_tekisei+shirushi_code_3,4,655,86.59,6.42,80.3,True,False
KEIBAJO_SURFACE_08_ダ,chokyo_yajirushi_code+goal_juni+goal_sa+wakuban,goal_juni+goal_sa+wakuban,8,1099,87.26,10.1,80.26,True,False
KEIBAJO_SURFACE_01_ダ,bac_jouken+futan_juryo+goal_juni+shutoku_shokin_ruikei,bac_jouken+futan_juryo+goal_juni,7,756,84.01,5.1,80.23,True,False
KEIBAJO_SURFACE_01_ダ,bac_jouken+futan_juryo+goal_juni+joken_class_code,bac_jouken+futan_juryo+goal_juni,7,756,84.01,5.1,80.23,True,False
KEIBAJO_SURFACE_01_芝,ichi_shisu+kakutoku_shokin_ruikei+kohan_3f_sa+yuso_kubun,ichi_shisu+kohan_3f_sa+yuso_kubun,3,353,85.09,4.32,80.2,True,False
KEIBAJO_SURFACE_01_芝,bac_juryo_shubetsu_code+ichi_shisu+kohan_3f_sa+yuso_kubun,ichi_shisu+kohan_3f_sa+yuso_kubun,3,353,85.09,4.32,80.2,True,False
KEIBAJO_SURFACE_08_芝,chokyoshi_rank+goal_juni+goal_sa+kyi_kyusha_rank,goal_juni+goal_sa+kyi_kyusha_rank,6,1277,83.67,4.33,80.2,True,False
KEIBAJO_SURFACE_08_芝,bac_jouken+hizume_code+prev2_chakujun+shutoku_shokin_ruikei,bac_jouken+hizume_code+prev2_chakujun,7,923,86.18,8.1,80.19,True,False
KEIBAJO_SURFACE_08_芝,gekiso_juni+goal_sa+hobokusaki_rank+kyori_tekisei,gekiso_juni+goal_sa+hobokusaki_rank,3,403,87.44,6.43,80.17,True,False
KEIBAJO_SURFACE_06_芝,goal_sa+kijun_ninkijun_fukusho+kijun_ninkijun_tansho+kishu_shisu,goal_sa+kijun_ninkijun_tansho+kishu_shisu,3,550,87.67,6.64,80.15,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+moshoku_code+prev1_kyakushitsu,goal_juni+goal_sa+prev1_kyakushitsu,6,1219,86.75,8.24,80.15,True,False
KEIBAJO_SURFACE_07_ダ,kijun_ninkijun_fukusho+kohan_3f_juni+shirushi_code_4+yoso_juni,kijun_ninkijun_fukusho+kohan_3f_juni+yoso_juni,3,409,86.45,5.57,80.14,True,False
KEIBAJO_SURFACE_10_芝,goal_juni+goal_sa+shutoku_shokin_ruikei+yoso_juni,goal_sa+shutoku_shokin_ruikei+yoso_juni,3,467,83.64,3.13,80.1,True,False
KEIBAJO_SURFACE_08_芝,goal_juni+goal_sa+kyori_tekisei+prev1_chakujun,goal_juni+kyori_tekisei+prev1_chakujun,5,705,87.32,8.27,80.07,True,False
KEIBAJO_SURFACE_08_ダ,goal_sa+shirushi_code_2+shirushi_code_4+yy_int,goal_sa+shirushi_code_4+yy_int,3,383,87.3,6.44,80.02,True,False
KEIBAJO_SURFACE_03_芝,barei+goal_juni+goal_sa+kijun_ninkijun_tansho,barei+goal_juni+goal_sa,3,455,84.33,3.82,80.01,True,False
