segment,factors,n_valid_bins,n_valid_bets,mean_corrected_roi,std_bin_roi,clb,pass,skip
KEIBAJO_SURFACE_07_ダ,gekiso_juni+goal_juni+kijun_ninkijun_tansho,4.0,702.0,88.13,5.37,82.86,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+prev1_corner4_bin,7.0,2211.0,88.2,7.23,82.85,True,False
KEIBAJO_SURFACE_08_芝,bac_grade+shirushi_code_2+shirushi_code_5,4.0,475.0,86.85,4.08,82.85,True,False
KEIBAJO_SURFACE_08_芝,goal_juni+kyi_kyusha_rank+shirushi_code_1,8.0,1128.0,87.67,6.97,82.84,True,False
KEIBAJO_SURFACE_07_ダ,kijun_ninkijun_tansho+prev3_chakujun+shirushi_code_5,3.0,379.0,91.22,7.4,82.84,True,False
KEIBAJO_SURFACE_08_芝,goal_sa+ls_shisu_juni+shirushi_code_3,4.0,748.0,87.77,5.03,82.84,True,False
KEIBAJO_SURFACE_08_芝,manken_shirushi+shirushi_code_2+shirushi_code_4,3.0,358.0,88.18,4.72,82.83,True,False
KEIBAJO_SURFACE_05_芝,pace_shisu_juni+shirushi_code_3+shirushi_code_4,13.0,2069.0,87.68,8.93,82.83,True,False
KEIBAJO_SURFACE_08_芝,kyi_kyusha_rank+shirushi_code_1+yoso_juni,4.0,531.0,88.35,5.64,82.83,True,False
KEIBAJO_SURFACE_08_芝,hobokusaki_rank+kishu_shisu+shirushi_code_5,3.0,389.0,85.06,1.98,82.82,True,False
KEIBAJO_SURFACE_05_芝,pace_shisu_juni+prev1_keibajo+shirushi_code_2,4.0,500.0,86.7,3.96,82.81,True,False
KEIBAJO_SURFACE_08_芝,chokyoshi_rank+manken_shirushi+yoso_juni,5.0,587.0,86.92,4.69,82.81,True,False
KEIBAJO_SURFACE_07_ダ,kijun_odds_fukusho+kyori+shirushi_code_1,6.0,769.0,86.51,4.63,82.8,True,False
KEIBAJO_SURFACE_05_芝,joa_odds_shisu+kijun_odds_tansho+kishu_shisu,27.0,3163.0,85.83,8.04,82.8,True,False
KEIBAJO_SURFACE_09_芝,shirushi_code_2+shirushi_code_4+wakuban,8.0,1087.0,87.32,6.52,82.8,True,False
KEIBAJO_SURFACE_07_ダ,kijun_ninkijun_fukusho+kohan_3f_juni+shirushi_code_1,4.0,754.0,87.94,5.25,82.8,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+prev1_corner4_bin+yy_int,6.0,737.0,85.24,3.05,82.8,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_odds_fukusho+shirushi_code_5,3.0,442.0,89.25,5.71,82.79,True,False
KEIBAJO_SURFACE_07_ダ,shirushi_code_1+shirushi_code_6+ten_shisu_juni,5.0,726.0,87.54,5.43,82.78,True,False
KEIBAJO_SURFACE_03_芝,bac_shubetsu+goal_juni+shirushi_code_1,3.0,425.0,88.95,5.45,82.78,True,False
KEIBAJO_SURFACE_06_芝,futan_juryo+kijun_ninkijun_tansho+yoso_juni,8.0,1072.0,86.45,5.29,82.78,True,False
KEIBAJO_SURFACE_08_芝,goal_juni+kyori_tekisei+shirushi_code_5,15.0,1977.0,86.0,6.38,82.77,True,False
KEIBAJO_SURFACE_08_芝,goal_sa+kyori_tekisei+shirushi_code_5,7.0,1155.0,87.89,6.91,82.77,True,False
KEIBAJO_SURFACE_08_芝,chokyoshi_rank+shirushi_code_2+yoso_juni,15.0,2173.0,87.23,8.83,82.76,True,False
KEIBAJO_SURFACE_07_ダ,kyori_tekisei+shirushi_code_4+ten_shisu_juni,4.0,422.0,88.11,5.46,82.76,True,False
KEIBAJO_SURFACE_01_芝,gekiso_juni+kijun_ninkijun_tansho+shirushi_code_4,6.0,865.0,90.3,9.43,82.76,True,False
KEIBAJO_SURFACE_08_ダ,goal_sa+shirushi_code_2+shirushi_code_3,5.0,1380.0,86.47,4.23,82.76,True,False
KEIBAJO_SURFACE_08_芝,shirushi_code_4+shirushi_code_6+wakuban,11.0,1606.0,87.73,8.43,82.75,True,False
KEIBAJO_SURFACE_08_芝,goal_sa+shirushi_code_1+shirushi_code_4,4.0,1105.0,89.74,7.15,82.74,True,False
KEIBAJO_SURFACE_07_ダ,gekiso_juni+kyori+shirushi_code_5,4.0,553.0,84.7,2.01,82.73,True,False
KEIBAJO_SURFACE_07_ダ,kijun_ninkijun_tansho+manken_shirushi+shirushi_code_2,3.0,411.0,89.99,6.42,82.73,True,False
KEIBAJO_SURFACE_08_芝,goal_sa+shirushi_code_1+shutoku_shokin_ruikei,4.0,870.0,88.02,5.41,82.72,True,False
KEIBAJO_SURFACE_08_芝,futan_juryo+goal_sa+kyori,7.0,838.0,88.7,8.07,82.72,True,False
KEIBAJO_SURFACE_08_芝,bac_tosu+omo_tekisei_code+shirushi_code_1,3.0,350.0,86.84,3.66,82.71,True,False
KEIBAJO_SURFACE_07_ダ,kohan_3f_juni+kyori+shirushi_code_1,4.0,481.0,90.08,7.52,82.71,True,False
KEIBAJO_SURFACE_08_芝,gekiso_juni+goal_sa+shirushi_code_5,3.0,490.0,88.75,5.35,82.7,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+prev1_bataiju_bin+shirushi_code_4,8.0,1199.0,86.63,5.68,82.7,True,False
KEIBAJO_SURFACE_06_ダ,goal_sa+shirushi_code_1+shirushi_code_2,19.0,3903.0,85.95,7.21,82.7,True,False
KEIBAJO_SURFACE_01_ダ,goal_juni+goal_sa+prev1_kyakushitsu,3.0,593.0,86.16,3.07,82.69,True,False
KEIBAJO_SURFACE_02_芝,kijun_ninkijun_fukusho+shirushi_code_1+shirushi_code_2,4.0,760.0,88.85,6.3,82.67,True,False
KEIBAJO_SURFACE_08_芝,shirushi_code_1+shirushi_code_6+yoso_juni,7.0,1256.0,86.7,5.45,82.67,True,False
KEIBAJO_SURFACE_01_ダ,barei+kijun_odds_fukusho+shutoku_shokin_ruikei,3.0,311.0,87.13,3.94,82.67,True,False
KEIBAJO_SURFACE_08_ダ,goal_sa+manken_shirushi+pace_yoso,11.0,1489.0,86.43,6.36,82.67,True,False
KEIBAJO_SURFACE_01_ダ,barei+joken_class_code+kijun_odds_fukusho,3.0,311.0,87.13,3.94,82.67,True,False
KEIBAJO_SURFACE_01_ダ,bac_jouken+barei+kijun_odds_fukusho,3.0,311.0,87.13,3.94,82.67,True,False
KEIBAJO_SURFACE_01_ダ,hobokusaki_rank+shirushi_code_4+taikei_dou,4.0,437.0,89.24,6.72,82.66,True,False
KEIBAJO_SURFACE_08_ダ,manken_shisu+pace_yoso+sanchimei,5.0,519.0,94.25,13.23,82.65,True,False
KEIBAJO_SURFACE_08_芝,goal_sa+shirushi_code_4+shirushi_code_5,4.0,937.0,88.47,5.94,82.65,True,False
KEIBAJO_SURFACE_08_芝,futan_juryo+goal_sa+shirushi_code_1,7.0,1143.0,86.8,5.6,82.65,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_ninkijun_tansho+kohan_3f_juni,3.0,572.0,88.11,4.83,82.65,True,False
KEIBAJO_SURFACE_06_芝,kishu_shisu+shirushi_code_2+shirushi_code_4,4.0,641.0,87.02,4.47,82.64,True,False
KEIBAJO_SURFACE_06_芝,futan_juryo+shirushi_code_3+yoso_juni,6.0,746.0,86.78,5.16,82.64,True,False
KEIBAJO_SURFACE_08_芝,bac_jouken+goal_juni+goal_sa,7.0,1844.0,84.9,3.05,82.64,True,False
KEIBAJO_SURFACE_08_芝,goal_sa+omo_tekisei_code+yoso_juni,6.0,943.0,87.72,6.36,82.64,True,False
KEIBAJO_SURFACE_03_芝,bac_shubetsu+goal_juni+shirushi_code_6,3.0,341.0,89.73,6.26,82.64,True,False
KEIBAJO_SURFACE_10_芝,bac_tosu+kyori_tekisei_2+tenkai_kigo_code,3.0,572.0,84.9,2.0,82.63,True,False
KEIBAJO_SURFACE_08_芝,goal_sa+pace_shisu_juni+tenkai_kigo_code,3.0,372.0,87.83,4.59,82.63,True,False
KEIBAJO_SURFACE_01_ダ,babajotai_code_dirt+shirushi_code_1+shirushi_code_5,3.0,399.0,89.75,6.29,82.63,True,False
KEIBAJO_SURFACE_03_障,bataiju_change_bin+kishu_rank+moshoku_code,3.0,365.0,88.64,5.31,82.63,True,False
KEIBAJO_SURFACE_01_ダ,babajotai_heavy+shirushi_code_1+shirushi_code_5,3.0,399.0,89.75,6.29,82.63,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+shirushi_code_4+yy_int,7.0,923.0,87.37,6.42,82.62,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kyi_kyusha_rank+shirushi_code_3,5.0,768.0,86.38,4.28,82.62,True,False
KEIBAJO_SURFACE_01_ダ,shirushi_code_1+shirushi_code_2+taikei_dou,6.0,845.0,88.76,7.68,82.62,True,False
KEIBAJO_SURFACE_02_芝,goal_sa+kyori_tekisei+pace_yoso,5.0,573.0,90.14,8.58,82.62,True,False
KEIBAJO_SURFACE_08_芝,goal_sa+moshoku_code+shirushi_code_3,5.0,1004.0,86.31,4.21,82.62,True,False
KEIBAJO_SURFACE_08_芝,dochu_sa+hobokusaki_rank+shirushi_code_6,3.0,514.0,85.42,2.47,82.62,True,False
KEIBAJO_SURFACE_06_芝,goal_sa+kijun_ninkijun_tansho+yoso_juni,5.0,888.0,86.73,4.7,82.61,True,False
KEIBAJO_SURFACE_06_芝,kijun_ninkijun_tansho+prev1_bataiju_bin+shirushi_code_2,7.0,1006.0,86.88,5.79,82.6,True,False
KEIBAJO_SURFACE_07_ダ,kohan_3f_juni+kyori_tekisei+shirushi_code_3,4.0,489.0,87.83,5.34,82.6,True,False
KEIBAJO_SURFACE_01_ダ,bac_tosu+kijun_ninkijun_fukusho+shirushi_code_6,4.0,589.0,87.62,5.11,82.6,True,False
KEIBAJO_SURFACE_05_ダ,shirushi_code_1+shirushi_code_5+shirushi_code_6,19.0,3545.0,86.46,8.59,82.6,True,False
KEIBAJO_SURFACE_07_ダ,ichi_shisu_juni+shirushi_code_4+shirushi_code_5,4.0,562.0,85.96,3.44,82.59,True,False
KEIBAJO_SURFACE_08_芝,goal_sa+kyori+shirushi_code_1,5.0,799.0,88.78,7.06,82.59,True,False
KEIBAJO_SURFACE_01_ダ,barei+kijun_ninkijun_tansho+shirushi_code_6,4.0,819.0,86.3,3.78,82.59,True,False
KEIBAJO_SURFACE_10_芝,goal_sa+shutoku_shokin_ruikei+yoso_juni,4.0,622.0,84.87,2.33,82.58,True,False
KEIBAJO_SURFACE_10_ダ,bac_shubetsu+kishu_minarai_code+prev1_bataiju_bin,3.0,330.0,86.67,3.61,82.58,True,False
KEIBAJO_SURFACE_08_ダ,goal_sa+prev1_keibajo+taikei_tomo,3.0,360.0,88.98,5.65,82.58,True,False
KEIBAJO_SURFACE_08_ダ,goal_sa+prev1_keibajo+shirushi_code_1,6.0,1339.0,86.42,4.81,82.57,True,False
KEIBAJO_SURFACE_08_芝,prev1_kyakushitsu+shirushi_code_2+shirushi_code_5,9.0,1214.0,86.68,6.29,82.57,True,False
KEIBAJO_SURFACE_07_ダ,kijun_ninkijun_tansho+kijun_odds_fukusho+yoso_juni,5.0,895.0,86.68,4.68,82.57,True,False
KEIBAJO_SURFACE_06_芝,goal_sa+kijun_ninkijun_fukusho+yoso_juni,5.0,897.0,86.52,4.52,82.56,True,False
KEIBAJO_SURFACE_08_芝,goal_juni+shirushi_code_5+shirushi_code_6,8.0,1297.0,85.28,3.92,82.56,True,False
KEIBAJO_SURFACE_08_芝,goal_juni+shirushi_code_2+shirushi_code_5,7.0,1176.0,86.52,5.35,82.55,True,False
KEIBAJO_SURFACE_03_芝,bac_shubetsu+goal_sa+shirushi_code_6,3.0,373.0,89.17,5.86,82.55,True,False
KEIBAJO_SURFACE_07_ダ,hizume_code+shirushi_code_6+yoso_juni,5.0,719.0,86.36,4.35,82.55,True,False
KEIBAJO_SURFACE_08_芝,dochu_sa+hobokusaki_rank+yoso_juni,4.0,524.0,87.68,5.23,82.55,True,False
KEIBAJO_SURFACE_01_ダ,barei+kyi_kyusha_rank+shirushi_code_3,3.0,348.0,90.07,6.66,82.54,True,False
KEIBAJO_SURFACE_08_芝,gekiso_juni+shirushi_code_5+shutoku_shokin_ruikei,6.0,892.0,85.91,4.22,82.53,True,False
KEIBAJO_SURFACE_06_芝,futan_juryo+goal_sa+shirushi_code_3,7.0,1186.0,87.24,6.38,82.52,True,False
KEIBAJO_SURFACE_08_ダ,goal_sa+ls_shisu_juni+shirushi_code_2,7.0,1321.0,85.73,4.34,82.52,True,False
KEIBAJO_SURFACE_01_ダ,kijun_ninkijun_fukusho+shirushi_code_3+shirushi_code_5,3.0,516.0,88.9,5.63,82.52,True,False
KEIBAJO_SURFACE_08_ダ,goal_sa+prev1_keibajo+shirushi_code_5,5.0,926.0,87.33,5.5,82.51,True,False
KEIBAJO_SURFACE_08_芝,kyori_tekisei+prev2_chakujun+shirushi_code_2,4.0,466.0,86.79,4.37,82.51,True,False
KEIBAJO_SURFACE_08_ダ,goal_sa+manken_shirushi+prev1_keibajo,5.0,541.0,88.9,7.29,82.51,True,False
KEIBAJO_SURFACE_09_ダ,shirushi_code_2+shirushi_code_3+umaban_clean,4.0,445.0,86.06,3.62,82.51,True,False
KEIBAJO_SURFACE_07_ダ,kijun_ninkijun_tansho+kohan_3f_juni+shirushi_code_1,4.0,771.0,87.9,5.49,82.51,True,False
KEIBAJO_SURFACE_09_芝,prev1_bataiju_bin+shirushi_code_2+shirushi_code_6,10.0,1418.0,86.72,6.81,82.5,True,False
KEIBAJO_SURFACE_07_ダ,gekiso_juni+prev1_bataiju_bin+shirushi_code_6,3.0,358.0,85.32,2.49,82.5,True,False
KEIBAJO_SURFACE_01_芝,gekiso_juni+kijun_ninkijun_fukusho+shirushi_code_4,6.0,836.0,90.28,9.72,82.5,True,False
KEIBAJO_SURFACE_06_芝,kijun_ninkijun_fukusho+prev1_bataiju_bin+shirushi_code_2,7.0,1005.0,86.63,5.57,82.5,True,False
KEIBAJO_SURFACE_10_芝,goal_sa+joken_class_code+yoso_juni,5.0,743.0,85.69,3.65,82.49,True,False
KEIBAJO_SURFACE_01_ダ,kijun_ninkijun_fukusho+shirushi_code_1+yuso_kubun,3.0,497.0,87.78,4.67,82.49,True,False
KEIBAJO_SURFACE_08_芝,goal_juni+ls_shisu_juni+shirushi_code_3,7.0,1089.0,88.21,7.73,82.48,True,False
KEIBAJO_SURFACE_03_ダ,shirushi_code_1+shutoku_shokin_ruikei+yoso_juni,3.0,366.0,87.21,4.18,82.47,True,False
KEIBAJO_SURFACE_08_芝,bac_jouken+hizume_code+prev2_chakujun,11.0,1439.0,86.16,6.25,82.47,True,False
KEIBAJO_SURFACE_01_ダ,goal_juni+omo_tekisei_code+taikei_dou,7.0,757.0,87.14,6.31,82.47,True,False
KEIBAJO_SURFACE_01_ダ,shirushi_code_3+shirushi_code_4+yuso_kubun,4.0,569.0,89.12,6.79,82.47,True,False
KEIBAJO_SURFACE_08_芝,dochu_sa+kyori+pace_shisu_juni,4.0,717.0,85.36,2.95,82.47,True,False
KEIBAJO_SURFACE_02_芝,kijun_ninkijun_tansho+shirushi_code_1+shirushi_code_2,4.0,757.0,88.78,6.44,82.46,True,False
KEIBAJO_SURFACE_03_芝,goal_juni+kijun_ninkijun_fukusho+shirushi_code_3,3.0,524.0,85.53,2.71,82.46,True,False
KEIBAJO_SURFACE_08_芝,gekiso_juni+prev1_chakujun+shirushi_code_5,3.0,405.0,87.75,4.68,82.46,True,False
KEIBAJO_SURFACE_08_ダ,goal_sa+shirushi_code_4+yy_int,7.0,978.0,87.07,6.26,82.43,True,False
KEIBAJO_SURFACE_09_ダ,manken_shirushi+shirushi_code_1+shirushi_code_3,12.0,1874.0,88.87,11.38,82.43,True,False
KEIBAJO_SURFACE_01_ダ,babajotai_heavy+chokyoshi_rank+gekiso_juni,5.0,614.0,86.86,5.07,82.42,True,False
KEIBAJO_SURFACE_08_芝,goal_sa+hobokusaki_rank+yoso_juni,5.0,1044.0,86.76,4.95,82.42,True,False
KEIBAJO_SURFACE_08_芝,chokyoshi_rank+dochu_sa+gekiso_juni,3.0,443.0,85.36,2.6,82.42,True,False
KEIBAJO_SURFACE_03_ダ,bataiju_change_bin+goal_juni+shirushi_code_6,3.0,393.0,86.36,3.48,82.42,True,False
KEIBAJO_SURFACE_01_ダ,babajotai_code_dirt+chokyoshi_rank+gekiso_juni,5.0,614.0,86.86,5.07,82.42,True,False
KEIBAJO_SURFACE_06_芝,goal_sa+kyori_tekisei+yoso_juni,6.0,933.0,86.3,4.85,82.42,True,False
KEIBAJO_SURFACE_08_芝,goal_sa+kyi_kyusha_rank+shirushi_code_5,5.0,712.0,89.78,8.4,82.41,True,False
KEIBAJO_SURFACE_10_ダ,hizume_code+kyori_tekisei+prev1_chakujun,6.0,720.0,86.21,4.76,82.4,True,False
KEIBAJO_SURFACE_05_芝,kishu_shisu+shirushi_code_2+shirushi_code_4,9.0,1395.0,87.78,8.24,82.4,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kyi_kyusha_rank+shirushi_code_6,7.0,961.0,85.75,4.53,82.39,True,False
KEIBAJO_SURFACE_08_芝,manken_shirushi+shirushi_code_2+shirushi_code_3,3.0,366.0,87.71,4.7,82.39,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kyori_tekisei+shirushi_code_4,15.0,2509.0,86.69,8.5,82.39,True,False
KEIBAJO_SURFACE_08_芝,goal_sa+prev1_kyakushitsu+rotation,3.0,371.0,90.73,7.37,82.39,True,False
KEIBAJO_SURFACE_03_ダ,babajotai_code_dirt+goal_sa+hizume_code,3.0,364.0,85.46,2.72,82.39,True,False
KEIBAJO_SURFACE_08_芝,chokyoshi_rank+prev1_chakujun+yoso_juni,11.0,1467.0,86.71,7.31,82.38,True,False
KEIBAJO_SURFACE_03_芝,goal_sa+joken_class_code+shirushi_code_2,3.0,568.0,85.56,2.81,82.38,True,False
KEIBAJO_SURFACE_07_ダ,prev3_chakujun+shirushi_code_4+shirushi_code_5,3.0,381.0,90.98,7.6,82.37,True,False
KEIBAJO_SURFACE_07_ダ,ichi_shisu_juni+shirushi_code_2+shirushi_code_6,3.0,481.0,89.03,5.89,82.36,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+ichi_shisu_juni+shirushi_code_6,3.0,503.0,89.97,6.72,82.36,True,False
KEIBAJO_SURFACE_08_芝,goal_sa+kyori_tekisei+shirushi_code_1,6.0,1226.0,87.38,6.28,82.36,True,False
KEIBAJO_SURFACE_08_ダ,goal_sa+prev1_kyakushitsu+shirushi_code_5,6.0,1131.0,87.75,6.73,82.36,True,False
KEIBAJO_SURFACE_03_芝,futan_juryo+goal_juni+goal_sa,4.0,935.0,85.42,3.12,82.35,True,False
KEIBAJO_SURFACE_01_ダ,kishu_rank+shirushi_code_5+shutoku_shokin_ruikei,6.0,739.0,86.94,5.75,82.34,True,False
KEIBAJO_SURFACE_07_ダ,ichi_shisu_juni+kyori+yoso_juni,5.0,574.0,84.82,2.83,82.34,True,False
KEIBAJO_SURFACE_02_芝,kijun_ninkijun_fukusho+kijun_ninkijun_tansho+kijun_odds_fukusho,7.0,893.0,86.44,5.55,82.33,True,False
KEIBAJO_SURFACE_08_芝,bac_shubetsu+goal_sa+kyori,8.0,960.0,89.23,9.96,82.33,True,False
KEIBAJO_SURFACE_06_芝,prev1_keibajo+shirushi_code_5+yoso_juni,7.0,829.0,85.43,4.2,82.32,True,False
KEIBAJO_SURFACE_07_ダ,prev1_corner4_bin+prev3_chakujun+shirushi_code_4,4.0,536.0,87.3,5.09,82.31,True,False
KEIBAJO_SURFACE_08_芝,goal_sa+omo_tekisei_code+shirushi_code_5,7.0,1170.0,86.15,5.19,82.31,True,False
KEIBAJO_SURFACE_01_ダ,pace_yoso+shirushi_code_5+shirushi_code_6,3.0,397.0,85.85,3.13,82.31,True,False
KEIBAJO_SURFACE_08_ダ,agari_shisu_juni+prev1_kyakushitsu+shirushi_code_4,6.0,817.0,89.37,8.83,82.3,True,False
KEIBAJO_SURFACE_08_ダ,chokyo_yajirushi_code+goal_sa+manken_shirushi,10.0,1375.0,85.77,5.59,82.3,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_ninkijun_fukusho+kohan_3f_juni,3.0,570.0,88.13,5.15,82.3,True,False
KEIBAJO_SURFACE_10_芝,barei+goal_juni+taikei_tomo,3.0,347.0,83.45,1.02,82.29,True,False
KEIBAJO_SURFACE_08_芝,dochu_sa+goal_juni+ten_shisu_juni,5.0,1035.0,86.55,4.86,82.29,True,False
KEIBAJO_SURFACE_08_芝,prev1_chakujun+prev1_kyakushitsu+yoso_juni,5.0,654.0,88.01,6.53,82.29,True,False
KEIBAJO_SURFACE_08_芝,dochu_sa+prev1_chakujun+ten_shisu_juni,4.0,584.0,88.8,6.64,82.29,True,False
KEIBAJO_SURFACE_07_ダ,hizume_code+kijun_ninkijun_fukusho+kijun_odds_fukusho,6.0,706.0,88.03,7.16,82.29,True,False
KEIBAJO_SURFACE_10_芝,goal_juni+joken_class_code+yoso_juni,8.0,1060.0,84.98,3.91,82.28,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+moshoku_code+ten_shisu_juni,5.0,641.0,88.08,6.61,82.28,True,False
KEIBAJO_SURFACE_07_ダ,gekiso_juni+kijun_ninkijun_fukusho+kijun_odds_fukusho,3.0,422.0,86.65,3.87,82.28,True,False
KEIBAJO_SURFACE_08_芝,gekiso_juni+goal_sa+shirushi_code_1,4.0,720.0,86.13,3.93,82.28,True,False
KEIBAJO_SURFACE_08_芝,gekiso_juni+ls_shisu_juni+shirushi_code_3,5.0,688.0,87.2,5.62,82.28,True,False
KEIBAJO_SURFACE_03_芝,goal_sa+shirushi_code_1+shutoku_shokin_ruikei,3.0,538.0,85.9,3.21,82.27,True,False
KEIBAJO_SURFACE_08_ダ,manken_shirushi+moshoku_code+shirushi_code_2,3.0,348.0,89.18,6.11,82.27,True,False
KEIBAJO_SURFACE_07_ダ,hizume_code+kijun_ninkijun_tansho+kijun_odds_fukusho,6.0,707.0,88.05,7.23,82.27,True,False
KEIBAJO_SURFACE_07_ダ,dochu_sa+goal_juni+kyori,4.0,596.0,87.47,5.31,82.27,True,False
KEIBAJO_SURFACE_06_芝,shirushi_code_3+shirushi_code_5+umaban_clean,5.0,557.0,86.36,4.68,82.26,True,False
KEIBAJO_SURFACE_08_芝,shirushi_code_1+shirushi_code_4+yoso_juni,7.0,1376.0,85.67,4.6,82.26,True,False
KEIBAJO_SURFACE_10_ダ,rotation+taikei_dou+yoso_juni,7.0,808.0,84.94,3.62,82.26,True,False
KEIBAJO_SURFACE_01_ダ,barei+chokyoshi_rank+pace_shisu_juni,6.0,648.0,89.84,9.48,82.25,True,False
KEIBAJO_SURFACE_06_芝,kijun_ninkijun_tansho+prev1_keibajo+yoso_juni,8.0,1101.0,86.17,5.66,82.25,True,False
KEIBAJO_SURFACE_06_芝,futan_juryo+kijun_ninkijun_fukusho+yoso_juni,10.0,1270.0,85.93,5.94,82.25,True,False
KEIBAJO_SURFACE_10_芝,babajotai_code_shiba+goal_juni+prev2_chakujun,6.0,736.0,90.03,9.72,82.25,True,False
KEIBAJO_SURFACE_01_芝,bataiju_change_bin+shirushi_code_5+shirushi_code_6,5.0,639.0,91.03,10.01,82.25,True,False
KEIBAJO_SURFACE_08_芝,goal_juni+shirushi_code_2+wakuban,3.0,319.0,89.9,6.77,82.24,True,False
KEIBAJO_SURFACE_01_芝,bac_juryo_shubetsu_code+shirushi_code_4+shirushi_code_5,8.0,1059.0,88.46,8.98,82.24,True,False
KEIBAJO_SURFACE_08_芝,chokyoshi_rank+gekiso_juni+goal_sa,4.0,828.0,88.88,6.77,82.24,True,False
KEIBAJO_SURFACE_06_芝,futan_juryo+shirushi_code_2+shirushi_code_5,13.0,1617.0,85.29,5.6,82.24,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+manken_shirushi,7.0,1573.0,86.67,6.0,82.23,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+kyori_tekisei+manken_shirushi,6.0,690.0,88.91,8.35,82.23,True,False
KEIBAJO_SURFACE_05_芝,prev1_keibajo+shirushi_code_2+shirushi_code_5,15.0,2151.0,84.87,5.22,82.23,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+wakuban,8.0,1945.0,86.73,6.49,82.23,True,False
KEIBAJO_SURFACE_01_ダ,shirushi_code_4+shirushi_code_6+tenkai_kigo_code,3.0,370.0,94.99,11.28,82.22,True,False
KEIBAJO_SURFACE_07_ダ,bac_shubetsu+goal_juni+kijun_ninkijun_fukusho,18.0,2693.0,84.92,5.85,82.22,True,False
KEIBAJO_SURFACE_01_ダ,joken_class_code+kishu_rank+shirushi_code_5,7.0,842.0,86.3,5.52,82.21,True,False
KEIBAJO_SURFACE_07_ダ,kohan_3f_juni+shirushi_code_2+ten_shisu_juni,4.0,648.0,91.44,9.41,82.21,True,False
KEIBAJO_SURFACE_01_ダ,kishu_rank+omo_tekisei_code+shirushi_code_3,3.0,371.0,93.51,9.99,82.21,True,False
KEIBAJO_SURFACE_08_芝,goal_sa+hobokusaki_rank+ten_shisu_juni,5.0,799.0,88.87,7.59,82.21,True,False
KEIBAJO_SURFACE_08_芝,kyi_kyusha_rank+prev1_chakujun+shirushi_code_4,6.0,742.0,85.62,4.27,82.2,True,False
KEIBAJO_SURFACE_07_ダ,kijun_ninkijun_fukusho+manken_shirushi+shirushi_code_2,3.0,407.0,89.73,6.66,82.2,True,False
KEIBAJO_SURFACE_01_ダ,shirushi_code_1+shirushi_code_3+yuso_kubun,4.0,587.0,88.67,6.61,82.19,True,False
KEIBAJO_SURFACE_06_芝,goal_sa+kyori_tekisei+manken_shirushi,6.0,723.0,87.73,6.94,82.18,True,False
KEIBAJO_SURFACE_07_ダ,kijun_ninkijun_fukusho+kijun_odds_fukusho+shirushi_code_2,7.0,1203.0,85.41,4.35,82.18,True,False
KEIBAJO_SURFACE_03_ダ,goal_sa+hobokusaki_rank+shutoku_shokin_ruikei,4.0,429.0,85.18,3.08,82.17,True,False
KEIBAJO_SURFACE_08_ダ,goal_sa+shirushi_code_2+tenkai_kigo_code,7.0,1546.0,86.35,5.66,82.16,True,False
KEIBAJO_SURFACE_08_芝,goal_juni+prev1_kyakushitsu+yoso_juni,6.0,750.0,88.13,7.46,82.16,True,False
KEIBAJO_SURFACE_06_ダ,goal_sa+prev1_keibajo+shirushi_code_1,11.0,2208.0,87.49,9.02,82.16,True,False
KEIBAJO_SURFACE_06_芝,goal_sa+hizume_code+shirushi_code_4,4.0,541.0,84.54,2.43,82.16,True,False
KEIBAJO_SURFACE_07_ダ,kijun_odds_fukusho+shirushi_code_2+shirushi_code_4,7.0,1166.0,84.63,3.33,82.16,True,False
KEIBAJO_SURFACE_08_芝,pace_shisu_juni+prev1_chakujun+prev1_kyakushitsu,3.0,310.0,87.5,4.73,82.16,True,False
KEIBAJO_SURFACE_06_芝,goal_sa+shirushi_code_2+shirushi_code_4,4.0,1055.0,88.06,6.03,82.15,True,False
KEIBAJO_SURFACE_03_芝,kohan_3f_juni+sanchimei+ten_shisu_juni,5.0,625.0,88.97,7.78,82.15,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+prev1_keibajo+shirushi_code_3,17.0,2545.0,85.77,7.64,82.14,True,False
KEIBAJO_SURFACE_09_芝,shirushi_code_5+shirushi_code_6+wakuban,7.0,937.0,86.77,6.26,82.14,True,False
KEIBAJO_SURFACE_06_芝,goal_sa+prev1_kyakushitsu+yoso_juni,4.0,653.0,88.74,6.75,82.13,True,False
KEIBAJO_SURFACE_08_芝,goal_juni+kyori_tekisei+prev2_chakujun,6.0,665.0,88.8,8.34,82.13,True,False
