segment,factors,n_valid_bins,n_valid_bets,mean_corrected_roi,std_bin_roi,clb,pass,skip
KEIBAJO_SURFACE_09_芝,kijun_ninkijun_fukusho+shirushi_code_2+wakuban,9.0,1169.0,88.91,7.39,84.08,True,False
KEIBAJO_SURFACE_02_芝,bac_juryo_shubetsu_code+goal_sa+hobokusaki_rank,3.0,476.0,91.76,6.8,84.06,True,False
KEIBAJO_SURFACE_01_ダ,kijun_ninkijun_fukusho+shirushi_code_3+shirushi_code_6,3.0,555.0,89.68,4.96,84.06,True,False
KEIBAJO_SURFACE_09_芝,kijun_ninkijun_tansho+shirushi_code_2+wakuban,9.0,1178.0,88.73,7.16,84.05,True,False
KEIBAJO_SURFACE_01_ダ,shirushi_code_1+shirushi_code_2+tenkai_kigo_code,10.0,1271.0,89.05,8.06,84.05,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+shirushi_code_4+wakuban,7.0,894.0,88.93,6.59,84.05,True,False
KEIBAJO_SURFACE_06_芝,futan_juryo+goal_sa+shirushi_code_5,7.0,1031.0,87.51,4.68,84.04,True,False
KEIBAJO_SURFACE_01_芝,bac_juryo_shubetsu_code+shirushi_code_1+shirushi_code_5,8.0,1108.0,88.95,7.11,84.03,True,False
KEIBAJO_SURFACE_10_ダ,chokyo_yajirushi_code+prev2_chakujun+taikei_tomo,5.0,519.0,88.7,5.32,84.03,True,False
KEIBAJO_SURFACE_08_芝,ls_shisu_juni+prev1_chakujun+shirushi_code_2,3.0,435.0,87.5,3.07,84.02,True,False
KEIBAJO_SURFACE_02_芝,hobokusaki_rank+kijun_ninkijun_tansho+shirushi_code_1,3.0,494.0,91.56,6.67,84.02,True,False
KEIBAJO_SURFACE_01_ダ,bac_tosu+shirushi_code_1+shirushi_code_4,3.0,418.0,88.14,3.64,84.02,True,False
KEIBAJO_SURFACE_08_ダ,goal_sa+kyori_tekisei+shirushi_code_3,7.0,1439.0,86.33,3.12,84.02,True,False
KEIBAJO_SURFACE_05_芝,joho_shisu+shirushi_code_1+shirushi_code_3,6.0,677.0,91.59,9.49,84.0,True,False
KEIBAJO_SURFACE_07_ダ,manken_shirushi+shirushi_code_2+shirushi_code_4,3.0,403.0,89.72,5.06,84.0,True,False
KEIBAJO_SURFACE_07_ダ,dochu_juni+kyori_tekisei+shirushi_code_4,4.0,433.0,87.17,3.23,84.0,True,False
KEIBAJO_SURFACE_01_ダ,bac_jouken+shirushi_code_1+shirushi_code_4,3.0,465.0,89.9,5.23,83.99,True,False
KEIBAJO_SURFACE_08_芝,bac_shubetsu+goal_sa+shirushi_code_6,6.0,991.0,88.26,5.35,83.98,True,False
KEIBAJO_SURFACE_08_芝,gekiso_juni+kyori+shirushi_code_1,3.0,335.0,93.37,8.3,83.98,True,False
KEIBAJO_SURFACE_01_ダ,kijun_ninkijun_fukusho+moshoku_code+shirushi_code_6,4.0,541.0,86.82,2.9,83.97,True,False
KEIBAJO_SURFACE_01_ダ,prev1_keibajo+taikei_dou+yoso_juni,6.0,682.0,88.47,5.62,83.97,True,False
KEIBAJO_SURFACE_08_芝,goal_juni+kyori+shirushi_code_4,5.0,695.0,89.09,5.84,83.97,True,False
KEIBAJO_SURFACE_09_ダ,kishu_shisu+shirushi_code_1+shirushi_code_5,4.0,619.0,87.56,3.69,83.95,True,False
KEIBAJO_SURFACE_07_ダ,hizume_code+shirushi_code_2+yoso_juni,4.0,622.0,89.52,5.68,83.95,True,False
KEIBAJO_SURFACE_01_ダ,barei+sanchimei+shirushi_code_2,3.0,319.0,96.92,11.46,83.95,True,False
KEIBAJO_SURFACE_01_ダ,bac_jouken+prev1_keibajo+umaban_clean,3.0,309.0,89.73,5.12,83.94,True,False
KEIBAJO_SURFACE_07_ダ,gekiso_juni+prev1_corner4_bin+yoso_juni,5.0,689.0,89.23,6.04,83.94,True,False
KEIBAJO_SURFACE_08_芝,gekiso_juni+goal_juni+shirushi_code_1,6.0,900.0,86.52,3.24,83.93,True,False
KEIBAJO_SURFACE_07_ダ,kijun_ninkijun_fukusho+shirushi_code_2+ten_shisu_juni,4.0,558.0,89.37,5.55,83.93,True,False
KEIBAJO_SURFACE_07_ダ,bac_shubetsu+goal_juni+yoso_juni,13.0,1768.0,87.56,6.68,83.93,True,False
KEIBAJO_SURFACE_07_ダ,hizume_code+shirushi_code_2+shirushi_code_4,7.0,1074.0,86.82,3.91,83.93,True,False
KEIBAJO_SURFACE_08_芝,bac_shubetsu+prev1_chakujun+shirushi_code_4,5.0,696.0,88.27,4.96,83.93,True,False
KEIBAJO_SURFACE_01_ダ,kijun_ninkijun_tansho+shirushi_code_3+shirushi_code_6,4.0,678.0,87.83,3.99,83.91,True,False
KEIBAJO_SURFACE_08_芝,goal_juni+ls_shisu_juni+shirushi_code_4,7.0,1181.0,87.63,5.03,83.9,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+hizume_code+kijun_ninkijun_tansho,6.0,947.0,88.26,5.45,83.9,True,False
KEIBAJO_SURFACE_08_ダ,shirushi_code_2+shirushi_code_4+wakuban,7.0,938.0,89.28,7.29,83.89,True,False
KEIBAJO_SURFACE_06_ダ,prev1_kyakushitsu+prev3_chakujun+shirushi_code_1,13.0,1573.0,89.06,9.5,83.89,True,False
KEIBAJO_SURFACE_01_ダ,kijun_ninkijun_fukusho+shirushi_code_6+tenkai_kigo_code,5.0,575.0,91.04,8.17,83.88,True,False
KEIBAJO_SURFACE_01_ダ,hobokusaki_rank+prev1_chakujun+taikei_dou,3.0,325.0,86.09,1.96,83.88,True,False
KEIBAJO_SURFACE_01_ダ,ls_shisu_juni+shirushi_code_2+taikei_dou,6.0,887.0,88.9,6.27,83.88,True,False
KEIBAJO_SURFACE_01_ダ,prev1_bataiju_bin+shirushi_code_1+shirushi_code_2,3.0,353.0,93.03,8.09,83.87,True,False
KEIBAJO_SURFACE_10_芝,kyori_tekisei+kyori_tekisei_2+shirushi_code_2,4.0,434.0,89.03,5.26,83.87,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_ninkijun_fukusho+kyi_kyusha_rank,7.0,1075.0,86.95,4.15,83.87,True,False
KEIBAJO_SURFACE_07_ダ,ichi_shisu_juni+shirushi_code_6+yoso_juni,3.0,380.0,87.75,3.43,83.87,True,False
KEIBAJO_SURFACE_01_ダ,bac_tosu+kijun_ninkijun_tansho+shirushi_code_6,4.0,607.0,88.05,4.28,83.86,True,False
KEIBAJO_SURFACE_07_ダ,ichi_shisu_juni+kyori_tekisei+yoso_juni,4.0,442.0,87.04,3.24,83.86,True,False
KEIBAJO_SURFACE_07_ダ,dochu_juni+shirushi_code_1+yoso_juni,3.0,358.0,89.7,5.16,83.86,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+shirushi_code_1+yy_int,4.0,547.0,86.18,2.38,83.85,True,False
KEIBAJO_SURFACE_06_ダ,prev3_chakujun+shirushi_code_1+shirushi_code_2,11.0,1868.0,89.05,8.8,83.85,True,False
KEIBAJO_SURFACE_01_ダ,kijun_ninkijun_tansho+kyi_kyusha_rank+shirushi_code_4,6.0,746.0,87.06,4.03,83.84,True,False
KEIBAJO_SURFACE_08_芝,dochu_sa+pace_shisu_juni+yoso_juni,3.0,380.0,87.25,3.01,83.84,True,False
KEIBAJO_SURFACE_08_芝,goal_sa+kyori_tekisei+yoso_juni,6.0,870.0,91.38,9.42,83.84,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+manken_shirushi+prev1_corner4_bin,3.0,359.0,91.42,6.7,83.84,True,False
KEIBAJO_SURFACE_08_ダ,manken_shirushi+shirushi_code_2+shirushi_code_3,5.0,658.0,89.26,6.19,83.84,True,False
KEIBAJO_SURFACE_06_芝,prev1_bataiju_bin+shirushi_code_2+shirushi_code_5,4.0,495.0,89.99,6.28,83.84,True,False
KEIBAJO_SURFACE_08_芝,gekiso_juni+goal_juni+goal_sa,6.0,1427.0,86.88,3.81,83.83,True,False
KEIBAJO_SURFACE_08_ダ,goal_sa+prev1_bataiju_bin+shirushi_code_1,7.0,1231.0,86.73,3.92,83.83,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+prev1_bataiju_bin+shirushi_code_2,12.0,1797.0,87.62,6.71,83.83,True,False
KEIBAJO_SURFACE_06_芝,goal_sa+shirushi_code_3+wakuban,6.0,643.0,89.6,7.21,83.83,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+shirushi_code_1+ten_shisu_juni,3.0,574.0,88.82,4.41,83.83,True,False
KEIBAJO_SURFACE_08_芝,goal_sa+hobokusaki_rank+prev1_chakujun,5.0,930.0,88.67,5.53,83.82,True,False
KEIBAJO_SURFACE_01_ダ,hobokusaki_rank+kyakushitsu+taikei_tomo,3.0,332.0,90.91,6.28,83.81,True,False
KEIBAJO_SURFACE_01_ダ,chokyoshi_rank+kishu_rank+wakuban,3.0,344.0,90.99,6.35,83.81,True,False
KEIBAJO_SURFACE_08_芝,chokyoshi_rank+goal_sa+prev2_chakujun,3.0,500.0,90.01,5.48,83.81,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+ichi_shisu_juni+kijun_ninkijun_tansho,4.0,675.0,88.25,4.54,83.8,True,False
KEIBAJO_SURFACE_08_芝,gekiso_juni+goal_juni+shirushi_code_3,4.0,633.0,86.88,3.16,83.79,True,False
KEIBAJO_SURFACE_09_芝,joa_odds_shisu+kijun_odds_tansho+shirushi_code_4,11.0,1348.0,87.38,6.06,83.79,True,False
KEIBAJO_SURFACE_07_ダ,kijun_odds_fukusho+shirushi_code_1+yoso_juni,3.0,586.0,90.09,5.59,83.76,True,False
KEIBAJO_SURFACE_06_芝,shirushi_code_4+shirushi_code_5+wakuban,6.0,738.0,86.73,3.73,83.75,True,False
KEIBAJO_SURFACE_06_芝,goal_sa+prev1_corner4_bin+wakuban,7.0,831.0,89.38,7.62,83.74,True,False
KEIBAJO_SURFACE_01_ダ,futan_juryo+shirushi_code_4+yuso_kubun,3.0,304.0,88.22,3.95,83.74,True,False
KEIBAJO_SURFACE_01_ダ,goal_sa+pace_yoso+prev1_kyakushitsu,4.0,569.0,87.59,3.93,83.74,True,False
KEIBAJO_SURFACE_06_芝,goal_sa+shirushi_code_3+yoso_juni,5.0,812.0,87.43,4.21,83.74,True,False
KEIBAJO_SURFACE_01_ダ,bac_jouken+shirushi_code_4+shirushi_code_6,4.0,611.0,89.01,5.38,83.74,True,False
KEIBAJO_SURFACE_07_ダ,gekiso_juni+goal_juni+kijun_ninkijun_fukusho,4.0,695.0,88.5,4.87,83.73,True,False
KEIBAJO_SURFACE_02_芝,kijun_ninkijun_tansho+shirushi_code_1+shirushi_code_3,3.0,634.0,88.06,3.83,83.72,True,False
KEIBAJO_SURFACE_10_芝,barei+prev1_corner4+yy_int,3.0,357.0,85.85,1.88,83.72,True,False
KEIBAJO_SURFACE_08_ダ,goal_sa+prev1_keibajo+shirushi_code_3,6.0,1144.0,87.68,4.95,83.72,True,False
KEIBAJO_SURFACE_08_芝,manken_shirushi+shirushi_code_1+shirushi_code_5,4.0,466.0,88.38,4.78,83.7,True,False
KEIBAJO_SURFACE_08_芝,goal_juni+shirushi_code_3+yoso_juni,4.0,650.0,90.28,6.72,83.7,True,False
KEIBAJO_SURFACE_08_芝,goal_juni+prev1_chakujun+shirushi_code_1,4.0,645.0,86.12,2.48,83.69,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+prev1_keibajo,6.0,1834.0,85.94,2.81,83.69,True,False
KEIBAJO_SURFACE_09_ダ,shirushi_code_1+shirushi_code_5+yy_int,9.0,1206.0,87.36,5.62,83.68,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+ichi_shisu_juni+kijun_ninkijun_fukusho,4.0,674.0,87.99,4.4,83.68,True,False
KEIBAJO_SURFACE_07_ダ,hizume_code+shirushi_code_1+shirushi_code_6,8.0,1350.0,89.55,8.48,83.68,True,False
KEIBAJO_SURFACE_07_ダ,kijun_odds_fukusho+shirushi_code_2+yoso_juni,3.0,494.0,91.28,6.72,83.67,True,False
KEIBAJO_SURFACE_03_芝,goal_juni+goal_sa+kijun_ninkijun_fukusho,3.0,842.0,86.78,2.75,83.67,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+shirushi_code_5+yoso_juni,6.0,913.0,87.89,5.28,83.66,True,False
KEIBAJO_SURFACE_08_芝,goal_sa+kyori+shirushi_code_2,5.0,756.0,88.48,5.49,83.66,True,False
KEIBAJO_SURFACE_09_芝,prev1_bataiju_bin+shirushi_code_2+shirushi_code_3,9.0,1284.0,87.23,5.48,83.65,True,False
KEIBAJO_SURFACE_07_ダ,bac_shubetsu+kohan_3f_juni+shirushi_code_5,3.0,338.0,88.82,4.57,83.65,True,False
KEIBAJO_SURFACE_08_芝,gekiso_juni+prev1_chakujun+shirushi_code_3,3.0,468.0,87.77,3.66,83.64,True,False
KEIBAJO_SURFACE_08_ダ,agari_shisu_juni+manken_shirushi+moshoku_code,8.0,980.0,92.73,13.14,83.63,True,False
KEIBAJO_SURFACE_08_芝,kyi_kyusha_rank+shirushi_code_5+yoso_juni,3.0,390.0,91.02,6.53,83.63,True,False
KEIBAJO_SURFACE_01_ダ,barei+kyi_kyusha_rank+shirushi_code_4,4.0,433.0,85.57,1.98,83.62,True,False
KEIBAJO_SURFACE_07_ダ,kijun_ninkijun_tansho+kijun_odds_fukusho+prev1_bataiju_bin,6.0,698.0,86.34,3.42,83.61,True,False
KEIBAJO_SURFACE_08_ダ,kyori_tekisei+manken_shirushi+shirushi_code_4,6.0,741.0,88.49,6.1,83.61,True,False
KEIBAJO_SURFACE_09_芝,joa_odds_shisu+kijun_ninkijun_tansho+kijun_odds_tansho,14.0,1682.0,86.77,6.06,83.59,True,False
KEIBAJO_SURFACE_01_ダ,babajotai_heavy+goal_juni+goal_sa,3.0,649.0,85.08,1.32,83.58,True,False
KEIBAJO_SURFACE_07_ダ,hizume_code+shirushi_code_1+yoso_juni,5.0,765.0,88.01,5.05,83.58,True,False
KEIBAJO_SURFACE_09_ダ,manken_shirushi+shirushi_code_1+shirushi_code_5,7.0,990.0,90.63,9.5,83.58,True,False
KEIBAJO_SURFACE_08_ダ,goal_sa+prev1_bataiju_bin+shirushi_code_2,5.0,992.0,87.16,4.1,83.57,True,False
KEIBAJO_SURFACE_08_ダ,shirushi_code_1+shirushi_code_5+wakuban,7.0,869.0,90.2,8.96,83.57,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+sanchimei,7.0,1821.0,86.92,4.54,83.56,True,False
KEIBAJO_SURFACE_09_ダ,joa_odds_shisu+kijun_odds_tansho+shirushi_code_3,10.0,1206.0,86.68,5.04,83.55,True,False
KEIBAJO_SURFACE_05_芝,shirushi_code_3+shirushi_code_4+taikei_tomo,7.0,927.0,88.18,6.25,83.55,True,False
KEIBAJO_SURFACE_06_芝,goal_sa+kyori_tekisei+shirushi_code_2,6.0,1211.0,88.82,6.58,83.55,True,False
KEIBAJO_SURFACE_10_芝,bataiju_change_bin+goal_juni+shirushi_code_2,14.0,1886.0,89.27,10.92,83.55,True,False
KEIBAJO_SURFACE_08_芝,chokyoshi_rank+goal_sa+manken_shirushi,5.0,776.0,86.66,3.55,83.54,True,False
KEIBAJO_SURFACE_01_ダ,kijun_ninkijun_fukusho+kyori_tekisei+shirushi_code_6,4.0,542.0,90.12,6.72,83.54,True,False
KEIBAJO_SURFACE_03_芝,goal_sa+shirushi_code_2+shutoku_shokin_ruikei,3.0,529.0,86.22,2.37,83.54,True,False
KEIBAJO_SURFACE_08_芝,goal_sa+shirushi_code_4+wakuban,5.0,559.0,89.07,6.31,83.54,True,False
KEIBAJO_SURFACE_07_ダ,kohan_3f_juni+kyori+shirushi_code_5,4.0,470.0,88.57,5.13,83.54,True,False
KEIBAJO_SURFACE_07_ダ,gekiso_juni+kijun_ninkijun_tansho+kyi_kyusha_rank,3.0,381.0,86.7,2.8,83.53,True,False
KEIBAJO_SURFACE_03_芝,bac_shubetsu+goal_sa+shirushi_code_1,4.0,570.0,87.81,4.37,83.53,True,False
KEIBAJO_SURFACE_08_芝,ls_shisu_juni+prev1_chakujun+shirushi_code_5,3.0,406.0,86.76,2.86,83.53,True,False
KEIBAJO_SURFACE_06_芝,futan_juryo+shirushi_code_2+yoso_juni,4.0,526.0,91.79,8.45,83.52,True,False
KEIBAJO_SURFACE_01_芝,kijun_ninkijun_fukusho+shirushi_code_5+shirushi_code_6,3.0,627.0,92.93,8.32,83.52,True,False
KEIBAJO_SURFACE_02_芝,ichi_shisu_juni+kyori_tekisei+shirushi_code_2,4.0,431.0,90.49,7.12,83.51,True,False
KEIBAJO_SURFACE_06_芝,kishu_shisu+shirushi_code_2+shirushi_code_3,3.0,437.0,88.84,4.71,83.51,True,False
KEIBAJO_SURFACE_09_ダ,shirushi_code_1+shirushi_code_3+umaban_clean,11.0,1327.0,88.26,8.06,83.5,True,False
KEIBAJO_SURFACE_07_ダ,kyori_tekisei+shirushi_code_2+yoso_juni,15.0,2179.0,86.85,6.63,83.5,True,False
KEIBAJO_SURFACE_07_ダ,hizume_code+shirushi_code_2+shirushi_code_5,5.0,680.0,87.08,4.09,83.5,True,False
KEIBAJO_SURFACE_08_ダ,goal_sa+shirushi_code_4+wakuban,7.0,957.0,87.88,5.92,83.49,True,False
KEIBAJO_SURFACE_02_芝,goal_juni+goal_sa+moshoku_code,3.0,648.0,91.56,7.13,83.49,True,False
KEIBAJO_SURFACE_10_芝,babajotai_code_shiba+goal_sa+manken_shirushi,5.0,761.0,87.0,4.01,83.48,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+shirushi_code_2+yoso_juni,7.0,1313.0,89.78,8.49,83.48,True,False
KEIBAJO_SURFACE_07_ダ,dochu_juni+goal_juni+moshoku_code,7.0,887.0,86.69,4.33,83.48,True,False
KEIBAJO_SURFACE_01_ダ,kyori_tekisei+shirushi_code_1+shirushi_code_2,5.0,732.0,91.08,8.67,83.48,True,False
KEIBAJO_SURFACE_10_芝,agari_shisu_juni+goal_sa+tenko_code,4.0,682.0,87.35,3.96,83.47,True,False
KEIBAJO_SURFACE_01_ダ,barei+goal_sa+kyakushitsu,3.0,455.0,87.81,3.84,83.46,True,False
KEIBAJO_SURFACE_07_ダ,gekiso_juni+goal_juni+kyori_tekisei,9.0,1167.0,86.63,4.86,83.45,True,False
KEIBAJO_SURFACE_01_ダ,goal_sa+kyakushitsu+yuso_kubun,3.0,367.0,86.92,3.07,83.44,True,False
KEIBAJO_SURFACE_07_ダ,gekiso_juni+shirushi_code_4+yoso_juni,3.0,544.0,87.55,3.63,83.44,True,False
KEIBAJO_SURFACE_08_ダ,agari_shisu_juni+prev1_bataiju_bin+shirushi_code_1,3.0,369.0,93.11,8.54,83.44,True,False
KEIBAJO_SURFACE_03_芝,goal_sa+shirushi_code_6+shutoku_shokin_ruikei,3.0,478.0,85.98,2.25,83.43,True,False
KEIBAJO_SURFACE_08_芝,goal_sa+shirushi_code_2+shirushi_code_3,4.0,970.0,88.81,5.51,83.42,True,False
KEIBAJO_SURFACE_07_ダ,dochu_juni+kijun_ninkijun_tansho+kyori_tekisei,4.0,427.0,87.74,4.41,83.42,True,False
KEIBAJO_SURFACE_01_ダ,babajotai_heavy+shirushi_code_1+uma_start_shisu,4.0,426.0,92.08,8.84,83.41,True,False
KEIBAJO_SURFACE_03_芝,goal_juni+shirushi_code_1+shirushi_code_3,4.0,697.0,86.14,2.78,83.41,True,False
KEIBAJO_SURFACE_01_ダ,babajotai_code_dirt+shirushi_code_1+uma_start_shisu,4.0,426.0,92.08,8.84,83.41,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kohan_3f_juni+kyori,8.0,1005.0,88.1,6.77,83.41,True,False
KEIBAJO_SURFACE_08_芝,manken_shirushi+shirushi_code_1+shirushi_code_4,6.0,820.0,86.47,3.86,83.38,True,False
KEIBAJO_SURFACE_01_ダ,kijun_ninkijun_fukusho+kyi_kyusha_rank+shirushi_code_4,5.0,625.0,85.87,2.85,83.38,True,False
KEIBAJO_SURFACE_08_芝,goal_sa+moshoku_code+shirushi_code_5,5.0,935.0,86.21,3.23,83.38,True,False
KEIBAJO_SURFACE_08_芝,bac_shubetsu+prev1_chakujun+shirushi_code_5,3.0,364.0,84.68,1.15,83.38,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+prev1_bataiju_bin+shirushi_code_1,10.0,1611.0,89.31,9.59,83.37,True,False
KEIBAJO_SURFACE_08_芝,goal_juni+kyori+shirushi_code_5,4.0,492.0,87.48,4.19,83.37,True,False
KEIBAJO_SURFACE_08_芝,goal_juni+shirushi_code_1+yoso_juni,6.0,917.0,88.89,6.9,83.37,True,False
KEIBAJO_SURFACE_03_ダ,agari_shisu_juni+babajotai_code_dirt+goal_juni,3.0,344.0,86.93,3.14,83.37,True,False
KEIBAJO_SURFACE_07_ダ,kijun_ninkijun_tansho+ten_shisu_juni+yoso_juni,3.0,370.0,89.86,5.74,83.37,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+shirushi_code_1+wakuban,9.0,1263.0,89.35,9.16,83.37,True,False
KEIBAJO_SURFACE_03_芝,goal_juni+joken_class_code+shirushi_code_6,5.0,673.0,86.02,3.03,83.37,True,False
KEIBAJO_SURFACE_02_芝,kijun_ninkijun_fukusho+pace_yoso+shirushi_code_3,4.0,561.0,90.54,7.33,83.36,True,False
KEIBAJO_SURFACE_08_芝,chokyoshi_rank+ten_shisu_juni+yoso_juni,5.0,586.0,87.37,4.59,83.35,True,False
KEIBAJO_SURFACE_01_ダ,kyakushitsu+kyori_tekisei+taikei_tomo,3.0,385.0,85.91,2.27,83.35,True,False
KEIBAJO_SURFACE_08_芝,gekiso_juni+ls_shisu_juni+shirushi_code_5,3.0,388.0,88.21,4.29,83.35,True,False
KEIBAJO_SURFACE_08_ダ,goal_sa+kyi_kyusha_rank+shirushi_code_5,6.0,851.0,88.19,6.06,83.34,True,False
KEIBAJO_SURFACE_08_芝,gekiso_juni+pace_shisu_juni+ten_shisu_juni,3.0,395.0,87.39,3.58,83.34,True,False
KEIBAJO_SURFACE_08_ダ,goal_sa+manken_shirushi+omo_tekisei_code,6.0,732.0,88.1,5.95,83.33,True,False
KEIBAJO_SURFACE_08_芝,bac_shubetsu+dochu_sa+hizume_code,3.0,362.0,93.07,8.61,83.33,True,False
KEIBAJO_SURFACE_08_芝,goal_juni+prev1_chakujun+shutoku_shokin_ruikei,5.0,706.0,86.88,4.07,83.31,True,False
KEIBAJO_SURFACE_08_芝,goal_sa+hobokusaki_rank+wakuban,10.0,1496.0,87.16,6.21,83.31,True,False
KEIBAJO_SURFACE_07_ダ,shirushi_code_1+shirushi_code_3+yoso_juni,8.0,1624.0,86.99,5.32,83.31,True,False
KEIBAJO_SURFACE_08_芝,goal_juni+kyori+shirushi_code_2,4.0,588.0,88.4,5.2,83.31,True,False
KEIBAJO_SURFACE_09_芝,joa_odds_shisu+kijun_ninkijun_fukusho+kijun_odds_tansho,13.0,1572.0,86.23,5.38,83.31,True,False
KEIBAJO_SURFACE_08_芝,gekiso_juni+ls_shisu_juni+shirushi_code_2,3.0,373.0,89.28,5.27,83.31,True,False
KEIBAJO_SURFACE_08_芝,manken_shirushi+shirushi_code_2+shirushi_code_6,3.0,343.0,90.69,6.53,83.3,True,False
KEIBAJO_SURFACE_07_ダ,gekiso_juni+kyori+shirushi_code_3,6.0,809.0,86.11,3.52,83.29,True,False
KEIBAJO_SURFACE_09_芝,joa_odds_shisu+kijun_ninkijun_fukusho+kijun_ninkijun_tansho,13.0,1512.0,86.52,5.94,83.29,True,False
KEIBAJO_SURFACE_01_ダ,babajotai_code_dirt+prev1_bataiju_bin+uma_tokki_1,3.0,379.0,85.75,2.17,83.29,True,False
KEIBAJO_SURFACE_08_ダ,agari_shisu_juni+goal_sa+kyori_tekisei,5.0,861.0,88.57,6.02,83.29,True,False
KEIBAJO_SURFACE_09_芝,kijun_ninkijun_fukusho+kijun_ninkijun_tansho+kijun_odds_tansho,13.0,1512.0,86.52,5.94,83.29,True,False
KEIBAJO_SURFACE_01_ダ,babajotai_heavy+prev1_bataiju_bin+uma_tokki_1,3.0,379.0,85.75,2.17,83.29,True,False
KEIBAJO_SURFACE_08_ダ,goal_sa+manken_shirushi+shirushi_code_1,6.0,968.0,89.53,7.8,83.29,True,False
KEIBAJO_SURFACE_01_ダ,agari_shisu_juni+bac_tosu+prev1_kyakushitsu,6.0,657.0,90.78,9.36,83.29,True,False
KEIBAJO_SURFACE_01_ダ,babajotai_code_dirt+chokyoshi_rank+shirushi_code_2,8.0,918.0,88.87,8.07,83.28,True,False
KEIBAJO_SURFACE_01_ダ,babajotai_heavy+chokyoshi_rank+shirushi_code_2,8.0,918.0,88.87,8.07,83.28,True,False
KEIBAJO_SURFACE_07_ダ,dochu_juni+goal_juni+shirushi_code_1,3.0,594.0,88.39,4.51,83.28,True,False
KEIBAJO_SURFACE_03_芝,joken_class_code+pace_shisu_juni+shirushi_code_6,3.0,419.0,97.39,12.47,83.27,True,False
KEIBAJO_SURFACE_07_ダ,kijun_odds_fukusho+prev1_bataiju_bin+shirushi_code_4,5.0,588.0,86.72,3.93,83.27,True,False
KEIBAJO_SURFACE_03_芝,goal_sa+kyori+shirushi_code_3,3.0,436.0,88.66,4.76,83.27,True,False
KEIBAJO_SURFACE_03_芝,pace_shisu_juni+shirushi_code_6+shutoku_shokin_ruikei,3.0,419.0,97.39,12.47,83.27,True,False
KEIBAJO_SURFACE_01_ダ,kishu_rank+shirushi_code_1+shirushi_code_2,5.0,739.0,93.62,11.82,83.25,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_odds_fukusho+prev1_corner4_bin,4.0,596.0,88.82,5.7,83.24,True,False
KEIBAJO_SURFACE_06_芝,kijun_ninkijun_fukusho+shirushi_code_2+shirushi_code_5,13.0,2134.0,85.95,4.99,83.24,True,False
KEIBAJO_SURFACE_08_芝,bac_shubetsu+kishu_minarai_code+shutoku_shokin_ruikei,4.0,635.0,87.38,4.25,83.22,True,False
KEIBAJO_SURFACE_07_ダ,gekiso_type+moshoku_code+shirushi_code_6,5.0,570.0,88.0,5.45,83.22,True,False
KEIBAJO_SURFACE_03_芝,agari_shisu_juni+shirushi_code_1+shirushi_code_3,3.0,432.0,87.44,3.74,83.22,True,False
KEIBAJO_SURFACE_06_芝,futan_juryo+goal_sa+yoso_juni,4.0,580.0,86.48,3.33,83.21,True,False
KEIBAJO_SURFACE_06_ダ,goal_sa+prev1_kyakushitsu+wakuban,15.0,2078.0,89.04,11.54,83.2,True,False
KEIBAJO_SURFACE_08_芝,chokyoshi_rank+goal_sa+wakuban,8.0,1146.0,86.87,5.32,83.19,True,False
KEIBAJO_SURFACE_06_芝,prev1_corner4_bin+rotation+yoso_juni,9.0,997.0,86.51,5.08,83.19,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+prev1_keibajo+shirushi_code_5,12.0,1794.0,86.71,6.22,83.19,True,False
KEIBAJO_SURFACE_01_ダ,omo_tekisei_code+shirushi_code_1+shirushi_code_2,9.0,1190.0,91.8,13.17,83.19,True,False
KEIBAJO_SURFACE_08_芝,goal_sa+kyori+shirushi_code_5,3.0,431.0,87.67,3.96,83.19,True,False
KEIBAJO_SURFACE_08_ダ,goal_sa+shirushi_code_1+wakuban,8.0,1241.0,89.52,9.15,83.18,True,False
KEIBAJO_SURFACE_03_ダ,bataiju_change_bin+prev1_chakujun+yoso_juni,3.0,382.0,85.86,2.38,83.17,True,False
KEIBAJO_SURFACE_01_ダ,shirushi_code_4+shirushi_code_6+taikei_dou,3.0,467.0,84.59,1.27,83.16,True,False
KEIBAJO_SURFACE_07_ダ,kijun_odds_fukusho+shirushi_code_1+shirushi_code_5,4.0,692.0,87.38,4.31,83.16,True,False
