rank,source,segment,factor,factor_type,grade,mark,score_std,n_bins,edge_bins,avg_win_roi,avg_place_roi,best_bin_win_roi,best_bin_place_roi,total_samples
50,phase2,SURFACE_2_芝,kijun_ninkijun_fukusho+prev2_chakujun,combo,S,★★★,7.275,226,60,81.0,81.3,709.1,185.5,35349
51,phase2,SURFACE_2_ダ,moshoku_code+uma_deokure_ritsu,combo,S,★★★,7.261,160,45,78.3,77.9,554.3,208.8,32360
52,phase2,SURFACE_2_芝,kishu_minarai_code+prev1_bataiju,combo,S,★★★,7.255,79,26,76.0,79.8,352.7,185.4,6486
53,phase2,SURFACE_2_芝,prev1_corner4+taikei_tomo,combo,S,★★★,7.248,244,60,80.0,80.2,854.9,414.4,36545
54,phase2,SURFACE_2_芝,kishu_minarai_code+uma_deokure_ritsu,combo,S,★★★,7.243,41,8,72.7,73.8,401.4,166.1,6484
55,phase2,SURFACE_2_ダ,dochu_juni+yoso_juni,combo,S,★★★,7.228,223,48,79.3,77.0,862.0,184.7,34029
56,phase2,SURFACE_2_ダ,goal_juni+prev1_chakujun,combo,S,★★★,7.228,206,52,84.1,77.8,510.4,187.0,32371
57,phase2,SURFACE_2_芝,chokyo_yajirushi_code+ls_shisu_juni,combo,S,★★★,7.22,29,5,88.3,85.0,424.3,156.8,43849
58,phase2,SURFACE_2_芝,kijun_ninkijun_fukusho+kyori_tekisei_2,combo,S,★★★,7.215,43,8,78.1,78.6,374.9,204.7,6805
59,phase2,SURFACE_2_ダ,prev1_corner4+prev2_chakujun,combo,S,★★★,7.215,217,54,80.3,78.4,695.7,210.7,30727
60,phase2,SURFACE_2_芝,chokyoshi_rank+uma_deokure_ritsu,combo,S,★★★,7.209,190,42,81.7,77.0,576.7,226.3,38587
61,phase2,SURFACE_2_芝,kijun_ninkijun_tansho+prev2_chakujun,combo,S,★★★,7.203,225,63,81.0,81.4,709.1,185.5,35349
62,ceo,SURFACE_2_ダ,kishumei+wakuban,combo,S,★★★,7.199,443,106,76.6,76.6,670.3,184.8,34029
63,phase2,SURFACE_2_芝,kishu_minarai_code+prev2_chakujun,combo,S,★★★,7.173,49,11,80.3,79.5,444.1,215.4,5764
64,phase2,SURFACE_2_芝,kijun_ninkijun_tansho+kyori_tekisei_2,combo,S,★★★,7.171,43,9,78.0,78.5,373.1,203.7,6805
65,phase2,SURFACE_2_芝,prev2_chakujun+prev3_chakujun,combo,S,★★★,7.151,240,53,79.0,80.2,735.7,218.4,32743
66,phase2,GLOBAL,agari_shisu_juni+kishu_minarai_code,combo,S,★★★,7.129,77,17,82.4,76.7,449.3,261.0,17050
67,phase2,SURFACE_2_ダ,babajotai_heavy+kijun_odds_fukusho,combo,S,★★★,7.106,198,49,78.0,77.4,527.5,158.6,34029
68,phase2,SURFACE_2_ダ,barei+manken_shisu,combo,S,★★★,7.104,220,58,81.9,78.6,414.2,214.2,33810
69,phase2,SURFACE_2_芝,kishu_minarai_code+manken_shisu,combo,S,★★★,7.101,98,22,67.9,75.4,433.2,215.8,7318
70,phase2,SURFACE_2_ダ,kyori_tekisei_2+prev1_chakujun,combo,S,★★★,7.099,33,9,89.1,84.5,334.7,148.7,4231
71,phase1,KEIBAJO_SURFACE_03_芝,kishu_minarai_code,numeric,S,★★★,7.09,4,2,104.2,76.5,213.3,103.9,2552
72,phase2,SURFACE_2_ダ,prev1_chakujun+prev2_chakujun,combo,S,★★★,7.084,223,53,81.0,77.5,679.3,165.6,30727
73,phase2,GLOBAL,ls_shisu_juni+prev1_keibajo,combo,S,★★★,7.058,98,14,79.3,78.4,655.9,175.1,71058
74,phase2,SURFACE_2_ダ,goal_juni+kyori_tekisei_2,combo,S,★★★,7.054,34,8,79.3,82.0,334.4,170.5,4232
75,phase2,SURFACE_2_芝,dochu_juni+prev3_chakujun,combo,S,★★★,7.053,241,64,81.7,81.0,632.0,232.5,32743
76,phase2,SURFACE_2_ダ,goal_juni+kijun_ninkijun_fukusho,combo,S,★★★,7.046,180,43,83.7,78.0,433.4,206.0,34029
77,phase2,SURFACE_2_ダ,goal_juni+kijun_ninkijun_tansho,combo,S,★★★,7.041,180,41,83.6,77.9,430.1,198.6,34029
78,phase2,SURFACE_2_ダ,prev1_chakujun+prev1_corner4,combo,S,★★★,7.027,215,44,76.8,75.0,521.5,268.8,32371
79,phase2,GLOBAL,kijun_ninkijun_fukusho+prev2_chakujun,combo,S,★★★,7.001,243,61,85.8,80.7,682.0,189.7,69898
80,phase2,SURFACE_2_芝,kyori_tekisei_2+prev1_chakujun,combo,S,★★★,6.993,44,11,79.2,77.5,424.3,125.0,6805
81,phase2,GLOBAL,kijun_ninkijun_tansho+prev2_chakujun,combo,S,★★★,6.978,243,63,85.8,80.7,682.0,189.7,69898
82,phase2,SURFACE_2_芝,dochu_juni+kishu_minarai_code,combo,S,★★★,6.925,53,12,73.3,73.6,478.6,208.9,7409
83,phase2,SURFACE_2_ダ,prev1_chakujun+prev3_chakujun,combo,S,★★★,6.917,217,48,79.9,78.6,582.7,155.6,28798
84,phase2,GLOBAL,futan_juryo+hizume_code,combo,S,★★★,6.89,148,28,83.2,80.1,692.3,175.3,74285
85,phase2,SURFACE_2_ダ,goal_juni+prev1_keibajo,combo,S,★★★,6.886,148,32,85.5,78.3,675.7,228.7,32371
86,phase2,SURFACE_2_ダ,kijun_ninkijun_tansho+yoso_juni,combo,S,★★★,6.862,188,41,83.9,77.7,356.9,201.4,34029
87,phase2,SURFACE_2_ダ,prev1_keibajo+prev2_chakujun,combo,S,★★★,6.859,155,44,86.4,79.3,512.4,157.3,30727
88,phase2,SURFACE_2_ダ,kijun_ninkijun_fukusho+yoso_juni,combo,S,★★★,6.844,188,42,83.9,77.6,356.9,210.3,34029
89,phase2,SURFACE_2_芝,gekiso_type+prev3_chakujun,combo,S,★★★,6.837,96,34,85.2,85.2,342.2,213.0,13026
90,ceo,COURSE_27,tozai_shozoku_code,combo,S,★★★,6.83,3,1,127.3,93.1,223.9,122.0,81716
91,phase2,SURFACE_2_ダ,goal_juni+prev2_chakujun,combo,S,★★★,6.815,214,55,81.2,77.3,580.2,206.9,30727
92,phase2,SURFACE_2_芝,barei+prev1_corner4,combo,S,★★★,6.793,101,22,83.8,78.7,596.8,169.0,38702
93,phase2,GLOBAL,manken_shirushi+nyukyu_nannichimae,combo,S,★★★,6.787,211,59,85.0,78.4,638.1,146.1,27616
94,ceo,SURFACE_2_芝,babajotai_heavy+bamei_chichi,combo,S,★★★,6.783,241,57,77.3,77.8,726.4,191.6,43864
95,phase2,SURFACE_2_ダ,hobokusaki_rank+nyukyu_nannichimae,combo,S,★★★,6.754,114,36,84.4,74.3,416.4,154.3,15680
96,phase2,SURFACE_2_ダ,futan_juryo+kijun_ninkijun_fukusho,combo,S,★★★,6.753,118,22,84.5,79.5,535.1,221.0,34029
97,phase2,SURFACE_2_芝,gekiso_type+prev2_chakujun,combo,S,★★★,6.753,93,29,84.3,83.5,455.9,265.1,14042
98,phase2,SURFACE_2_芝,gekiso_type+uma_deokure_ritsu,combo,S,★★★,6.733,120,33,74.0,79.2,352.0,184.1,15151
99,phase2,SURFACE_2_ダ,futan_juryo+kijun_ninkijun_tansho,combo,S,★★★,6.727,118,23,84.6,79.5,535.1,219.4,34029
100,phase2,SURFACE_2_ダ,chokyoshi_rank+kijun_ninkijun_fukusho,combo,S,★★★,6.722,75,11,82.8,78.3,564.4,178.5,34025
101,phase2,SURFACE_2_ダ,chokyoshi_rank+kijun_ninkijun_tansho,combo,S,★★★,6.721,75,11,82.8,78.3,564.4,178.5,34025
102,phase2,SURFACE_2_芝,kishu_minarai_code+nyukyu_nannichimae,combo,S,★★★,6.721,47,8,66.5,69.6,235.6,134.5,4267
103,phase2,SURFACE_2_ダ,gekiso_type+manken_shisu,combo,S,★★★,6.711,171,42,71.3,77.9,301.1,243.7,13449
104,phase2,SURFACE_2_芝,gekiso_type+prev1_corner4,combo,S,★★★,6.706,100,29,88.1,82.6,324.9,192.6,15193
105,phase2,SURFACE_2_芝,chokyoshi_rank+ls_shisu_juni,combo,S,★★★,6.696,46,6,91.3,80.2,406.9,142.4,43792
106,phase2,SURFACE_2_芝,tenkai_kigo_code+uma_deokure_ritsu,combo,S,★★★,6.695,158,44,82.8,78.2,485.9,229.5,38605
107,phase2,SURFACE_2_芝,babajotai_heavy+prev2_chakujun,combo,S,★★★,6.691,50,8,85.6,85.5,418.3,165.0,35349
108,phase2,SURFACE_2_芝,goal_juni+kijun_ninkijun_fukusho,combo,S,★★★,6.69,215,57,81.0,80.1,421.3,275.3,43864
109,phase2,SURFACE_2_芝,goal_juni+kijun_ninkijun_tansho,combo,S,★★★,6.69,213,54,81.3,80.3,414.2,275.3,43864
110,phase2,SURFACE_2_芝,kishu_minarai_code+prev1_chakujun,combo,S,★★★,6.687,53,12,75.0,77.2,336.1,224.4,6486
111,phase2,SURFACE_2_ダ,gekiso_juni+prev1_chakujun,combo,S,★★★,6.681,229,60,80.8,75.8,500.6,185.3,32371
112,phase2,SURFACE_2_芝,kishu_minarai_code+prev3_chakujun,combo,S,★★★,6.681,45,10,79.0,74.2,358.9,128.9,5118
113,phase2,SURFACE_2_ダ,kijun_ninkijun_tansho+tenkai_kigo_code,combo,S,★★★,6.68,73,11,84.9,78.6,472.2,211.6,34029
114,phase2,SURFACE_2_芝,kijun_ninkijun_fukusho+prev3_chakujun,combo,S,★★★,6.673,227,60,83.0,82.1,439.3,281.1,32743
115,phase2,SURFACE_2_ダ,gekiso_type+prev1_corner4,combo,S,★★★,6.668,90,22,75.0,79.1,354.5,213.5,12930
116,phase2,SURFACE_2_芝,hobokusaki_rank+uma_deokure_ritsu,combo,S,★★★,6.667,173,49,83.3,79.3,515.8,220.3,36052
117,phase2,SURFACE_2_ダ,kijun_ninkijun_fukusho+tenkai_kigo_code,combo,S,★★★,6.666,72,10,84.0,78.6,472.2,211.6,34029
118,phase2,GLOBAL,goal_juni+kijun_ninkijun_fukusho,combo,S,★★★,6.664,227,51,84.6,80.9,587.1,238.8,77893
119,phase2,SURFACE_2_ダ,prev1_chakujun+taikei_tomo,combo,S,★★★,6.659,248,55,80.9,76.6,483.8,216.8,30976
120,phase2,SURFACE_2_ダ,bac_tosu+goal_sa,combo,S,★★★,6.657,175,51,83.9,77.7,480.5,199.6,34029
121,phase2,GLOBAL,goal_juni+kijun_ninkijun_tansho,combo,S,★★★,6.656,227,53,84.6,80.9,587.1,232.4,77893
122,phase2,SURFACE_2_ダ,gekiso_type+kohan_3f_juni,combo,S,★★★,6.654,90,23,76.4,78.9,370.8,175.5,13542
123,phase2,SURFACE_2_芝,prev1_chakujun+prev3_chakujun,combo,S,★★★,6.653,237,60,81.0,80.1,419.8,206.5,32743
124,phase2,SURFACE_2_芝,manken_shirushi+uma_deokure_ritsu,combo,S,★★★,6.65,189,54,83.7,79.7,386.4,198.4,24006
125,ceo,SURFACE_2_芝,kishumei+wakuban,combo,S,★★★,6.625,500,136,79.6,78.3,577.0,225.6,43864
126,phase2,SURFACE_2_芝,kishu_minarai_code+kohan_3f_juni,combo,S,★★★,6.622,54,13,76.0,73.5,378.5,154.2,7409
127,ceo,SURFACE_2_ダ,kyusha_shisu,combo,S,★★★,6.62,352,89,80.2,76.8,553.6,160.9,34029
128,phase2,GLOBAL,futan_juryo+prev3_chakujun,combo,S,★★★,6.619,161,38,86.0,81.7,731.3,226.6,65361
129,phase2,SURFACE_2_ダ,agari_shisu_juni+kohan_3f_juni,combo,S,★★★,6.614,215,52,80.7,77.1,693.3,218.0,34029
130,ceo,SURFACE_2_芝,idm,combo,S,★★★,6.598,227,50,78.6,78.1,543.2,276.4,43864
131,phase2,SURFACE_2_芝,kijun_ninkijun_tansho+prev3_chakujun,combo,S,★★★,6.591,228,59,82.5,82.5,439.3,281.1,32743
132,phase2,SURFACE_2_ダ,bac_tosu+taikei_tomo,combo,S,★★★,6.579,132,39,83.9,77.0,602.6,190.7,30987
133,phase2,SURFACE_2_ダ,kijun_ninkijun_fukusho+kohan_3f_juni,combo,S,★★★,6.578,208,43,80.6,78.8,412.6,252.8,34029
134,phase2,SURFACE_2_ダ,kijun_ninkijun_tansho+kohan_3f_juni,combo,S,★★★,6.565,208,42,80.6,78.8,412.6,252.8,34029
135,phase2,SURFACE_2_ダ,futan_juryo+yoso_juni,combo,S,★★★,6.561,122,28,82.4,79.1,575.8,227.4,34029
136,phase2,SURFACE_2_ダ,prev1_corner4+yoso_juni,combo,S,★★★,6.557,212,51,78.8,76.9,450.6,252.5,32371
137,phase2,SURFACE_2_芝,manken_shirushi+nyukyu_nannichimae,combo,S,★★★,6.531,170,56,85.3,77.9,484.5,161.7,15940
138,phase2,GLOBAL,kishu_minarai_code+kyori_tekisei_2,combo,S,★★★,6.501,11,2,76.2,77.4,257.1,124.7,1234
139,phase1,KEIBAJO_SURFACE_01_芝,sanchimei,code,S,★★★,6.5,14,2,78.6,82.2,303.0,145.9,8074
140,phase2,SURFACE_2_ダ,goal_sa+kyori_tekisei_2,combo,S,★★★,6.489,37,10,90.2,84.8,338.9,177.6,4232
141,phase2,GLOBAL,gekiso_type+nyukyu_nannichimae,combo,S,★★★,6.484,146,48,84.5,77.1,384.6,199.6,18357
142,phase2,SURFACE_2_ダ,gekiso_juni+kyori_tekisei_2,combo,S,★★★,6.468,32,8,77.8,77.2,345.1,157.5,4232
143,phase2,SURFACE_2_ダ,manken_shisu+moshoku_code,combo,S,★★★,6.46,231,58,80.7,77.6,608.9,193.0,33810
144,phase2,SURFACE_2_ダ,kijun_ninkijun_fukusho+prev3_chakujun,combo,S,★★★,6.458,211,54,81.1,79.6,507.9,301.5,28798
145,phase2,SURFACE_2_芝,kishu_rank+prev1_keibajo,combo,S,★★★,6.458,52,10,82.5,78.5,493.5,142.0,38577
146,phase2,SURFACE_2_芝,prev1_corner4+yoso_juni,combo,S,★★★,6.456,256,74,79.5,80.6,669.0,318.8,38702
147,phase2,SURFACE_2_ダ,dochu_juni+prev1_chakujun,combo,S,★★★,6.448,226,58,81.8,77.5,478.6,183.0,32371
148,phase2,SURFACE_2_ダ,goal_juni+yoso_juni,combo,S,★★★,6.447,194,44,81.6,77.0,437.5,198.0,34029
149,phase2,SURFACE_2_芝,chokyoshi_rank+sanchimei,combo,S,★★★,6.44,67,13,77.8,77.5,443.6,173.6,43807
150,phase2,SURFACE_2_ダ,kijun_ninkijun_tansho+prev3_chakujun,combo,S,★★★,6.436,211,54,81.1,79.6,497.2,295.2,28798
151,phase2,SURFACE_2_ダ,gekiso_type+prev3_chakujun,combo,S,★★★,6.428,93,23,73.2,79.6,334.5,249.9,11593
152,phase2,SURFACE_2_芝,futan_juryo+taikei_tomo,combo,S,★★★,6.425,145,35,87.8,78.7,405.9,148.1,36556
153,phase2,SURFACE_2_芝,kijun_ninkijun_fukusho+prev1_chakujun,combo,S,★★★,6.415,219,55,82.2,80.3,423.6,221.6,38702
154,phase2,SURFACE_2_ダ,barei+uma_deokure_ritsu,combo,S,★★★,6.408,130,28,75.0,76.7,388.1,166.8,32360
155,phase2,SURFACE_2_芝,kijun_ninkijun_tansho+ls_shisu_juni,combo,S,★★★,6.406,116,28,87.0,80.9,434.8,207.7,43849
156,phase2,SURFACE_2_芝,chokyoshi_rank+prev1_keibajo,combo,S,★★★,6.405,51,4,85.4,78.4,519.5,126.5,38645
157,phase2,SURFACE_2_ダ,agari_shisu_juni+prev1_chakujun,combo,S,★★★,6.401,222,61,83.7,77.8,442.7,169.7,32371
158,phase2,SURFACE_2_芝,babajotai_heavy+uma_deokure_ritsu,combo,S,★★★,6.401,111,20,77.5,80.9,490.6,260.8,38605
159,phase2,SURFACE_2_芝,gekiso_type+kyori_tekisei_2,combo,S,★★★,6.4,18,7,90.4,75.2,240.5,102.8,2677
160,phase2,GLOBAL,kyakushitsu+prev1_keibajo,combo,S,★★★,6.367,59,11,82.6,82.7,365.6,149.4,74896
161,phase2,SURFACE_2_ダ,prev1_chakujun+yoso_juni,combo,S,★★★,6.365,203,58,82.6,76.2,355.7,150.9,32371
162,phase2,SURFACE_2_ダ,barei+prev1_chakujun,combo,S,★★★,6.359,85,19,78.5,77.4,426.7,223.3,32371
163,phase2,SURFACE_2_芝,barei+uma_deokure_ritsu,combo,S,★★★,6.353,153,45,80.9,77.5,324.8,139.6,38605
164,phase2,SURFACE_2_芝,kijun_ninkijun_fukusho+ls_shisu_juni,combo,S,★★★,6.351,115,23,85.8,81.2,434.8,201.2,43849
165,phase2,SURFACE_2_芝,kishu_rank+prev3_chakujun,combo,S,★★★,6.351,81,17,82.2,82.8,499.9,230.4,32627
166,phase2,SURFACE_2_芝,agari_shisu_juni+kijun_ninkijun_fukusho,combo,S,★★★,6.341,238,48,78.7,79.2,461.1,282.6,43864
167,phase2,SURFACE_2_芝,dochu_juni+gekiso_type,combo,S,★★★,6.333,96,29,86.0,81.3,364.3,231.5,17259
168,phase2,SURFACE_2_ダ,moshoku_code+nyukyu_nannichimae,combo,S,★★★,6.333,113,27,83.2,75.6,351.0,199.1,16802
169,phase2,SURFACE_2_ダ,prev1_keibajo+prev3_chakujun,combo,S,★★★,6.325,153,35,82.4,79.4,489.9,178.4,28798
170,phase2,SURFACE_2_芝,agari_shisu_juni+kijun_ninkijun_tansho,combo,S,★★★,6.318,237,48,79.0,79.3,457.7,282.6,43864
171,phase2,SURFACE_2_芝,goal_juni+kishu_minarai_code,combo,S,★★★,6.317,56,13,73.2,71.5,375.2,160.0,7409
172,phase2,SURFACE_2_芝,chokyo_yajirushi_code+shirushi_code_1,combo,S,★★★,6.307,20,3,94.4,89.6,341.0,151.4,26255
173,phase2,SURFACE_2_芝,prev3_chakujun+yoso_juni,combo,S,★★★,6.306,238,65,82.4,80.9,444.4,199.8,32743
174,phase2,SURFACE_2_ダ,hobokusaki_rank+manken_shisu,combo,S,★★★,6.303,239,61,79.5,77.4,439.4,151.5,31508
175,phase2,GLOBAL,kishu_minarai_code+prev1_chakujun,combo,S,★★★,6.298,72,21,89.2,78.6,360.3,194.2,15870
176,phase2,SURFACE_2_芝,gekiso_juni+prev3_chakujun,combo,S,★★★,6.291,243,59,80.7,81.2,493.2,181.2,32728
177,phase2,SURFACE_2_ダ,goal_juni+prev1_corner4,combo,S,★★★,6.288,211,53,79.9,77.1,364.9,198.1,32371
178,phase2,SURFACE_2_芝,kijun_ninkijun_tansho+prev1_chakujun,combo,S,★★★,6.283,219,58,82.1,80.3,420.8,221.6,38702
179,phase2,SURFACE_2_芝,barei+kishu_rank,combo,S,★★★,6.281,34,5,82.9,77.6,389.0,169.7,43738
180,phase2,SURFACE_2_芝,futan_juryo+prev1_keibajo,combo,S,★★★,6.279,85,19,89.9,80.1,541.5,150.6,38702
181,phase2,SURFACE_2_ダ,shirushi_code_1+yoso_juni,combo,S,★★★,6.272,88,18,84.6,78.6,575.6,176.5,20831
182,phase2,SURFACE_2_ダ,agari_shisu_juni+prev2_chakujun,combo,S,★★★,6.271,228,61,81.1,77.6,442.1,209.6,30727
183,phase2,SURFACE_2_ダ,futan_juryo+prev1_chakujun,combo,S,★★★,6.264,126,34,87.9,78.4,588.0,187.4,32371
184,phase2,SURFACE_2_ダ,dochu_juni+gekiso_type,combo,S,★★★,6.261,90,22,75.6,79.2,307.3,166.7,13542
185,phase2,SURFACE_2_芝,kyakushitsu+uma_deokure_ritsu,combo,S,★★★,6.261,155,36,76.2,76.7,513.4,188.2,38605
186,phase2,GLOBAL,gekiso_type+goal_sa,combo,S,★★★,6.259,159,42,80.8,78.9,427.9,201.7,30801
187,phase2,SURFACE_2_ダ,kijun_ninkijun_tansho+taikei_tomo,combo,S,★★★,6.259,234,64,81.3,77.5,497.3,190.1,30987
188,phase2,SURFACE_2_芝,kyakushitsu+nyukyu_nannichimae,combo,S,★★★,6.247,139,35,86.8,79.1,457.8,286.6,25568
189,phase2,SURFACE_2_芝,prev3_chakujun+taikei_tomo,combo,S,★★★,6.247,224,61,83.3,81.1,437.9,225.4,31843
190,phase2,SURFACE_2_ダ,prev2_chakujun+yoso_juni,combo,S,★★★,6.238,214,59,79.9,77.2,522.7,158.8,30727
191,phase2,SURFACE_2_芝,barei+futan_juryo,combo,S,★★★,6.231,46,12,87.6,80.6,434.4,146.7,43864
192,phase2,SURFACE_2_ダ,kishu_rank+manken_shisu,combo,S,★★★,6.229,243,71,82.6,76.3,431.8,229.3,33756
193,phase2,SURFACE_2_芝,babajotai_heavy+prev1_chakujun,combo,S,★★★,6.22,50,11,86.9,81.6,434.7,151.6,38702
